"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","direct migration background","36.27","40","47","20","30","40","40","66","33.32","39.22","13","66","40","40"
"1984","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1984","college entrance qualification","no migration background","37.85","40","581","24","40","40","42","60","37.1","38.6","6","80","40","40"
"1984","lower secondary degree","direct migration background","38.24","40","371","25","40","40","42","60","37.58","38.9","10","70","40","40"
"1984","lower secondary degree","indirect migration background","37.75","40","38","24","40","40","50","50","35.84","39.66","20","50","40","40"
"1984","lower secondary degree","no migration background","37.55","40","2469","23","40","40","40","60","37.2","37.9","0","80","40","40"
"1984","no degree/no degree yet","direct migration background","38.99","40","615","40","40","40","40","55","38.5","39.48","4","70","40","40"
"1984","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"1984","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"1984","Other degree","direct migration background","39.47","40","994","40","40","40","40","56","39.12","39.82","5","70","40","40"
"1984","Other degree","indirect migration background","","","","","","","","","","","","","",""
"1984","Other degree","no migration background","","","","","","","","","","","","","",""
"1984","secondary school degree","direct migration background","37.97","40","73","22","40","40","40","65","36.06","39.88","13","65","40","40"
"1984","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"1984","secondary school degree","no migration background","38.02","40","981","24","40","40","40","60","37.49","38.55","1","80","40","40"
"1985","college entrance qualification","direct migration background","35.92","40","48","20","30","40","40","66","32.85","38.99","8","66","40","40"
"1985","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"1985","college entrance qualification","no migration background","37","40","540","24","40","40","40","49","36.34","37.66","5","60","40","40"
"1985","lower secondary degree","direct migration background","37.43","40","343","25","40","40","40","50","36.71","38.15","5","65","40","40"
"1985","lower secondary degree","indirect migration background","37.4","40","38","25","40","40","40","50","35.46","39.34","20","50","40","40"
"1985","lower secondary degree","no migration background","37.11","40","2141","22","40","40","40","50","36.77","37.45","3","74","40","40"
"1985","no degree/no degree yet","direct migration background","39.3","40","474","38","40","40","40","56","38.72","39.88","8","72","40","40"
