"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1984","direct migration background","(1a) inadequately completed","39","40","614","40","40","40","40","55","38.51","39.49","4","70","40","40"
"1984","direct migration background","(1b) general elementary school","38","40","656","30","40","40","40","49","37.52","38.48","5","70","40","40"
"1984","direct migration background","(1c) basic vocational qualification","39.38","40","531","35","40","40","44","60","38.92","39.84","10","70","40","40"
"1984","direct migration background","(2a) intermediate vocational","39.49","40","47","25","40","40","49","65","37.1","41.88","18","65","40","40"
"1984","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1984","direct migration background","(2c_gen) general maturity certificate","34.8","40","70","15","30","40","40","40","32.91","36.69","10","60","40","40"
"1984","direct migration background","(2c_voc) vocational maturity certificate","40.05","40","92","30","40","40","42","66","39","41.1","20","66","40","40"
"1984","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","direct migration background","(3b) higher tertiary education","37.33","40","53","24","40","40","40","60","34.9","39.76","20","60","40","40"
"1984","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1984","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1984","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1984","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1984","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1984","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1984","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1984","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1984","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1984","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1984","no migration background","(0) in school","","","","","","","","","","","","","",""
"1984","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1984","no migration background","(1b) general elementary school","35.26","40","615","20","32","40","40","60","34.44","36.08","0","65","40","40"
"1984","no migration background","(1c) basic vocational qualification","38.33","40","1861","25","40","40","40","60","37.96","38.7","2","80","40","40"
"1984","no migration background","(2a) intermediate vocational","37.82","40","766","23","40","40","41","60","37.19","38.45","1","80","40","40"
"1984","no migration background","(2b) intermediate general qualification","38.86","40","181","36","40","40","40","60","37.95","39.77","10","60","40","40"
"1984","no migration background","(2c_gen) general maturity certificate","33.58","40","64","10","30","40","40","50","30.6","36.56","6","50","40","40"
"1984","no migration background","(2c_voc) vocational maturity certificate","39.06","40","164","35","40","40","40","60","37.9","40.22","6","80","40","40"
"1984","no migration background","(3a) lower tertiary education","39.36","40","136","40","40","40","40","60","38.38","40.34","10","60","40","40"
"1984","no migration background","(3b) higher tertiary education","37.56","40","265","23","38","40","46","65","36.33","38.79","8","70","40","40"
"1985","direct migration background","(0) in school","","","","","","","","","","","","","",""
"1985","direct migration background","(1a) inadequately completed","39.32","40","473","38","40","40","40","56","38.74","39.9","8","72","40","40"
"1985","direct migration background","(1b) general elementary school","37.55","40","552","20","40","40","40","54","37.04","38.06","7","60","40","40"
"1985","direct migration background","(1c) basic vocational qualification","38.39","40","469","35","40","40","40","50","37.87","38.91","5","70","40","40"
"1985","direct migration background","(2a) intermediate vocational","37.69","40","46","26","40","40","40","48","35.82","39.56","20","48","40","40"
"1985","direct migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1985","direct migration background","(2c_gen) general maturity certificate","35.37","40","52","13","38","40","40","40","33.33","37.41","8","40","40","40"
"1985","direct migration background","(2c_voc) vocational maturity certificate","40.02","40","80","35","40","40","42","66","38.76","41.28","20","66","40","40"
"1985","direct migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1985","direct migration background","(3b) higher tertiary education","34.61","40","49","20","28","40","40","42","32.05","37.17","10","60","38","40"
"1985","indirect migration background","(0) in school","","","","","","","","","","","","","",""
"1985","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"1985","indirect migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"1985","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"1985","indirect migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"1985","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"1985","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"1985","indirect migration background","(3a) lower tertiary education","","","","","","","","","","","","","",""
"1985","indirect migration background","(3b) higher tertiary education","","","","","","","","","","","","","",""
"1985","no migration background","(0) in school","","","","","","","","","","","","","",""
"1985","no migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
