"year","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","38.29","40","1227","25","40","40","40","60","37.89","38.69","5","80","40","40"
"1984","1-pers.-HH","38.43","40","555","30","40","40","40","60","37.84","39.02","4","66","40","40"
"1984","Couple + C. GT 16 ","37.72","40","1103","25","40","40","40","55","37.28","38.16","6","70","40","40"
"1984","Couple + C. LE 16","37.12","40","1799","20","40","40","42","60","36.7","37.54","1","77","40","40"
"1984","Couple + C. LE and GT 16","38.18","40","961","25","40","40","41","60","37.68","38.68","3","80","40","40"
"1984","Single parent","37.13","40","293","25","40","40","40","55","36.22","38.04","0","72","40","40"
"1985","(Married) couple without C.","37.78","40","1084","26","40","40","40","50","37.4","38.16","5","66","40","40"
"1985","1-pers.-HH","38.17","40","500","35","40","40","40","55","37.53","38.81","1","74","40","40"
"1985","Couple + C. GT 16 ","37.06","40","1069","22","40","40","40","45","36.63","37.49","4","50","40","40"
"1985","Couple + C. LE 16","36.18","40","1523","20","39","40","40","52","35.75","36.61","4","72","40","40"
"1985","Couple + C. LE and GT 16","37.61","40","790","25","40","40","40","48","37.1","38.12","3","70","40","40"
"1985","Single parent","37.56","40","280","26","40","40","40","50","36.71","38.41","8","70","40","40"
"1986","(Married) couple without C.","37.38","40","1118","27","38","40","40","50","36.99","37.77","2","76","40","40"
"1986","1-pers.-HH","38.81","40","470","37","39","40","40","50","38.37","39.25","10","60","40","40"
"1986","Couple + C. GT 16 ","37.01","40","1122","25","38","40","40","45","36.6","37.42","3","66","40","40"
"1986","Couple + C. LE 16","36.16","40","1362","20","38","40","40","50","35.73","36.59","4","60","40","40"
"1986","Couple + C. LE and GT 16","37.46","40","743","25","39","40","40","48","36.98","37.94","4","60","40","40"
"1986","Single parent","37.28","40","254","25","39","40","40","48","36.38","38.18","8","48","40","40"
"1987","(Married) couple without C.","37.33","40","1110","25","38","40","40","48","36.95","37.71","4","60","40","40"
"1987","1-pers.-HH","38.12","40","454","35","38.5","40","40","55","37.51","38.73","4","60","40","40"
"1987","Couple + C. GT 16 ","36.89","40","1174","24","38","40","40","47","36.47","37.31","2","80","40","40"
"1987","Couple + C. LE 16","35.98","40","1342","20","38","40","40","50","35.54","36.42","1","66","40","40"
"1987","Couple + C. LE and GT 16","36.85","40","685","23","38","40","40","48","36.32","37.38","4","64","40","40"
"1987","Single parent","36.45","40","266","24","38","40","40","45","35.52","37.38","3","48","40","40"
"1988","(Married) couple without C.","37.28","40","1072","27","38","40","40","48","36.9","37.66","4","70","40","40"
"1988","1-pers.-HH","37.97","40","431","35","38","40","40","50","37.43","38.51","4","56","40","40"
"1988","Couple + C. GT 16 ","36.5","40","1177","22","38","40","40","45","36.08","36.92","3","65","40","40"
"1988","Couple + C. LE 16","35.22","40","1247","20","37","40","40","50","34.74","35.7","2","60","38.5","40"
"1988","Couple + C. LE and GT 16","36.93","40","591","24","38","40","40","50","36.35","37.51","4","60","40","40"
"1988","Single parent","37.42","40","267","25","38","40","40","60","36.49","38.35","2","72","40","40"
"1989","(Married) couple without C.","37.02","39","1107","25","38","40","40","50","36.62","37.42","6","77","39","40"
"1989","1-pers.-HH","37.88","40","465","35","38","40","40","48","37.36","38.4","6","55","39","40"
"1989","Couple + C. GT 16 ","36.62","39","1162","24","37.5","40","40","49","36.21","37.03","3","60","39","40"
"1989","Couple + C. LE 16","35.1","39","1223","20","37","40","40","48","34.61","35.59","2","60","38.5","39"
"1989","Couple + C. LE and GT 16","36.64","40","539","25","37.5","40","40","48","36.07","37.21","8","60","39","40"
"1989","Single parent","35.94","38.88","241","20","37","40","40","68","34.85","37.03","6","76","38","40"
