"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","general elemantary","38.46","40","729","36","40","40","40","56","37.96","38.96","0","60","40","40"
"1984","16-34 y.","higher education","37.15","40","160","20","40","40","42","60","35.7","38.6","8","66","40","40"
"1984","16-34 y.","higher vocational","37.58","40","132","23","40","40","40","72","35.73","39.43","4","77","40","40"
"1984","16-34 y.","in school","","","","","","","","","","","","","",""
"1984","16-34 y.","inadequately","38.49","40","145","32","40","40","40","54","37.36","39.62","4","60","40","40"
"1984","16-34 y.","middle vocational","39.04","40","1401","39","40","40","42","60","38.67","39.41","1","70","40","40"
"1984","16-34 y.","vocational + Abi","39.22","40","102","35","40","40","40","66","38.12","40.32","20","66","40","40"
"1984","35-65 y.","general elemantary","34.72","40","755","20","30","40","40","56","34.06","35.38","3","70","40","40"
"1984","35-65 y.","higher education","38.64","40","309","25","40","40","46","60","37.66","39.62","9","70","40","40"
"1984","35-65 y.","higher vocational","38.77","40","224","30","40","40","40","60","37.89","39.65","2","65","40","40"
"1984","35-65 y.","in school","","","","","","","","","","","","","",""
"1984","35-65 y.","inadequately","38.31","40","426","40","40","40","40","50","37.73","38.89","10","60","40","40"
"1984","35-65 y.","middle vocational","37.63","40","1770","22","40","40","40","60","37.24","38.02","3","80","40","40"
"1984","35-65 y.","vocational + Abi","41.14","40","79","40","40","40","45","60","39.54","42.74","20","80","40","40"
"1984","66 and older","general elemantary","","","","","","","","","","","","","",""
"1984","66 and older","higher education","","","","","","","","","","","","","",""
"1984","66 and older","higher vocational","","","","","","","","","","","","","",""
"1984","66 and older","in school","","","","","","","","","","","","","",""
"1984","66 and older","inadequately","","","","","","","","","","","","","",""
"1984","66 and older","middle vocational","","","","","","","","","","","","","",""
"1984","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1985","16-34 y.","general elemantary","38.61","40","631","38","40","40","40","48","38.14","39.08","2","55","40","40"
"1985","16-34 y.","higher education","37","40","145","23","38","40","40","46","35.75","38.25","11","66","40","40"
"1985","16-34 y.","higher vocational","36.72","40","120","20","40","40","40","45","35.17","38.27","4","45","40","40"
"1985","16-34 y.","in school","","","","","","","","","","","","","",""
"1985","16-34 y.","inadequately","38.83","40","101","32","40","40","40","64","37.69","39.97","10","64","40","40"
"1985","16-34 y.","middle vocational","38.58","40","1226","38","40","40","40","50","38.21","38.95","4","74","40","40"
"1985","16-34 y.","vocational + Abi","39.43","40","89","38","40","40","40","66","38.1","40.76","16","66","40","40"
"1985","35-65 y.","general elemantary","33.76","40","677","18","25","40","40","55","33.06","34.46","3","60","40","40"
"1985","35-65 y.","higher education","36.85","40","293","24","39","40","40","45","35.98","37.72","10","60","40","40"
"1985","35-65 y.","higher vocational","38.15","40","207","26","40","40","40","52","37.19","39.11","4","56","40","40"
"1985","35-65 y.","in school","","","","","","","","","","","","","",""
"1985","35-65 y.","inadequately","38.77","40","345","38","40","40","40","56","38.06","39.48","8","72","40","40"
"1985","35-65 y.","middle vocational","36.91","40","1563","21","40","40","40","48","36.53","37.29","3","65","40","40"
"1985","35-65 y.","vocational + Abi","39.89","40","60","40","40","40","40","41","39.13","40.65","20","48","40","40"
"1985","66 and older","general elemantary","","","","","","","","","","","","","",""
"1985","66 and older","higher education","","","","","","","","","","","","","",""
"1985","66 and older","higher vocational","","","","","","","","","","","","","",""
"1985","66 and older","in school","","","","","","","","","","","","","",""
"1985","66 and older","inadequately","","","","","","","","","","","","","",""
"1985","66 and older","middle vocational","","","","","","","","","","","","","",""
"1985","66 and older","vocational + Abi","","","","","","","","","","","","","",""
"1986","16-34 y.","general elemantary","38.47","40","642","36","40","40","40","48","38.03","38.91","6","60","40","40"
"1986","16-34 y.","higher education","36.19","40","151","21","38","40","40","42","34.92","37.46","10","42","40","40"
"1986","16-34 y.","higher vocational","36.66","40","115","20","38","40","40","50","35.17","38.15","4","60","40","40"
"1986","16-34 y.","in school","","","","","","","","","","","","","",""
"1986","16-34 y.","inadequately","38.83","40","101","35","39","40","40","48","37.82","39.84","10","48","40","40"
"1986","16-34 y.","middle vocational","38.72","40","1219","38","39","40","40","50","38.39","39.05","2","76","40","40"
"1986","16-34 y.","vocational + Abi","37.32","40","97","30","39","40","40","50","35.78","38.86","8","60","40","40"
