"year","age_gr","education","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1988","66 and older","college entrance qualification","","","","","","","","",""
"1988","66 and older","lower secondary degree","","","","","","","","",""
"1988","66 and older","no degree/no degree yet","","","","","","","","",""
"1988","66 and older","Other degree","","","","","","","","",""
"1988","66 and older","secondary school degree","","","","","","","","",""
"1989","16-34 y.","college entrance qualification","35.87","39","325","34.94","36.8","20","37.5","40","40"
"1989","16-34 y.","lower secondary degree","37.63","40","1048","37.24","38.02","35","38","40","40"
"1989","16-34 y.","no degree/no degree yet","37.29","39.96","89","35.55","39.03","37","37.5","40","40"
"1989","16-34 y.","Other degree","37.04","39.03","141","35.99","38.09","25","37.5","40","40"
"1989","16-34 y.","secondary school degree","37.82","40","620","37.34","38.3","35","38","40","40"
"1989","35-65 y.","college entrance qualification","35.98","40","291","35.03","36.93","22","38","40","40"
"1989","35-65 y.","lower secondary degree","35.96","39","1205","35.48","36.44","20","37","40","40"
"1989","35-65 y.","no degree/no degree yet","36.64","38.96","284","35.83","37.45","25","37.5","40","40"
"1989","35-65 y.","Other degree","38.36","40","542","37.93","38.79","37","38","40","40"
"1989","35-65 y.","secondary school degree","35.39","39","355","34.48","36.3","20","37","40","40"
"1989","66 and older","college entrance qualification","","","","","","","","",""
"1989","66 and older","lower secondary degree","","","","","","","","",""
"1989","66 and older","no degree/no degree yet","","","","","","","","",""
"1989","66 and older","Other degree","","","","","","","","",""
"1989","66 and older","secondary school degree","","","","","","","","",""
"1990","16-34 y.","college entrance qualification","37.18","39","454","36.49","37.87","28","37.5","40","43"
"1990","16-34 y.","lower secondary degree","37.34","38.5","1148","36.95","37.73","30","37.5","40","42"
"1990","16-34 y.","no degree/no degree yet","35.77","37.58","76","33.88","37.66","35","37.5","40","40"
"1990","16-34 y.","Other degree","37.39","38.5","143","36.27","38.51","30","37.5","40","40"
"1990","16-34 y.","secondary school degree","39.02","40","1624","38.71","39.33","35.5","38.5","43","43.7999992370605"
"1990","35-65 y.","college entrance qualification","36.32","39","551","35.66","36.98","22","37","40","43.7999992370605"
"1990","35-65 y.","lower secondary degree","36.47","38.5","2124","36.11","36.83","22","37","40","43.7999992370605"
"1990","35-65 y.","no degree/no degree yet","37.05","39","275","36.23","37.87","30","37.5","40","40"
"1990","35-65 y.","Other degree","38.49","38.62","542","38.01","38.97","37","37.5","40","40"
"1990","35-65 y.","secondary school degree","37.21","39","986","36.73","37.69","22.3999996185303","37.5","43.2999992370605","43.7999992370605"
"1990","66 and older","college entrance qualification","","","","","","","","",""
"1990","66 and older","lower secondary degree","","","","","","","","",""
"1990","66 and older","no degree/no degree yet","","","","","","","","",""
"1990","66 and older","Other degree","","","","","","","","",""
"1990","66 and older","secondary school degree","","","","","","","","",""
"1991","16-34 y.","college entrance qualification","36.08","38.5","437","35.36","36.8","22","37.5","40","40"
"1991","16-34 y.","lower secondary degree","36.9","38.5","1077","36.51","37.29","30","37.5","40","40"
"1991","16-34 y.","no degree/no degree yet","35.41","38","82","33.27","37.55","10","37.5","40","40"
"1991","16-34 y.","Other degree","37.91","38.5","128","36.62","39.2","32","37.5","40","40"
"1991","16-34 y.","secondary school degree","37.71","39","1422","37.4","38.02","32","37.5","40","40"
"1991","35-65 y.","college entrance qualification","35.38","38.5","547","34.73","36.03","21","37","40","40"
"1991","35-65 y.","lower secondary degree","35.62","38.5","1875","35.25","35.99","20","37","40","40"
"1991","35-65 y.","no degree/no degree yet","35.63","38","279","34.74","36.52","20","37.4000015258789","40","40"
"1991","35-65 y.","Other degree","37.31","38","544","36.81","37.81","35.5","37.5","40","40"
"1991","35-65 y.","secondary school degree","36.46","38.5","973","36","36.92","20","37.5","40","42"
"1991","66 and older","college entrance qualification","","","","","","","","",""
"1991","66 and older","lower secondary degree","","","","","","","","",""
"1991","66 and older","no degree/no degree yet","","","","","","","","",""
"1991","66 and older","Other degree","","","","","","","","",""
"1991","66 and older","secondary school degree","","","","","","","","",""
"1992","16-34 y.","college entrance qualification","35.02","38.5","413","34.25","35.79","19","37.5","39","40"
"1992","16-34 y.","lower secondary degree","37.16","38.5","1005","36.75","37.57","30","37.5","40","40"
"1992","16-34 y.","no degree/no degree yet","33.71","38","73","31.24","36.18","10","37","40","40"
"1992","16-34 y.","Other degree","37.76","38.5","121","36.5","39.02","37","37.5","40","40"
"1992","16-34 y.","secondary school degree","37.67","39","1310","37.37","37.97","32","37.5","40","40"
"1992","35-65 y.","college entrance qualification","35.02","38.5","515","34.38","35.66","22","35","40","40"
"1992","35-65 y.","lower secondary degree","35.29","38.5","1682","34.89","35.69","20","37","40","40"
"1992","35-65 y.","no degree/no degree yet","36.1","38","257","35.26","36.94","27.5","37.5","39.5","40"
"1992","35-65 y.","Other degree","37.67","38","505","37.2","38.14","37","37.5","40","40"
"1992","35-65 y.","secondary school degree","36.04","38.5","938","35.58","36.5","20","37.5","40","40"
"1992","66 and older","college entrance qualification","","","","","","","","",""
"1992","66 and older","lower secondary degree","","","","","","","","",""
"1992","66 and older","no degree/no degree yet","","","","","","","","",""
"1992","66 and older","Other degree","","","","","","","","",""
"1992","66 and older","secondary school degree","","","","","","","","",""
"1993","16-34 y.","college entrance qualification","35.75","38.5","412","35","36.5","21","37.5","40","40"
"1993","16-34 y.","lower secondary degree","36.87","38","938","36.48","37.26","32","37.5","40","40"
"1993","16-34 y.","no degree/no degree yet","37.39","39","63","35.37","39.41","35","37.5","40","40"
"1993","16-34 y.","Other degree","36.33","38.12","120","35.17","37.49","24","37","40","40"
"1993","16-34 y.","secondary school degree","37.21","38.5","1260","36.88","37.54","30","37.5","40","40"
"1993","35-65 y.","college entrance qualification","34.78","38.5","522","34.15","35.41","23","30","39","40"
"1993","35-65 y.","lower secondary degree","35.08","38","1558","34.66","35.5","20","36.5","40","40"
"1993","35-65 y.","no degree/no degree yet","36.19","38","248","35.28","37.1","27","37","40","40"
"1993","35-65 y.","Other degree","37.32","38","468","36.83","37.81","36","37","39","40"
"1993","35-65 y.","secondary school degree","35.95","38.5","954","35.5","36.4","23.1000003814697","37","40","40"
"1993","66 and older","college entrance qualification","","","","","","","","",""
"1993","66 and older","lower secondary degree","","","","","","","","",""
"1993","66 and older","no degree/no degree yet","","","","","","","","",""
"1993","66 and older","Other degree","","","","","","","","",""
"1993","66 and older","secondary school degree","","","","","","","","",""
"1994","16-34 y.","college entrance qualification","35.8","38.5","454","35.13","36.47","22","37.5","39","40"
"1994","16-34 y.","lower secondary degree","36.93","38.5","848","36.5","37.36","32","37","40","40"
"1994","16-34 y.","no degree/no degree yet","38.71","38.5","58","36.69","40.73","36","37.5","40","48.5"
"1994","16-34 y.","Other degree","37.75","38.5","105","36.14","39.36","30","37.5","40","40.5"
"1994","16-34 y.","secondary school degree","36.7","38.5","1195","36.32","37.08","26","37.5","40","40"
"1994","35-65 y.","college entrance qualification","34.62","38.5","539","33.97","35.27","20","34.5","40","40"
"1994","35-65 y.","lower secondary degree","35.08","38","1467","34.65","35.51","20","36","40","40"
"1994","35-65 y.","no degree/no degree yet","35.61","37.5","218","34.43","36.79","20","36.5","40","40"
"1994","35-65 y.","Other degree","36.7","38","415","36.08","37.32","33","37","39","40"
"1994","35-65 y.","secondary school degree","35.66","38.5","966","35.2","36.12","20","36.5","40","40"
"1994","66 and older","college entrance qualification","","","","","","","","",""
"1994","66 and older","lower secondary degree","","","","","","","","",""
"1994","66 and older","no degree/no degree yet","","","","","","","","",""
"1994","66 and older","Other degree","","","","","","","","",""
"1994","66 and older","secondary school degree","","","","","","","","",""
"1995","16-34 y.","college entrance qualification","35.25","38.5","483","34.52","35.98","20","36.5","40","40"
"1995","16-34 y.","lower secondary degree","36.34","38","848","35.83","36.85","30","37","40","40"
"1995","16-34 y.","no degree/no degree yet","33.13","37.5","48","30.82","35.44","8","36","39","40"
"1995","16-34 y.","Other degree","36.4","38.5","172","35.11","37.69","30","37","40","40"
"1995","16-34 y.","secondary school degree","36.86","38.5","1218","36.48","37.24","30","37.5","40","40"
"1995","35-65 y.","college entrance qualification","33.75","38","573","33.05","34.45","19.5","30","39","40"
"1995","35-65 y.","lower secondary degree","34.75","38","1445","34.3","35.2","20","35","40","40"
"1995","35-65 y.","no degree/no degree yet","34.75","37.5","190","33.58","35.92","20","36","39","40"
"1995","35-65 y.","Other degree","35.56","38","490","34.92","36.2","20","36","39","40"
"1995","35-65 y.","secondary school degree","35.32","38.5","1060","34.86","35.78","20","36","40","40"
"1995","66 and older","college entrance qualification","","","","","","","","",""
"1995","66 and older","lower secondary degree","","","","","","","","",""
"1995","66 and older","no degree/no degree yet","","","","","","","","",""
"1995","66 and older","Other degree","","","","","","","","",""
"1995","66 and older","secondary school degree","","","","","","","","",""
"1996","16-34 y.","college entrance qualification","35.45","38.5","475","34.74","36.16","20","37","40","40"
"1996","16-34 y.","lower secondary degree","36.38","38.5","821","35.92","36.84","32","37","40","40"
"1996","16-34 y.","no degree/no degree yet","28.74","35","51","25.75","31.73","10","18.5","38.5","40"
"1996","16-34 y.","Other degree","36.03","38","134","34.85","37.21","25","35","40","40"
"1996","16-34 y.","secondary school degree","36.55","38.5","1128","36.15","36.95","25","37.5","40","40"
"1996","35-65 y.","college entrance qualification","34.14","38.5","578","33.5","34.78","20","30","40","40"
"1996","35-65 y.","lower secondary degree","34.43","38","1373","33.96","34.9","20","35","39","40"
"1996","35-65 y.","no degree/no degree yet","35.55","37.99","184","34.49","36.61","20","35","39","40"
"1996","35-65 y.","Other degree","35.36","37.5","443","34.71","36.01","20","35","40","40"
"1996","35-65 y.","secondary school degree","35.41","38.5","1104","34.96","35.86","22","35","40","40"
"1996","66 and older","college entrance qualification","","","","","","","","",""
"1996","66 and older","lower secondary degree","","","","","","","","",""
"1996","66 and older","no degree/no degree yet","","","","","","","","",""
"1996","66 and older","Other degree","","","","","","","","",""
"1996","66 and older","secondary school degree","","","","","","","","",""
"1997","16-34 y.","college entrance qualification","35.69","38.5","501","35.01","36.37","20","37.5","40","40"
"1997","16-34 y.","lower secondary degree","36.81","38.26","753","36.31","37.31","32","37","40","40"
"1997","16-34 y.","no degree/no degree yet","27.81","30","42","24.11","31.51","8","18.8999996185303","38","40"
"1997","16-34 y.","Other degree","33.37","38.5","117","32.05","34.69","10","35","40","40"
"1997","16-34 y.","secondary school degree","36.34","38.5","1041","35.93","36.75","25","37","40","40"
"1997","35-65 y.","college entrance qualification","34.44","38.5","574","33.8","35.08","20","30","40","40"
"1997","35-65 y.","lower secondary degree","34.51","38","1270","34.04","34.98","20","35","39","40"
"1997","35-65 y.","no degree/no degree yet","36.16","37.5","161","35.07","37.25","25","36","40","40"
"1997","35-65 y.","Other degree","35.73","37.73","397","35.01","36.45","25","35","39","40"
"1997","35-65 y.","secondary school degree","35.45","38.5","1090","35.01","35.89","22","35","40","40"
"1997","66 and older","college entrance qualification","","","","","","","","",""
"1997","66 and older","lower secondary degree","","","","","","","","",""
"1997","66 and older","no degree/no degree yet","","","","","","","","",""
"1997","66 and older","Other degree","","","","","","","","",""
"1997","66 and older","secondary school degree","","","","","","","","",""
"1998","16-34 y.","college entrance qualification","34.55","38.5","529","33.85","35.25","20","36.5","40","40"
"1998","16-34 y.","lower secondary degree","36.72","38.5","752","36.22","37.22","32","36.5","40","40"
"1998","16-34 y.","no degree/no degree yet","29.54","37","37","25.55","33.53","7","18.5","40","40"
"1998","16-34 y.","Other degree","34.87","38","116","33.51","36.23","20","35","40","40"
"1998","16-34 y.","secondary school degree","36.56","38.5","1092","36.12","37","28.8999996185303","37.4000015258789","40","40"
"1998","35-65 y.","college entrance qualification","34.32","38.5","649","33.7","34.94","20","30","40","40"
"1998","35-65 y.","lower secondary degree","34.33","38","1410","33.88","34.78","20","35","39","40"
"1998","35-65 y.","no degree/no degree yet","35.75","38","149","34.39","37.11","20","35","40","40"
"1998","35-65 y.","Other degree","34.91","37.5","390","34.09","35.73","20","35","38.5","40"
"1998","35-65 y.","secondary school degree","35.33","38.5","1259","34.9","35.76","20","35","40","40"
"1998","66 and older","college entrance qualification","","","","","","","","",""
"1998","66 and older","lower secondary degree","","","","","","","","",""
"1998","66 and older","no degree/no degree yet","","","","","","","","",""
"1998","66 and older","Other degree","","","","","","","","",""
"1998","66 and older","secondary school degree","","","","","","","","",""
"1999","16-34 y.","college entrance qualification","35.05","38.5","561","34.37","35.73","19.5","36","40","40"
"1999","16-34 y.","lower secondary degree","36.89","38.5","748","36.4","37.38","31","37.5","40","40"
"1999","16-34 y.","no degree/no degree yet","27.35","36.1","49","23.52","31.18","6","11","40","40"
"1999","16-34 y.","Other degree","34.5","38.5","100","32.77","36.23","19.5","35","40","40"
"1999","16-34 y.","secondary school degree","36.15","38.5","1081","35.7","36.6","24","37","40","40"
"1999","35-65 y.","college entrance qualification","34.35","38.5","706","33.78","34.92","20","32.5","40","40"
"1999","35-65 y.","lower secondary degree","34.35","38","1416","33.85","34.85","20","35","39","40"
"1999","35-65 y.","no degree/no degree yet","35.71","37.5","143","34.39","37.03","20.2999992370605","35","40","40"
"1999","35-65 y.","Other degree","35.89","38","372","35.1","36.68","25","35","40","40"
"1999","35-65 y.","secondary school degree","34.81","38.5","1314","34.38","35.24","20","35","40","40"
"1999","66 and older","college entrance qualification","","","","","","","","",""
"1999","66 and older","lower secondary degree","","","","","","","","",""
"1999","66 and older","no degree/no degree yet","","","","","","","","",""
"1999","66 and older","Other degree","","","","","","","","",""
"1999","66 and older","secondary school degree","","","","","","","","",""
"2000","16-34 y.","college entrance qualification","34.42","38.5","1002","33.85","34.99","19","35","40","40"
"2000","16-34 y.","lower secondary degree","36.74","38.5","1087","36.31","37.17","30","37.5","40","40"
"2000","16-34 y.","no degree/no degree yet","28.32","38","45","23.96","32.68","8","10","40","40"
"2000","16-34 y.","Other degree","34.75","38","143","33.08","36.42","15","35","40","40"
"2000","16-34 y.","secondary school degree","36.32","38.5","1713","35.97","36.67","25","37","40","40"
"2000","35-65 y.","college entrance qualification","35","38.5","1452","34.58","35.42","20","35","40","40"
"2000","35-65 y.","lower secondary degree","34.11","38","2615","33.76","34.46","20","35","40","40"
"2000","35-65 y.","no degree/no degree yet","35.94","38.5","107","34.35","37.53","26","35","40","40"
"2000","35-65 y.","Other degree","33.58","37.5","540","32.81","34.35","18","32.5","40","40"
"2000","35-65 y.","secondary school degree","35","38.5","2427","34.66","35.34","20","35","40","40"
"2000","66 and older","college entrance qualification","","","","","","","","",""
"2000","66 and older","lower secondary degree","","","","","","","","",""
"2000","66 and older","no degree/no degree yet","","","","","","","","",""
"2000","66 and older","Other degree","","","","","","","","",""
"2000","66 and older","secondary school degree","","","","","","","","",""
"2001","16-34 y.","college entrance qualification","33.79","38.5","937","33.17","34.41","18","35","40","40"
"2001","16-34 y.","lower secondary degree","36.64","38.5","923","36.13","37.15","30","37","40","40"
"2001","16-34 y.","no degree/no degree yet","21.53","12.5","75","18","25.06","4","8","38.5","40"
"2001","16-34 y.","Other degree","34.19","38","136","32.37","36.01","14","35","40","40"
"2001","16-34 y.","secondary school degree","36.38","38.5","1487","36","36.76","28","37.5","40","40"
"2001","35-65 y.","college entrance qualification","34.65","38.5","1458","34.21","35.09","20","34","40","40"
"2001","35-65 y.","lower secondary degree","33.71","38","2374","33.31","34.11","18.5","30","39.5","40"
"2001","35-65 y.","no degree/no degree yet","36.59","37.5","78","35.12","38.06","30","35","38.5","40"
"2001","35-65 y.","Other degree","34.14","37.5","521","33.4","34.88","20","35","40","40"
"2001","35-65 y.","secondary school degree","34.4","38.5","2406","34.04","34.76","20","32","40","40"
"2001","66 and older","college entrance qualification","","","","","","","","",""
"2001","66 and older","lower secondary degree","","","","","","","","",""
"2001","66 and older","no degree/no degree yet","","","","","","","","",""
"2001","66 and older","Other degree","","","","","","","","",""
"2001","66 and older","secondary school degree","","","","","","","","",""
"2002","16-34 y.","college entrance qualification","35.22","38.5","912","34.62","35.82","19.5","36.5","40","40"
"2002","16-34 y.","lower secondary degree","36.64","38.5","784","36.1","37.18","25","37","40","40"
"2002","16-34 y.","no degree/no degree yet","25.2","30","55","21.25","29.15","8","10","38","40"
"2002","16-34 y.","Other degree","34.73","38","102","32.93","36.53","18","35","40","40"
"2002","16-34 y.","secondary school degree","36.46","38.5","1402","36.05","36.87","26","37","40","40"
"2002","35-65 y.","college entrance qualification","34.32","38.5","1972","33.94","34.7","20","30","40","40"
"2002","35-65 y.","lower secondary degree","33.57","37.5","2178","33.17","33.97","19.2999992370605","30","40","40"
"2002","35-65 y.","no degree/no degree yet","34.79","37","67","32.64","36.94","20","35","39.2999992370605","40"
"2002","35-65 y.","Other degree","33.54","37.5","494","32.7","34.38","15","35","40","40"
"2002","35-65 y.","secondary school degree","34.3","38.5","2475","33.95","34.65","20","30","40","40"
"2002","66 and older","college entrance qualification","","","","","","","","",""
"2002","66 and older","lower secondary degree","","","","","","","","",""
"2002","66 and older","no degree/no degree yet","","","","","","","","",""
"2002","66 and older","Other degree","","","","","","","","",""
"2002","66 and older","secondary school degree","","","","","","","","",""
"2003","16-34 y.","college entrance qualification","33.61","38.5","944","32.94","34.28","15","33","40","40"
"2003","16-34 y.","lower secondary degree","36.44","38.5","730","35.8","37.08","30","36","40","40"
"2003","16-34 y.","no degree/no degree yet","21.81","15.79","50","17.39","26.23","2","8","38","40"
"2003","16-34 y.","Other degree","32.16","38","101","30.04","34.28","12","22.5","40","40"
"2003","16-34 y.","secondary school degree","35.83","38.5","1277","35.39","36.27","24","36","40","40"
"2003","35-65 y.","college entrance qualification","34.13","38.5","1936","33.73","34.53","20","30","40","40"
"2003","35-65 y.","lower secondary degree","33.52","37.5","2088","33.1","33.94","19","30","39","40"
"2003","35-65 y.","no degree/no degree yet","33.13","37.27","58","30.55","35.71","17","35","38.5","40"
"2003","35-65 y.","Other degree","33.12","37.5","456","32.22","34.02","14","28","40","40"
"2003","35-65 y.","secondary school degree","33.92","38.5","2486","33.56","34.28","19.5","30","40","40"
"2003","66 and older","college entrance qualification","","","","","","","","",""
"2003","66 and older","lower secondary degree","","","","","","","","",""
"2003","66 and older","no degree/no degree yet","","","","","","","","",""
"2003","66 and older","Other degree","","","","","","","","",""
"2003","66 and older","secondary school degree","","","","","","","","",""
"2004","16-34 y.","college entrance qualification","35.03","38.5","847","34.38","35.68","20","36","40","40"
"2004","16-34 y.","lower secondary degree","36.51","38.5","616","35.86","37.16","30","37","40","40"
"2004","16-34 y.","no degree/no degree yet","24.04","15.94","35","18.53","29.55","5","8","40","40"
"2004","16-34 y.","Other degree","32.33","38","89","29.86","34.8","12.5","25","40","40"
"2004","16-34 y.","secondary school degree","36.43","38.5","1158","36","36.86","25","37.2999992370605","40","40"
"2004","35-65 y.","college entrance qualification","34.34","38.5","1859","33.95","34.73","20","30","40","40"
"2004","35-65 y.","lower secondary degree","33.43","37.5","1929","32.99","33.87","18","30","39","40"
"2004","35-65 y.","no degree/no degree yet","33.08","36.41","51","30.08","36.08","18","35","38.5","40"
"2004","35-65 y.","Other degree","34.66","37.5","398","33.7","35.62","20","34.5","40","40"
"2004","35-65 y.","secondary school degree","34.08","38","2410","33.71","34.45","19.5","30","40","40"
"2004","66 and older","college entrance qualification","","","","","","","","",""
"2004","66 and older","lower secondary degree","","","","","","","","",""
"2004","66 and older","no degree/no degree yet","","","","","","","","",""
"2004","66 and older","Other degree","","","","","","","","",""
"2004","66 and older","secondary school degree","","","","","","","","",""
"2005","16-34 y.","college entrance qualification","35.01","38.5","801","34.35","35.67","20","35","40","40"
"2005","16-34 y.","lower secondary degree","36.28","38.5","549","35.57","36.99","25","36","40","40"
"2005","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2005","16-34 y.","Other degree","32.53","38","71","29.85","35.21","15","25","40","40"
"2005","16-34 y.","secondary school degree","36.94","39","1053","36.47","37.41","30","37.5","40","40"
"2005","35-65 y.","college entrance qualification","34.43","38.5","1808","34.03","34.83","20","30","40","40"
"2005","35-65 y.","lower secondary degree","34.16","38","1783","33.7","34.62","20","34","40","40"
"2005","35-65 y.","no degree/no degree yet","33.11","37.5","45","30.09","36.13","15","30","38.5","40"
"2005","35-65 y.","Other degree","33.76","37.58","407","32.8","34.72","15","30","40","40"
"2005","35-65 y.","secondary school degree","34.47","38.5","2345","34.1","34.84","20","30","40","40"
"2005","66 and older","college entrance qualification","","","","","","","","",""
"2005","66 and older","lower secondary degree","","","","","","","","",""
"2005","66 and older","no degree/no degree yet","","","","","","","","",""
"2005","66 and older","Other degree","","","","","","","","",""
"2005","66 and older","secondary school degree","","","","","","","","",""
"2006","16-34 y.","college entrance qualification","34.96","38.5","817","34.3","35.62","20","35","40","40"
"2006","16-34 y.","lower secondary degree","35.61","38.5","527","34.87","36.35","20","35","40","40"
"2006","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2006","16-34 y.","Other degree","33.17","38","70","30.8","35.54","14","24","40","40"
"2006","16-34 y.","secondary school degree","36.75","39","1010","36.26","37.24","30","37.5","40","40"
"2006","35-65 y.","college entrance qualification","34.64","38.5","1935","34.25","35.03","20","30","40","40"
"2006","35-65 y.","lower secondary degree","33.58","38","1887","33.14","34.02","18","30","40","40"
"2006","35-65 y.","no degree/no degree yet","35.37","38.5","43","32.7","38.04","27","35","40","40"
"2006","35-65 y.","Other degree","33.11","37.5","405","32.09","34.13","15","30","40","40"
"2006","35-65 y.","secondary school degree","34.4","38.5","2532","34.04","34.76","20","30","40","40"
"2006","66 and older","college entrance qualification","","","","","","","","",""
"2006","66 and older","lower secondary degree","","","","","","","","",""
"2006","66 and older","no degree/no degree yet","","","","","","","","",""
"2006","66 and older","Other degree","","","","","","","","",""
"2006","66 and older","secondary school degree","","","","","","","","",""
"2007","16-34 y.","college entrance qualification","34.72","39","812","34","35.44","15","35","40","40"
"2007","16-34 y.","lower secondary degree","36.84","40","488","36.05","37.63","25","37.5","40","41"
"2007","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2007","16-34 y.","Other degree","32.8","38.5","65","30.21","35.39","15","25","40","42"
"2007","16-34 y.","secondary school degree","36.93","40","919","36.43","37.43","30","37.5","40","40"
"2007","35-65 y.","college entrance qualification","34.43","38.5","1907","34.03","34.83","20","30","40","41"
