"year","e11103","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","general elemantary","40.08","40","1030","40","40","40","40","56","39.83","40.33","3","70","40","40"
"1984","Full Time","higher education","40.26","40","356","40","40","40","46","60","39.52","41","8","70","40","40"
"1984","Full Time","higher vocational","40.54","40","279","40","40","40","40","56","40.12","40.96","24","72","40","40"
"1984","Full Time","in school","","","","","","","","","","","","","",""
"1984","Full Time","inadequately","40.16","40","474","40","40","40","40","50","39.88","40.44","20","60","40","40"
"1984","Full Time","middle vocational","40.61","40","2531","40","40","40","42","60","40.44","40.78","8","80","40","40"
"1984","Full Time","vocational + Abi","40.89","40","148","40","40","40","42","66","40.01","41.77","20","80","40","40"
"1984","Not Working","general elemantary","34.5","40","54","10","35","40","40","45","31.86","37.14","0","50","40","40"
"1984","Not Working","higher education","","","","","","","","","","","","","",""
"1984","Not Working","higher vocational","","","","","","","","","","","","","",""
"1984","Not Working","in school","","","","","","","","","","","","","",""
"1984","Not Working","inadequately","","","","","","","","","","","","","",""
"1984","Not Working","middle vocational","34.53","40","61","19","32","40","40","40","31.8","37.26","3","48","40","40"
"1984","Not Working","vocational + Abi","","","","","","","","","","","","","",""
"1984","Part Time","general elemantary","29.44","30","407","13","20","40","40","60","28.31","30.57","3","60","30","40"
"1984","Part Time","higher education","30.88","30","103","18","23","40","40","50","28.82","32.94","10","65","28","40"
"1984","Part Time","higher vocational","29.91","26.93","70","12","20","40","40","77","26.56","33.26","2","77","23","40"
"1984","Part Time","in school","","","","","","","","","","","","","",""
"1984","Part Time","inadequately","33.33","40","90","14","25","40","40","54","30.91","35.75","4","56","36","40"
"1984","Part Time","middle vocational","28.47","26","590","13","20","40","40","50","27.53","29.41","1","80","25","30"
"1984","Part Time","vocational + Abi","","","","","","","","","","","","","",""
"1985","Full Time","general elemantary","39.77","40","877","39","40","40","40","55","39.55","39.99","8","60","40","40"
