"year","e11102","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","general elemantary","36.38","40","1437","20","40","40","40","56","35.95","36.81","3","70","40","40"
"1984","Employed","higher education","38.24","40","459","25","40","40","45","60","37.43","39.05","8","70","40","40"
"1984","Employed","higher vocational","38.47","40","349","27","40","40","40","65","37.59","39.35","2","77","40","40"
"1984","Employed","in school","","","","","","","","","","","","","",""
"1984","Employed","inadequately","38.67","40","564","36","40","40","40","50","38.17","39.17","4","60","40","40"
"1984","Employed","middle vocational","38.2","40","3121","25","40","40","41","60","37.92","38.48","1","80","40","40"
"1984","Employed","vocational + Abi","39.9","40","172","35","40","40","40","66","38.92","40.88","20","80","40","40"
"1984","Not Employed","general elemantary","34.5","40","54","10","35","40","40","45","31.86","37.14","0","50","40","40"
"1984","Not Employed","higher education","","","","","","","","","","","","","",""
"1984","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1984","Not Employed","in school","","","","","","","","","","","","","",""
"1984","Not Employed","inadequately","","","","","","","","","","","","","",""
"1984","Not Employed","middle vocational","34.53","40","61","19","32","40","40","40","31.8","37.26","3","48","40","40"
"1984","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1985","Employed","general elemantary","36","40","1264","20","38","40","40","48","35.56","36.44","3","60","40","40"
"1985","Employed","higher education","36.94","40","431","24","39","40","40","45","36.22","37.66","10","66","40","40"
"1985","Employed","higher vocational","37.72","40","323","25","40","40","40","50","36.89","38.55","4","56","40","40"
"1985","Employed","in school","","","","","","","","","","","","","",""
"1985","Employed","inadequately","38.84","40","442","37","40","40","40","56","38.24","39.44","8","72","40","40"
"1985","Employed","middle vocational","37.64","40","2745","25","40","40","40","49","37.37","37.91","1","74","40","40"
"1985","Employed","vocational + Abi","39.56","40","148","39","40","40","40","66","38.67","40.45","16","66","40","40"
"1985","Not Employed","general elemantary","35.56","40","48","12","39","40","42","54","32.21","38.91","2","54","40","40"
"1985","Not Employed","higher education","","","","","","","","","","","","","",""
"1985","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1985","Not Employed","in school","","","","","","","","","","","","","",""
"1985","Not Employed","inadequately","","","","","","","","","","","","","",""
"1985","Not Employed","middle vocational","33.78","40","50","15","22","40","40","45","30.74","36.82","10","45","40","40"
"1985","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1986","Employed","general elemantary","36.24","40","1230","20","38","40","40","50","35.81","36.67","3","60","40","40"
"1986","Employed","higher education","36.67","40","424","25","38","40","40","50","35.92","37.42","5","60","40","40"
"1986","Employed","higher vocational","37.6","40","293","26","39","40","40","48","36.82","38.38","4","50","40","40"
"1986","Employed","in school","","","","","","","","","","","","","",""
"1986","Employed","inadequately","39","40","404","38","39","40","40","48","38.47","39.53","10","56","40","40"
"1986","Employed","middle vocational","37.68","40","2673","26","39","40","40","48","37.43","37.93","2","76","40","40"
"1986","Employed","vocational + Abi","37.78","40","156","33","39","40","40","50","36.73","38.83","8","60","40","40"
"1986","Not Employed","general elemantary","34.59","40","33","16","36","40","40","41","30.8","38.38","6","41","38","40"
"1986","Not Employed","higher education","","","","","","","","","","","","","",""
"1986","Not Employed","higher vocational","","","","","","","","","","","","","",""
"1986","Not Employed","in school","","","","","","","","","","","","","",""
"1986","Not Employed","inadequately","","","","","","","","","","","","","",""
"1986","Not Employed","middle vocational","35.45","40","41","20","36","40","40","47","32.36","38.54","8","56","39","40"
"1986","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"1987","Employed","general elemantary","36.01","40","1231","20","38","40","40","50","35.58","36.44","3","80","40","40"
"1987","Employed","higher education","36.28","40","424","24","38","40","40","45","35.51","37.05","5","60","40","40"
"1987","Employed","higher vocational","37.4","40","288","22","38.5","40","40","50","36.58","38.22","2","56","40","40"
"1987","Employed","in school","","","","","","","","","","","","","",""
"1987","Employed","inadequately","37.52","40","392","30","38","40","40","55","36.85","38.19","5","55","40","40"
"1987","Employed","middle vocational","37.53","40","2702","25","38","40","40","50","37.28","37.78","2.5","72","40","40"
