"year","bula_h","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Baden-W?rttemberg","Rural Area","35.97","40","155","20","40","40","40","45","34.58","37.36","3","48","40","40"
"1985","Baden-W?rttemberg","Urban Area","37.79","40","1000","23","40","40","40","56","37.35","38.23","4","74","40","40"
"1985","Bavaria","Rural Area","37.32","40","432","20","40","40","40","50","36.62","38.02","6","56","40","40"
"1985","Bavaria","Urban Area","36.84","40","536","24","40","40","40","46","36.24","37.44","6","52","40","40"
"1985","Berlin","Rural Area","","","","","","","","","","","","","",""
"1985","Berlin","Urban Area","37.7","40","201","27","40","40","40","43","36.8","38.6","15","60","40","40"
"1985","Brandenburg","Rural Area","","","","","","","","","","","","","",""
"1985","Brandenburg","Urban Area","","","","","","","","","","","","","",""
"1985","Bremen","Rural Area","","","","","","","","","","","","","",""
"1985","Bremen","Urban Area","34.85","40","38","16","38","40","40","40","31.97","37.73","10","40","40","40"
"1985","Hamburg","Rural Area","","","","","","","","","","","","","",""
"1985","Hamburg","Urban Area","36.62","40","145","25","40","40","40","45","35.27","37.97","1","60","40","40"
"1985","Hesse","Rural Area","35.74","40","68","20","40","40","40","45","33.67","37.81","3","45","40","40"
"1985","Hesse","Urban Area","37.17","40","519","22","40","40","40","50","36.47","37.87","4","66","40","40"
"1985","Lower Saxony","Rural Area","37.09","40","194","25","40","40","40","52","35.97","38.21","4","56","40","40"
"1985","Lower Saxony","Urban Area","36.81","40","276","24","39","40","40","50","35.86","37.76","5","64","40","40"
"1985","Mecklenburg-Western Pomerania","Rural Area","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","Urban Area","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","Rural Area","38.01","40","36","28","40","40","40","52","35.81","40.21","15","52","40","40"
"1985","North Rhine-Westphalia","Urban Area","37.29","40","1395","24","40","40","40","49","36.89","37.69","4","70","40","40"
"1985","Rhineland-Palatinate,Saarland","Rural Area","37.87","40","50","20","40","40","40","48","35.57","40.17","10","48","40","40"
"1985","Rhineland-Palatinate,Saarland","Urban Area","38.09","40","307","26","40","40","40","50","37.39","38.79","11","60","40","40"
"1985","Saxony","Rural Area","","","","","","","","","","","","","",""
"1985","Saxony","Urban Area","","","","","","","","","","","","","",""
