"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"1990","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1990","16-34 y.","no migration background","3.36","4","1671","2","3","4","4","4","3.31","3.41","1","4","4","4"
"1990","35-65 y.","direct migration background","3.39","4","103","2","3","4","4","4","3.21","3.57","1","4","4","4"
"1990","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1990","35-65 y.","no migration background","3.37","4","2188","2","3","4","4","4","3.33","3.41","1","4","4","4"
"1990","66 and older","direct migration background","","","","","","","","","","","","","",""
"1990","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1990","66 and older","no migration background","3.03","3","409","1","2","4","4","4","2.93","3.13","1","4","3","4"
"1991","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"1991","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1991","16-34 y.","no migration background","3.38","4","1521","2","3","4","4","4","3.34","3.42","1","4","4","4"
"1991","35-65 y.","direct migration background","3.14","4","103","2","2","4","4","4","2.94","3.34","1","4","3","4"
"1991","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1991","35-65 y.","no migration background","3.31","4","2118","2","3","4","4","4","3.27","3.35","1","4","4","4"
"1991","66 and older","direct migration background","","","","","","","","","","","","","",""
"1991","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1991","66 and older","no migration background","2.98","3","378","1","2","4","4","4","2.87","3.09","1","4","3","4"
"1992","16-34 y.","direct migration background","3.29","3","126","2","3","4","4","4","3.14","3.44","1","4","3","4"
"1992","16-34 y.","indirect migration background","3.21","3","57","2","3","4","4","4","3","3.42","1","4","3","4"
"1992","16-34 y.","no migration background","3.33","4","3754","2","3","4","4","4","3.3","3.36","1","4","4","4"
"1992","35-65 y.","direct migration background","3.23","4","345","2","3","4","4","4","3.13","3.33","1","4","3","4"
"1992","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1992","35-65 y.","no migration background","3.25","4","5267","2","3","4","4","4","3.22","3.28","1","4","4","4"
"1992","66 and older","direct migration background","2.89","3","102","1","2","4","4","4","2.67","3.11","1","4","3","4"
"1992","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1992","66 and older","no migration background","2.98","3","1314","1","2","4","4","4","2.92","3.04","1","4","3","4"
"1993","16-34 y.","direct migration background","3.18","3","809","2","3","4","4","4","3.12","3.24","1","4","3","4"
"1993","16-34 y.","indirect migration background","3.19","3","442","2","3","4","4","4","3.11","3.27","1","4","3","4"
"1993","16-34 y.","no migration background","3.28","4","3644","2","3","4","4","4","3.25","3.31","1","4","4","4"
"1993","35-65 y.","direct migration background","3.15","3","1509","2","3","4","4","4","3.1","3.2","1","4","3","4"
"1993","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1993","35-65 y.","no migration background","3.21","4","5183","2","3","4","4","4","3.18","3.24","1","4","4","4"
"1993","66 and older","direct migration background","2.91","3","158","1","2","4","4","4","2.75","3.07","1","4","3","3"
"1993","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1993","66 and older","no migration background","2.93","3","1320","1","2","4","4","4","2.87","2.99","1","4","3","3"
"1994","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"1994","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1994","16-34 y.","no migration background","","","","","","","","","","","","","",""
"1994","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"1994","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1994","35-65 y.","no migration background","","","","","","","","","","","","","",""
"1994","66 and older","direct migration background","","","","","","","","","","","","","",""
"1994","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1994","66 and older","no migration background","","","","","","","","","","","","","",""
"1995","16-34 y.","direct migration background","3.17","3","934","2","3","4","4","4","3.11","3.23","1","4","3","4"
"1995","16-34 y.","indirect migration background","3.22","3","473","2","3","4","4","4","3.14","3.3","1","4","4","4"
"1995","16-34 y.","no migration background","3.21","3","3521","2","3","4","4","4","3.18","3.24","1","4","3","3"
"1995","35-65 y.","direct migration background","3.09","3","1641","2","2","4","4","4","3.04","3.14","1","4","3","4"
"1995","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1995","35-65 y.","no migration background","3.17","3","5151","2","3","4","4","4","3.14","3.2","1","4","3","4"
"1995","66 and older","direct migration background","2.77","3","213","1","2","4","4","4","2.62","2.92","1","4","3","3"
"1995","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1995","66 and older","no migration background","2.92","3","1323","1","2","4","4","4","2.86","2.98","1","4","3","3"
"1996","16-34 y.","direct migration background","3.19","3","844","2","3","4","4","4","3.13","3.25","1","4","3","4"
"1996","16-34 y.","indirect migration background","3.21","3","508","2","3","4","4","4","3.14","3.28","1","4","3","4"
"1996","16-34 y.","no migration background","3.24","3","3415","2","3","4","4","4","3.21","3.27","1","4","3","3"
"1996","35-65 y.","direct migration background","3.08","3","1539","2","2","4","4","4","3.03","3.13","1","4","3","3"
"1996","35-65 y.","indirect migration background","3","3","31","1","2","4","4","4","2.62","3.38","1","4","3","4"
"1996","35-65 y.","no migration background","3.2","3","5180","2","3","4","4","4","3.18","3.22","1","4","3","4"
"1996","66 and older","direct migration background","2.89","3","226","1","2","4","4","4","2.75","3.03","1","4","3","3"
"1996","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1996","66 and older","no migration background","2.97","3","1334","1","2","4","4","4","2.92","3.02","1","4","3","3"
"1997","16-34 y.","direct migration background","3.3","4","780","2","3","4","4","4","3.24","3.36","1","4","4","4"
"1997","16-34 y.","indirect migration background","3.25","3","530","2","3","4","4","4","3.18","3.32","1","4","3","4"
