"plh0112","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Not Employed","Urban Area","223","0.105408205537482","0.0919836558247678","0.118832755250196"
"Very important","1990","Not Employed","Rural Area","52","0.0788379784717561","0.0573108750458127","0.100365081897699"
"Very important","1990","Employed","Urban Area","497","0.146317538143297","0.134595386216303","0.158039690070291"
"Very important","1990","Employed","Rural Area","117","0.113650868876891","0.0943428281563055","0.132958909597476"
"Important","1990","Not Employed","Urban Area","688","0.336433081609699","0.315777293383001","0.357088869836396"
"Important","1990","Not Employed","Rural Area","197","0.32190975837889","0.284588123166993","0.359231393590786"
"Important","1990","Employed","Urban Area","1482","0.426771803384829","0.410366940494844","0.443176666274813"
"Important","1990","Employed","Rural Area","377","0.36092288810058","0.331706047028947","0.390139729172214"
"Less important","1990","Not Employed","Urban Area","768","0.374211393666087","0.353055937641556","0.395366849690618"
"Less important","1990","Not Employed","Rural Area","228","0.384518703842213","0.345657521471165","0.423379886213261"
"Less important","1990","Employed","Urban Area","1297","0.365640232896063","0.349666523564607","0.38161394222752"
"Less important","1990","Employed","Rural Area","471","0.452340036000159","0.422061322046844","0.482618749953474"
"Quite unimportant","1990","Not Employed","Urban Area","331","0.183947319186733","0.167009562430136","0.20088507594333"
"Quite unimportant","1990","Not Employed","Rural Area","125","0.214733559307141","0.181930954961603","0.247536163652679"
"Quite unimportant","1990","Employed","Urban Area","216","0.0612704255758111","0.0533160393904259","0.0692248117611964"
"Quite unimportant","1990","Employed","Rural Area","73","0.0730862070223698","0.0572523471010819","0.0889200669436578"
"Very important","1991","Not Employed","Urban Area","","","",""
"Very important","1991","Not Employed","Rural Area","","","",""
"Very important","1991","Employed","Urban Area","","","",""
"Very important","1991","Employed","Rural Area","","","",""
"Important","1991","Not Employed","Urban Area","","","",""
"Important","1991","Not Employed","Rural Area","","","",""
"Important","1991","Employed","Urban Area","","","",""
"Important","1991","Employed","Rural Area","","","",""
"Less important","1991","Not Employed","Urban Area","","","",""
"Less important","1991","Not Employed","Rural Area","","","",""
"Less important","1991","Employed","Urban Area","","","",""
"Less important","1991","Employed","Rural Area","","","",""
"Quite unimportant","1991","Not Employed","Urban Area","","","",""
"Quite unimportant","1991","Not Employed","Rural Area","","","",""
"Quite unimportant","1991","Employed","Urban Area","","","",""
"Quite unimportant","1991","Employed","Rural Area","","","",""
"Very important","1992","Not Employed","Urban Area","276","0.112911401351859","0.0998314610811338","0.125991341622584"
"Very important","1992","Not Employed","Rural Area","121","0.0849096017860591","0.0695366658614436","0.100282537710674"
"Very important","1992","Employed","Urban Area","607","0.149330876125336","0.138903457523382","0.15975829472729"
"Very important","1992","Employed","Rural Area","298","0.112063439982628","0.10055881568918","0.123568064276076"
"Important","1992","Not Employed","Urban Area","808","0.351760355082301","0.332025015536787","0.371495694627816"
"Important","1992","Not Employed","Rural Area","449","0.32846887397098","0.302567273492748","0.354370474449212"
"Important","1992","Employed","Urban Area","1864","0.418146503642585","0.403715626612646","0.432577380672523"
"Important","1992","Employed","Rural Area","1119","0.375072615403446","0.357415410654644","0.392729820152248"
"Less important","1992","Not Employed","Urban Area","789","0.344917627033445","0.32527231121807","0.36456294284882"
"Less important","1992","Not Employed","Rural Area","457","0.369661169769778","0.343039495629763","0.396282843909793"
"Less important","1992","Employed","Urban Area","1733","0.367484525863862","0.353379406279891","0.381589645447833"
"Less important","1992","Employed","Rural Area","1280","0.438826501723604","0.420727921925971","0.456925081521236"
"Quite unimportant","1992","Not Employed","Urban Area","376","0.190410616532395","0.174183874007028","0.206637359057762"
"Quite unimportant","1992","Not Employed","Rural Area","236","0.216960354473183","0.194228834197518","0.239691874748848"
"Quite unimportant","1992","Employed","Urban Area","284","0.0650380943682173","0.0578236559790176","0.072252532757417"
