"plh0112","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","(0) in school","2","","",""
"Very important","1990","1-pers.-HH","(1a) inadequately completed","","","",""
"Very important","1990","1-pers.-HH","(1b) general elementary school","19","","",""
"Very important","1990","1-pers.-HH","(1c) basic vocational qualification","35","0.106304225909776","0.0707681649263866","0.141840286893166"
"Very important","1990","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"Very important","1990","1-pers.-HH","(2a) intermediate vocational","14","","",""
"Very important","1990","1-pers.-HH","(2c_gen) general maturity certificate","8","","",""
"Very important","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","15","","",""
"Very important","1990","1-pers.-HH","(3a) lower tertiary education","9","","",""
"Very important","1990","1-pers.-HH","(3b) higher tertiary education","18","","",""
"Very important","1990","(Married) couple without C. ","(0) in school","","","",""
"Very important","1990","(Married) couple without C. ","(1a) inadequately completed","1","","",""
"Very important","1990","(Married) couple without C. ","(1b) general elementary school","45","0.104432233174691","0.0742732945970756","0.134591171752306"
"Very important","1990","(Married) couple without C. ","(1c) basic vocational qualification","101","0.115076299468768","0.0936987920438712","0.136453806893665"
"Very important","1990","(Married) couple without C. ","(2b) intermediate general qualification","7","","",""
"Very important","1990","(Married) couple without C. ","(2a) intermediate vocational","51","0.142507324021027","0.106496952010086","0.178517696031969"
"Very important","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","2","","",""
"Very important","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","18","","",""
"Very important","1990","(Married) couple without C. ","(3a) lower tertiary education","14","","",""
"Very important","1990","(Married) couple without C. ","(3b) higher tertiary education","29","","",""
"Very important","1990","Single parent ","(0) in school","3","","",""
"Very important","1990","Single parent ","(1a) inadequately completed","","","",""
"Very important","1990","Single parent ","(1b) general elementary school","10","","",""
"Very important","1990","Single parent ","(1c) basic vocational qualification","9","","",""
"Very important","1990","Single parent ","(2b) intermediate general qualification","5","","",""
"Very important","1990","Single parent ","(2a) intermediate vocational","7","","",""
"Very important","1990","Single parent ","(2c_gen) general maturity certificate","8","","",""
"Very important","1990","Single parent ","(2c_voc) vocational maturity certificate","4","","",""
"Very important","1990","Single parent ","(3a) lower tertiary education","1","","",""
"Very important","1990","Single parent ","(3b) higher tertiary education","3","","",""
"Very important","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Very important","1990","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"Very important","1990","Couple + C. LE 16 ","(1b) general elementary school","12","","",""
"Very important","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","34","0.0560914516947348","0.0381805783956076","0.0740023249938619"
"Very important","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"Very important","1990","Couple + C. LE 16 ","(2a) intermediate vocational","13","","",""
"Very important","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","2","","",""
"Very important","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","6","","",""
"Very important","1990","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Very important","1990","Couple + C. LE 16 ","(3b) higher tertiary education","26","","",""
"Very important","1990","Couple + C. GT 16 ","(0) in school","14","","",""
"Very important","1990","Couple + C. GT 16 ","(1a) inadequately completed","3","","",""
"Very important","1990","Couple + C. GT 16 ","(1b) general elementary school","31","0.105894814563943","0.0707220844445211","0.141067544683365"
"Very important","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","57","0.102227191646477","0.0770911185679496","0.127363264725004"
"Very important","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","31","0.324303409602395","0.232092540613845","0.416514278590945"
"Very important","1990","Couple + C. GT 16 ","(2a) intermediate vocational","41","0.194046385650303","0.14130773450252","0.246785036798087"
"Very important","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","28","","",""
"Very important","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","12","","",""
"Very important","1990","Couple + C. GT 16 ","(3a) lower tertiary education","4","","",""
"Very important","1990","Couple + C. GT 16 ","(3b) higher tertiary education","11","","",""
"Very important","1990","Couple + C. LE and GT 16","(0) in school","5","","",""
"Very important","1990","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Very important","1990","Couple + C. LE and GT 16","(1b) general elementary school","14","","",""
"Very important","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","9","","",""
"Very important","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","9","","",""
"Very important","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","7","","",""
"Very important","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"Very important","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Very important","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Very important","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","2","","",""
"Important","1990","1-pers.-HH","(0) in school","1","","",""
"Important","1990","1-pers.-HH","(1a) inadequately completed","4","","",""
"Important","1990","1-pers.-HH","(1b) general elementary school","50","0.212353685771869","0.158555562217866","0.266151809325872"
"Important","1990","1-pers.-HH","(1c) basic vocational qualification","129","0.462045577385173","0.404565900308274","0.519525254462072"
"Important","1990","1-pers.-HH","(2b) intermediate general qualification","18","","",""
"Important","1990","1-pers.-HH","(2a) intermediate vocational","69","0.42968989579192","0.35150536497966","0.507874426604181"
"Important","1990","1-pers.-HH","(2c_gen) general maturity certificate","15","","",""
"Important","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","24","","",""
"Important","1990","1-pers.-HH","(3a) lower tertiary education","13","","",""
