"plh0112","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Urban Area","West Germany","2170","0.39071523698589","0.377823004435557","0.403607469536223","2"
"Important","1990","Rural Area","West Germany","574","0.344690477961246","0.321688560040573","0.367692395881919","2"
"Important","1990","Urban Area","East Germany","","","","","2"
"Important","1990","Rural Area","East Germany","","","","","2"
"Less important","1990","Rural Area","East Germany","","","","","3"
"Less important","1990","Urban Area","West Germany","2065","0.369061209209959","0.3563106094727","0.381811808947218","3"
"Less important","1990","Urban Area","East Germany","","","","","3"
"Less important","1990","Rural Area","West Germany","699","0.424121236646265","0.400202584203763","0.448039889088768","3"
"Quite unimportant","1990","Urban Area","West Germany","547","0.110234009221683","0.101958713919542","0.118509304523825","4"
"Quite unimportant","1990","Urban Area","East Germany","","","","","4"
"Quite unimportant","1990","Rural Area","West Germany","198","0.132022209692231","0.11563881205569","0.148405607328772","4"
"Quite unimportant","1990","Rural Area","East Germany","","","","","4"
"Very important","1990","Urban Area","West Germany","720","0.129989544582468","0.121103586811322","0.138875502353613","1"
"Very important","1990","Urban Area","East Germany","","","","","1"
"Very important","1990","Rural Area","West Germany","169","0.0991660757002578","0.0847006873687758","0.11363146403174","1"
"Very important","1990","Rural Area","East Germany","","","","","1"
"Important","1991","Urban Area","West Germany","","","","","2"
"Important","1991","Urban Area","East Germany","","","","","2"
"Important","1991","Rural Area","West Germany","","","","","2"
"Important","1991","Rural Area","East Germany","","","","","2"
"Less important","1991","Urban Area","West Germany","","","","","3"
"Less important","1991","Rural Area","East Germany","","","","","3"
"Less important","1991","Urban Area","East Germany","","","","","3"
"Less important","1991","Rural Area","West Germany","","","","","3"
"Quite unimportant","1991","Urban Area","West Germany","","","","","4"
"Quite unimportant","1991","Urban Area","East Germany","","","","","4"
"Quite unimportant","1991","Rural Area","East Germany","","","","","4"
"Quite unimportant","1991","Rural Area","West Germany","","","","","4"
"Very important","1991","Urban Area","East Germany","","","","","1"
"Very important","1991","Urban Area","West Germany","","","","","1"
"Very important","1991","Rural Area","West Germany","","","","","1"
"Very important","1991","Rural Area","East Germany","","","","","1"
"Important","1992","Urban Area","West Germany","2086","0.387102167644046","0.374052577163682","0.40015175812441","2"
"Important","1992","Urban Area","East Germany","586","0.430814039595494","0.404734782373243","0.456893296817744","2"
"Important","1992","Rural Area","West Germany","559","0.337161684183919","0.314399719422273","0.359923648945564","2"
"Important","1992","Rural Area","East Germany","1009","0.387495996752159","0.368375994359467","0.406615999144851","2"
"Less important","1992","Rural Area","East Germany","1036","0.412510472355197","0.393190014220176","0.431830930490219","3"
"Less important","1992","Urban Area","West Germany","1992","0.360701435628453","0.347836256465573","0.373566614791333","3"
"Less important","1992","Urban Area","East Germany","530","0.344127406799935","0.319107103095501","0.369147710504369","3"
"Less important","1992","Rural Area","West Germany","701","0.413376765917097","0.389666332196186","0.437087199638008","3"
"Quite unimportant","1992","Urban Area","West Germany","568","0.117822225211189","0.109184851609093","0.126459598813286","4"
"Quite unimportant","1992","Urban Area","East Germany","92","0.0839987109048378","0.0693901459025742","0.0986072759071015","4"
"Quite unimportant","1992","Rural Area","West Germany","219","0.142346371284371","0.12552288486959","0.159169857699153","4"
"Quite unimportant","1992","Rural Area","East Germany","208","0.105586038598198","0.0935253418043193","0.117646735392077","4"
"Very important","1992","Urban Area","East Germany","177","0.141059842699734","0.12272799013949","0.159391695259977","1"
"Very important","1992","Urban Area","West Germany","706","0.134374171516312","0.125236973397927","0.143511369634697","1"
"Very important","1992","Rural Area","West Germany","178","0.107115178614613","0.0922246517287695","0.122005705500456","1"
"Very important","1992","Rural Area","East Germany","241","0.0944074922944451","0.0829320480358452","0.105882936553045","1"
"Important","1993","Urban Area","West Germany","","","","","2"
"Important","1993","Urban Area","East Germany","","","","","2"
"Important","1993","Rural Area","West Germany","","","","","2"
"Important","1993","Rural Area","East Germany","","","","","2"
"Less important","1993","Rural Area","East Germany","","","","","3"
"Less important","1993","Urban Area","West Germany","","","","","3"
"Less important","1993","Urban Area","East Germany","","","","","3"
"Less important","1993","Rural Area","West Germany","","","","","3"
"Quite unimportant","1993","Urban Area","East Germany","","","","","4"
"Quite unimportant","1993","Urban Area","West Germany","","","","","4"
"Quite unimportant","1993","Rural Area","West Germany","","","","","4"
"Quite unimportant","1993","Rural Area","East Germany","","","","","4"
"Very important","1993","Rural Area","East Germany","","","","","1"
"Very important","1993","Urban Area","East Germany","","","","","1"
"Very important","1993","Urban Area","West Germany","","","","","1"
"Very important","1993","Rural Area","West Germany","","","","","1"
"Important","1994","Urban Area","East Germany","","","","","2"
"Important","1994","Urban Area","West Germany","","","","","2"
"Important","1994","Rural Area","West Germany","","","","","2"
"Important","1994","Rural Area","East Germany","","","","","2"
"Less important","1994","Urban Area","West Germany","","","","","3"
"Less important","1994","Urban Area","East Germany","","","","","3"
"Less important","1994","Rural Area","West Germany","","","","","3"
"Less important","1994","Rural Area","East Germany","","","","","3"
"Quite unimportant","1994","Urban Area","East Germany","","","","","4"
"Quite unimportant","1994","Urban Area","West Germany","","","","","4"
"Quite unimportant","1994","Rural Area","West Germany","","","","","4"
"Quite unimportant","1994","Rural Area","East Germany","","","","","4"
"Very important","1994","Rural Area","East Germany","","","","","1"
"Very important","1994","Urban Area","West Germany","","","","","1"
"Very important","1994","Urban Area","East Germany","","","","","1"
"Very important","1994","Rural Area","West Germany","","","","","1"
"Important","1995","Urban Area","East Germany","491","0.38484966998925","0.358058235136068","0.411641104842433","2"
"Important","1995","Rural Area","West Germany","583","0.334940294833282","0.313075994092049","0.356804595574514","2"
"Important","1995","Urban Area","West Germany","2210","0.37431025915266","0.361831979783942","0.386788538521377","2"
"Important","1995","Rural Area","East Germany","873","0.341124035386769","0.322196347646891","0.360051723126646","2"
"Less important","1995","Rural Area","West Germany","816","0.440489680555574","0.41749149915055","0.463487861960597","3"
"Less important","1995","Urban Area","East Germany","553","0.418846057034757","0.391679625592419","0.446012488477096","3"
"Less important","1995","Rural Area","East Germany","1139","0.462204312774812","0.442299173344101","0.482109452205524","3"
"Less important","1995","Urban Area","West Germany","2321","0.399305496176869","0.386677373407117","0.411933618946621","3"
"Quite unimportant","1995","Urban Area","East Germany","93","0.0846853684905591","0.0693551206256503","0.100015616355468","4"
"Quite unimportant","1995","Urban Area","West Germany","621","0.117833705416688","0.109520484534132","0.126146926299243","4"
"Quite unimportant","1995","Rural Area","West Germany","272","0.155742102133289","0.138943924952792","0.172540279313786","4"
"Quite unimportant","1995","Rural Area","East Germany","215","0.118099591163572","0.105214914077726","0.130984268249418","4"
"Very important","1995","Rural Area","East Germany","183","0.078572060674847","0.0678295862168231","0.0893145351328709","1"
"Very important","1995","Urban Area","West Germany","626","0.108550539253784","0.100529628609036","0.116571449898532","1"
"Very important","1995","Urban Area","East Germany","130","0.111618904485433","0.0942797340473573","0.128958074923509","1"
"Very important","1995","Rural Area","West Germany","119","0.0688279224778552","0.0571000596349777","0.0805557853207327","1"
"Important","1996","Urban Area","East Germany","","","","","2"
"Important","1996","Urban Area","West Germany","","","","","2"
"Important","1996","Rural Area","West Germany","","","","","2"
"Important","1996","Rural Area","East Germany","","","","","2"
"Less important","1996","Rural Area","West Germany","","","","","3"
"Less important","1996","Urban Area","East Germany","","","","","3"
"Less important","1996","Rural Area","East Germany","","","","","3"
"Less important","1996","Urban Area","West Germany","","","","","3"
"Quite unimportant","1996","Urban Area","East Germany","","","","","4"
"Quite unimportant","1996","Urban Area","West Germany","","","","","4"
"Quite unimportant","1996","Rural Area","West Germany","","","","","4"
"Quite unimportant","1996","Rural Area","East Germany","","","","","4"
"Very important","1996","Rural Area","East Germany","","","","","1"
"Very important","1996","Urban Area","West Germany","","","","","1"
"Very important","1996","Urban Area","East Germany","","","","","1"
"Very important","1996","Rural Area","West Germany","","","","","1"
"Important","1997","Rural Area","West Germany","","","","","2"
"Important","1997","Urban Area","West Germany","","","","","2"
"Important","1997","Urban Area","East Germany","","","","","2"
"Important","1997","Rural Area","East Germany","","","","","2"
"Less important","1997","Rural Area","West Germany","","","","","3"
"Less important","1997","Urban Area","East Germany","","","","","3"
"Less important","1997","Rural Area","East Germany","","","","","3"
"Less important","1997","Urban Area","West Germany","","","","","3"
"Quite unimportant","1997","Urban Area","East Germany","","","","","4"
"Quite unimportant","1997","Urban Area","West Germany","","","","","4"
"Quite unimportant","1997","Rural Area","West Germany","","","","","4"
"Quite unimportant","1997","Rural Area","East Germany","","","","","4"
"Very important","1997","Rural Area","East Germany","","","","","1"
"Very important","1997","Urban Area","West Germany","","","","","1"
"Very important","1997","Urban Area","East Germany","","","","","1"
"Very important","1997","Rural Area","West Germany","","","","","1"
"Important","1998","Rural Area","West Germany","","","","","2"
"Important","1998","Urban Area","East Germany","","","","","2"
"Important","1998","Urban Area","West Germany","","","","","2"
"Important","1998","Rural Area","East Germany","","","","","2"
"Less important","1998","Urban Area","West Germany","","","","","3"
"Less important","1998","Rural Area","West Germany","","","","","3"
"Less important","1998","Urban Area","East Germany","","","","","3"
"Less important","1998","Rural Area","East Germany","","","","","3"
"Quite unimportant","1998","Urban Area","East Germany","","","","","4"
"Quite unimportant","1998","Urban Area","West Germany","","","","","4"
"Quite unimportant","1998","Rural Area","West Germany","","","","","4"
"Quite unimportant","1998","Rural Area","East Germany","","","","","4"
"Very important","1998","Urban Area","West Germany","","","","","1"
"Very important","1998","Urban Area","East Germany","","","","","1"
"Very important","1998","Rural Area","West Germany","","","","","1"
"Very important","1998","Rural Area","East Germany","","","","","1"
"Important","1999","Urban Area","East Germany","","","","","2"
"Important","1999","Urban Area","West Germany","","","","","2"
"Important","1999","Rural Area","West Germany","","","","","2"
"Important","1999","Rural Area","East Germany","","","","","2"
"Less important","1999","Urban Area","West Germany","","","","","3"
"Less important","1999","Rural Area","West Germany","","","","","3"
"Less important","1999","Rural Area","East Germany","","","","","3"
"Less important","1999","Urban Area","East Germany","","","","","3"
"Quite unimportant","1999","Urban Area","West Germany","","","","","4"
"Quite unimportant","1999","Urban Area","East Germany","","","","","4"
"Quite unimportant","1999","Rural Area","West Germany","","","","","4"
"Quite unimportant","1999","Rural Area","East Germany","","","","","4"
"Very important","1999","Rural Area","West Germany","","","","","1"
"Very important","1999","Urban Area","West Germany","","","","","1"
"Very important","1999","Urban Area","East Germany","","","","","1"
"Very important","1999","Rural Area","East Germany","","","","","1"
"Important","2000","Urban Area","East Germany","","","","","2"
"Important","2000","Urban Area","West Germany","","","","","2"
"Important","2000","Rural Area","West Germany","","","","","2"
"Important","2000","Rural Area","East Germany","","","","","2"
"Less important","2000","Urban Area","West Germany","","","","","3"
"Less important","2000","Urban Area","East Germany","","","","","3"
"Less important","2000","Rural Area","East Germany","","","","","3"
"Less important","2000","Rural Area","West Germany","","","","","3"
"Quite unimportant","2000","Urban Area","East Germany","","","","","4"
"Quite unimportant","2000","Urban Area","West Germany","","","","","4"
"Quite unimportant","2000","Rural Area","West Germany","","","","","4"
"Quite unimportant","2000","Rural Area","East Germany","","","","","4"
"Very important","2000","Rural Area","West Germany","","","","","1"
"Very important","2000","Rural Area","East Germany","","","","","1"
"Very important","2000","Urban Area","West Germany","","","","","1"
"Very important","2000","Urban Area","East Germany","","","","","1"
"Important","2001","Urban Area","East Germany","","","","","2"
"Important","2001","Rural Area","West Germany","","","","","2"
"Important","2001","Urban Area","West Germany","","","","","2"
"Important","2001","Rural Area","East Germany","","","","","2"
"Less important","2001","Urban Area","West Germany","","","","","3"
"Less important","2001","Rural Area","East Germany","","","","","3"
"Less important","2001","Urban Area","East Germany","","","","","3"
"Less important","2001","Rural Area","West Germany","","","","","3"
"Quite unimportant","2001","Urban Area","West Germany","","","","","4"
"Quite unimportant","2001","Urban Area","East Germany","","","","","4"
"Quite unimportant","2001","Rural Area","West Germany","","","","","4"
"Quite unimportant","2001","Rural Area","East Germany","","","","","4"
"Very important","2001","Urban Area","West Germany","","","","","1"
"Very important","2001","Urban Area","East Germany","","","","","1"
"Very important","2001","Rural Area","West Germany","","","","","1"
"Very important","2001","Rural Area","East Germany","","","","","1"
"Important","2002","Urban Area","East Germany","","","","","2"
"Important","2002","Rural Area","West Germany","","","","","2"
"Important","2002","Urban Area","West Germany","","","","","2"
"Important","2002","Rural Area","East Germany","","","","","2"
"Less important","2002","Urban Area","West Germany","","","","","3"
"Less important","2002","Rural Area","East Germany","","","","","3"
"Less important","2002","Urban Area","East Germany","","","","","3"
"Less important","2002","Rural Area","West Germany","","","","","3"
"Quite unimportant","2002","Urban Area","East Germany","","","","","4"
"Quite unimportant","2002","Rural Area","West Germany","","","","","4"
"Quite unimportant","2002","Urban Area","West Germany","","","","","4"
"Quite unimportant","2002","Rural Area","East Germany","","","","","4"
"Very important","2002","Urban Area","West Germany","","","","","1"
"Very important","2002","Urban Area","East Germany","","","","","1"
"Very important","2002","Rural Area","West Germany","","","","","1"
"Very important","2002","Rural Area","East Germany","","","","","1"
"Important","2003","Urban Area","East Germany","","","","","2"
"Important","2003","Urban Area","West Germany","","","","","2"
"Important","2003","Rural Area","West Germany","","","","","2"
"Important","2003","Rural Area","East Germany","","","","","2"
"Less important","2003","Urban Area","West Germany","","","","","3"
"Less important","2003","Urban Area","East Germany","","","","","3"
"Less important","2003","Rural Area","East Germany","","","","","3"
"Less important","2003","Rural Area","West Germany","","","","","3"
"Quite unimportant","2003","Urban Area","East Germany","","","","","4"
"Quite unimportant","2003","Rural Area","West Germany","","","","","4"
"Quite unimportant","2003","Rural Area","East Germany","","","","","4"
"Quite unimportant","2003","Urban Area","West Germany","","","","","4"
"Very important","2003","Rural Area","East Germany","","","","","1"
"Very important","2003","Urban Area","West Germany","","","","","1"
"Very important","2003","Urban Area","East Germany","","","","","1"
"Very important","2003","Rural Area","West Germany","","","","","1"
"Important","2004","Urban Area","East Germany","663","0.341451783311342","0.319701937321327","0.363201629301356","2"
"Important","2004","Rural Area","West Germany","1212","0.323208631796426","0.308251298192145","0.338165965400708","2"
"Important","2004","Urban Area","West Germany","4797","0.363064186527171","0.354679577380877","0.371448795673465","2"
"Important","2004","Rural Area","East Germany","1146","0.314489975258254","0.298912744441054","0.330067206075454","2"
"Less important","2004","Urban Area","West Germany","5108","0.406784242634909","0.398219157532878","0.415349327736941","3"
"Less important","2004","Rural Area","East Germany","1632","0.472165001621593","0.455416500962322","0.488913502280865","3"
"Less important","2004","Urban Area","East Germany","800","0.43222451428987","0.409502819564505","0.454946209015234","3"
"Less important","2004","Rural Area","West Germany","1677","0.435545725804237","0.419688888862354","0.451402562746119","3"
"Quite unimportant","2004","Urban Area","West Germany","1377","0.123962177415372","0.118216393238705","0.129707961592038","4"
"Quite unimportant","2004","Urban Area","East Germany","173","0.112986667706097","0.0984663413251569","0.127506994087037","4"
"Quite unimportant","2004","Rural Area","West Germany","547","0.164309865312301","0.152459281211272","0.176160449413329","4"
"Quite unimportant","2004","Rural Area","East Germany","380","0.135750926210639","0.124259582653138","0.14724226976814","4"
"Very important","2004","Urban Area","West Germany","1354","0.106189393422548","0.100817757068027","0.111561029777069","1"
"Very important","2004","Rural Area","East Germany","255","0.0775940969095137","0.0686186656494755","0.0865695281695518","1"
"Very important","2004","Urban Area","East Germany","190","0.113337034692692","0.0987970847363219","0.127876984649061","1"
"Very important","2004","Rural Area","West Germany","320","0.0769357770870363","0.0684133080747171","0.0854582460993554","1"
"Important","2005","Urban Area","East Germany","","","","","2"
"Important","2005","Rural Area","West Germany","","","","","2"
"Important","2005","Urban Area","West Germany","","","","","2"
"Important","2005","Rural Area","East Germany","","","","","2"
"Less important","2005","Urban Area","West Germany","","","","","3"
"Less important","2005","Rural Area","East Germany","","","","","3"
"Less important","2005","Urban Area","East Germany","","","","","3"
"Less important","2005","Rural Area","West Germany","","","","","3"
"Quite unimportant","2005","Urban Area","West Germany","","","","","4"
"Quite unimportant","2005","Urban Area","East Germany","","","","","4"
"Quite unimportant","2005","Rural Area","West Germany","","","","","4"
"Quite unimportant","2005","Rural Area","East Germany","","","","","4"
"Very important","2005","Urban Area","West Germany","","","","","1"
"Very important","2005","Urban Area","East Germany","","","","","1"
"Very important","2005","Rural Area","West Germany","","","","","1"
"Very important","2005","Rural Area","East Germany","","","","","1"
"Important","2006","Urban Area","East Germany","","","","","2"
"Important","2006","Urban Area","West Germany","","","","","2"
"Important","2006","Rural Area","West Germany","","","","","2"
"Important","2006","Rural Area","East Germany","","","","","2"
"Less important","2006","Urban Area","West Germany","","","","","3"
"Less important","2006","Urban Area","East Germany","","","","","3"
"Less important","2006","Rural Area","East Germany","","","","","3"
"Less important","2006","Rural Area","West Germany","","","","","3"
"Quite unimportant","2006","Rural Area","West Germany","","","","","4"
"Quite unimportant","2006","Rural Area","East Germany","","","","","4"
"Quite unimportant","2006","Urban Area","West Germany","","","","","4"
"Quite unimportant","2006","Urban Area","East Germany","","","","","4"
"Very important","2006","Urban Area","West Germany","","","","","1"
"Very important","2006","Urban Area","East Germany","","","","","1"
"Very important","2006","Rural Area","East Germany","","","","","1"
"Very important","2006","Rural Area","West Germany","","","","","1"
"Important","2007","Rural Area","West Germany","","","","","2"
"Important","2007","Urban Area","West Germany","","","","","2"
"Important","2007","Urban Area","East Germany","","","","","2"
"Important","2007","Rural Area","East Germany","","","","","2"
"Less important","2007","Urban Area","West Germany","","","","","3"
"Less important","2007","Urban Area","East Germany","","","","","3"
"Less important","2007","Rural Area","East Germany","","","","","3"
"Less important","2007","Rural Area","West Germany","","","","","3"
"Quite unimportant","2007","Urban Area","West Germany","","","","","4"
"Quite unimportant","2007","Rural Area","West Germany","","","","","4"
"Quite unimportant","2007","Rural Area","East Germany","","","","","4"
"Quite unimportant","2007","Urban Area","East Germany","","","","","4"
"Very important","2007","Urban Area","West Germany","","","","","1"
"Very important","2007","Urban Area","East Germany","","","","","1"
"Very important","2007","Rural Area","West Germany","","","","","1"
"Very important","2007","Rural Area","East Germany","","","","","1"
"Important","2008","Urban Area","West Germany","3950","0.337223361571618","0.328439176653687","0.346007546489548","2"
"Important","2008","Rural Area","West Germany","1106","0.30983503845457","0.294379870769796","0.325290206139344","2"
"Important","2008","Urban Area","East Germany","586","0.332081165416272","0.309506884670837","0.354655446161707","2"
"Important","2008","Rural Area","East Germany","929","0.301652069968593","0.285508247658431","0.317795892278755","2"
"Less important","2008","Urban Area","West Germany","4705","0.422578438010778","0.413400202183567","0.43175667383799","3"
"Less important","2008","Rural Area","East Germany","1542","0.479175408089044","0.461603849271095","0.496746966906992","3"
"Less important","2008","Rural Area","West Germany","1529","0.44923647337061","0.432611839334582","0.465861107406639","3"
"Less important","2008","Urban Area","East Germany","736","0.42609358226388","0.402390599996556","0.449796564531205","3"
"Quite unimportant","2008","Urban Area","West Germany","1465","0.148323073627038","0.141719168187485","0.154926979066591","4"
"Quite unimportant","2008","Urban Area","East Germany","210","0.140637157041863","0.123973578237534","0.157300735846191","4"
"Quite unimportant","2008","Rural Area","West Germany","557","0.167856365321081","0.155365283352267","0.180347447289895","4"
"Quite unimportant","2008","Rural Area","East Germany","464","0.167440623152105","0.154307884163083","0.180573362141127","4"
"Very important","2008","Urban Area","West Germany","1007","0.0918751267905662","0.086508136517164","0.0972421170639683","1"
"Very important","2008","Urban Area","East Germany","140","0.101188095277985","0.0867327299175339","0.115643460638436","1"
"Very important","2008","Rural Area","East Germany","170","0.0517318987902584","0.0439414573179522","0.0595223402625646","1"
"Very important","2008","Rural Area","West Germany","247","0.0730721228537382","0.0643738938553748","0.0817703518521016","1"
"Important","2009","Rural Area","East Germany","","","","","2"
"Important","2009","Urban Area","West Germany","","","","","2"
"Important","2009","Rural Area","West Germany","","","","","2"
"Important","2009","Urban Area","East Germany","","","","","2"
"Less important","2009","Urban Area","West Germany","","","","","3"
"Less important","2009","Rural Area","West Germany","","","","","3"
"Less important","2009","Rural Area","East Germany","","","","","3"
"Less important","2009","Urban Area","East Germany","","","","","3"
"Quite unimportant","2009","Urban Area","East Germany","","","","","4"
"Quite unimportant","2009","Rural Area","West Germany","","","","","4"
"Quite unimportant","2009","Rural Area","East Germany","","","","","4"
"Quite unimportant","2009","Urban Area","West Germany","","","","","4"
"Very important","2009","Urban Area","West Germany","","","","","1"
"Very important","2009","Urban Area","East Germany","","","","","1"
"Very important","2009","Rural Area","East Germany","","","","","1"
"Very important","2009","Rural Area","West Germany","","","","","1"
"Important","2010","Rural Area","East Germany","261","0.315311794272907","0.283983534742772","0.346640053803043","2"
"Important","2010","Urban Area","West Germany","1533","0.376965744918973","0.362373377190265","0.391558112647681","2"
"Important","2010","Rural Area","West Germany","522","0.310749922145497","0.288865734123454","0.332634110167539","2"
"Important","2010","Urban Area","East Germany","171","0.363694646709226","0.321654391739423","0.40573490167903","2"
"Less important","2010","Urban Area","West Germany","1828","0.414575206176712","0.399741281222853","0.429409131130571","3"
"Less important","2010","Urban Area","East Germany","218","0.38519243474352","0.342664668279996","0.427720201207044","3"
"Less important","2010","Rural Area","East Germany","391","0.460029704029752","0.426425190804132","0.493634217255371","3"
"Less important","2010","Rural Area","West Germany","842","0.476641273967102","0.453023874823535","0.500258673110669","3"
"Quite unimportant","2010","Urban Area","East Germany","57","0.11820330958075","0.089989407872551","0.14641721128895","4"
"Quite unimportant","2010","Rural Area","West Germany","240","0.137144800539843","0.120878262051966","0.15341133902772","4"
"Quite unimportant","2010","Rural Area","East Germany","124","0.134095234526257","0.111119919574676","0.157070549477838","4"
"Quite unimportant","2010","Urban Area","West Germany","407","0.0913191803026921","0.0826454574376944","0.0999929031676898","4"
"Very important","2010","Urban Area","West Germany","469","0.117139868601623","0.107456707043282","0.126823030159965","1"
"Very important","2010","Urban Area","East Germany","57","0.132909608966503","0.103242551329455","0.162576666603552","1"
"Very important","2010","Rural Area","East Germany","69","0.0905632671710841","0.0712132202129698","0.109913314129198","1"
"Very important","2010","Rural Area","West Germany","114","0.0754640033475584","0.0629738335012528","0.0879541731938639","1"
"Important","2011","Rural Area","East Germany","","","","","2"
