"plh0112","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","Male","181","0.0935294727077463","0.0803919576148515","0.106666987800641"
"Very important","1990","lower secondary degree","Female","214","0.0959121089524822","0.0835847550939952","0.108239462810969"
"Very important","1990","secondary school degree","Male","82","0.137613600588668","0.110965748728342","0.164261452448993"
"Very important","1990","secondary school degree","Female","128","0.132390796897245","0.110713442985584","0.154068150808907"
"Very important","1990","college entrance qualification","Male","129","0.182183255205597","0.153870560029619","0.210495950381576"
"Very important","1990","college entrance qualification","Female","99","0.2349392498958","0.195052470046425","0.274826029745174"
"Very important","1990","Other degree","Male","3","","",""
"Very important","1990","Other degree","Female","2","","",""
"Very important","1990","no degree/no degree yet","Male","17","","",""
"Very important","1990","no degree/no degree yet","Female","17","","",""
"Important","1990","lower secondary degree","Male","699","0.370703739360548","0.348911432786392","0.392496045934703"
"Important","1990","lower secondary degree","Female","752","0.339485247025316","0.319661783766052","0.359308710284581"
"Important","1990","secondary school degree","Male","250","0.384731397469522","0.347096410614516","0.422366384324529"
"Important","1990","secondary school degree","Female","390","0.404858284071217","0.373462089899607","0.436254478242827"
"Important","1990","college entrance qualification","Male","313","0.435706136280459","0.399335701967997","0.472076570592922"
"Important","1990","college entrance qualification","Female","198","0.451704895273506","0.404884205334174","0.498525585212838"
"Important","1990","Other degree","Male","16","","",""
"Important","1990","Other degree","Female","10","","",""
"Important","1990","no degree/no degree yet","Male","39","0.472266096389189","0.369694225442717","0.57483796733566"
"Important","1990","no degree/no degree yet","Female","36","0.44163954133307","0.334158350983675","0.549120731682465"
"Less important","1990","lower secondary degree","Male","776","0.407177709355006","0.385010225495034","0.429345193214979"
"Less important","1990","lower secondary degree","Female","885","0.388352417088028","0.367949538072748","0.408755296103308"
"Less important","1990","secondary school degree","Male","269","0.420787729432008","0.382599371249044","0.458976087614972"
"Less important","1990","secondary school degree","Female","357","0.382537811856482","0.351452325733232","0.413623297979732"
"Less important","1990","college entrance qualification","Male","238","0.333660420378918","0.299074515978525","0.36824632477931"
"Less important","1990","college entrance qualification","Female","122","0.277913353520268","0.235767719602653","0.320058987437882"
"Less important","1990","Other degree","Male","9","","",""
"Less important","1990","Other degree","Female","11","","",""
"Less important","1990","no degree/no degree yet","Male","30","0.310699975457187","0.215617134087699","0.405782816826675"
"Less important","1990","no degree/no degree yet","Female","23","","",""
"Quite unimportant","1990","lower secondary degree","Male","231","0.1285890785767","0.113485645260856","0.143692511892543"
