"plh0112","year","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","395","0.094826875379562","0.0858359833143781","0.103817767444746"
"Very important","1990","secondary school degree","210","0.134490231066384","0.117672650652023","0.151307811480744"
"Very important","1990","college entrance qualification","228","0.202308100578145","0.179069960022682","0.225546241133608"
"Very important","1990","Other degree","5","","",""
"Very important","1990","no degree/no degree yet","34","0.177349309123745","0.120431585393085","0.234267032854404"
"Important","1990","lower secondary degree","1451","0.353704520342004","0.339031919513655","0.368377121170352"
"Important","1990","secondary school degree","640","0.396767787865248","0.372652490512021","0.420883085218475"
"Important","1990","college entrance qualification","511","0.441809187749367","0.413082479715296","0.470535895783438"
"Important","1990","Other degree","26","","",""
"Important","1990","no degree/no degree yet","75","0.458096562562519","0.383852024605431","0.532341100519607"
"Less important","1990","lower secondary degree","1661","0.396926885487599","0.381912364531132","0.411941406444065"
"Less important","1990","secondary school degree","626","0.397913305302018","0.373786162113509","0.422040448490528"
"Less important","1990","college entrance qualification","360","0.312394569794704","0.285584463617415","0.339204675971992"
"Less important","1990","Other degree","20","","",""
"Less important","1990","no degree/no degree yet","53","0.297714253825616","0.229577446434906","0.365851061216326"
"Quite unimportant","1990","lower secondary degree","572","0.154541718790835","0.143448943930754","0.165634493650917"
"Quite unimportant","1990","secondary school degree","105","0.0708286757663497","0.0581832162286594","0.08347413530404"
"Quite unimportant","1990","college entrance qualification","49","0.0434881418777839","0.0316901592546252","0.0552861245009427"
"Quite unimportant","1990","Other degree","4","","",""
"Quite unimportant","1990","no degree/no degree yet","11","","",""
"Very important","1991","lower secondary degree","","","",""
"Very important","1991","secondary school degree","","","",""
"Very important","1991","college entrance qualification","","","",""
"Very important","1991","Other degree","","","",""
"Very important","1991","no degree/no degree yet","","","",""
"Important","1991","lower secondary degree","","","",""
"Important","1991","secondary school degree","","","",""
"Important","1991","college entrance qualification","","","",""
"Important","1991","Other degree","","","",""
"Important","1991","no degree/no degree yet","","","",""
"Less important","1991","lower secondary degree","","","",""
"Less important","1991","secondary school degree","","","",""
"Less important","1991","college entrance qualification","","","",""
"Less important","1991","Other degree","","","",""
"Less important","1991","no degree/no degree yet","","","",""
"Quite unimportant","1991","lower secondary degree","","","",""
"Quite unimportant","1991","secondary school degree","","","",""
"Quite unimportant","1991","college entrance qualification","","","",""
"Quite unimportant","1991","Other degree","","","",""
"Quite unimportant","1991","no degree/no degree yet","","","",""
"Very important","1992","lower secondary degree","540","0.0984229005821909","0.0904526445496795","0.106393156614702"
"Very important","1992","secondary school degree","410","0.133061896832839","0.121777473513651","0.144346320152028"
"Very important","1992","college entrance qualification","275","0.187604314791331","0.168891670168136","0.206316959414526"
"Very important","1992","Other degree","13","","",""
"Very important","1992","no degree/no degree yet","46","0.183834504530656","0.133665789277961","0.234003219783351"
"Important","1992","lower secondary degree","1971","0.353343074698285","0.340553443679481","0.366132705717089"
"Important","1992","secondary school degree","1395","0.398655603019396","0.382388169534783","0.414923036504008"
"Important","1992","college entrance qualification","737","0.445682896545694","0.421858490737284","0.469507302354104"
"Important","1992","Other degree","30","0.348747713134588","0.253414816414364","0.444080609854812"
"Important","1992","no degree/no degree yet","87","0.369914488091312","0.307385591173655","0.432443385008969"
"Less important","1992","lower secondary degree","2116","0.388443804964067","0.375402980726484","0.401484629201649"
"Less important","1992","secondary school degree","1461","0.397427393684729","0.381168459970851","0.413686327398608"
"Less important","1992","college entrance qualification","574","0.310613971560352","0.288433453451739","0.332794489668964"
"Less important","1992","Other degree","37","0.378450477145469","0.281431906545828","0.47546904774511"
"Less important","1992","no degree/no degree yet","72","0.328569434279864","0.267735698972676","0.389403169587053"
"Quite unimportant","1992","lower secondary degree","739","0.159790219755457","0.149986481220573","0.169593958290342"
