"plh0112","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","no migration background","365","0.0942450358395118","0.0849653296793227","0.103524741999701"
"Very important","1990","lower secondary degree","direct migration background","23","","",""
"Very important","1990","lower secondary degree","indirect migration background","7","","",""
"Very important","1990","secondary school degree","no migration background","189","0.127937846908586","0.1109320406338","0.144943653183372"
"Very important","1990","secondary school degree","direct migration background","20","","",""
"Very important","1990","secondary school degree","indirect migration background","1","","",""
"Very important","1990","college entrance qualification","no migration background","207","0.197638048994235","0.173642775790493","0.221633322197976"
"Very important","1990","college entrance qualification","direct migration background","18","","",""
"Very important","1990","college entrance qualification","indirect migration background","3","","",""
"Very important","1990","Other degree","no migration background","3","","",""
"Very important","1990","Other degree","direct migration background","2","","",""
"Very important","1990","Other degree","indirect migration background","","","",""
"Very important","1990","no degree/no degree yet","no migration background","31","0.178402687916849","0.118706066968682","0.238099308865016"
"Very important","1990","no degree/no degree yet","direct migration background","1","","",""
"Very important","1990","no degree/no degree yet","indirect migration background","2","","",""
"Important","1990","lower secondary degree","no migration background","1343","0.351080093111324","0.335920125543596","0.366240060679053"
"Important","1990","lower secondary degree","direct migration background","98","0.397789071690754","0.336250743404756","0.459327399976752"
"Important","1990","lower secondary degree","indirect migration background","10","","",""
"Important","1990","secondary school degree","no migration background","602","0.397862637197501","0.372943192761286","0.422782081633716"
"Important","1990","secondary school degree","direct migration background","36","0.399696644477028","0.299054928861351","0.500338360092705"
"Important","1990","secondary school degree","indirect migration background","2","","",""
"Important","1990","college entrance qualification","no migration background","467","0.439311199638713","0.409405612362294","0.469216786915132"
"Important","1990","college entrance qualification","direct migration background","41","0.487747161217072","0.379558754019814","0.59593556841433"
"Important","1990","college entrance qualification","indirect migration background","3","","",""
"Important","1990","Other degree","no migration background","18","","",""
"Important","1990","Other degree","direct migration background","7","","",""
"Important","1990","Other degree","indirect migration background","1","","",""
"Important","1990","no degree/no degree yet","no migration background","69","0.458456362164022","0.380762756222233","0.536149968105811"
"Important","1990","no degree/no degree yet","direct migration background","3","","",""
"Important","1990","no degree/no degree yet","indirect migration background","3","","",""
"Less important","1990","lower secondary degree","no migration background","1558","0.397815618449149","0.38227009752344","0.413361139374858"
"Less important","1990","lower secondary degree","direct migration background","94","0.383133398909131","0.322008861007753","0.444257936810509"
"Less important","1990","lower secondary degree","indirect migration background","9","","",""
"Less important","1990","secondary school degree","no migration background","593","0.403330215570769","0.378354301517632","0.428306129623906"
"Less important","1990","secondary school degree","direct migration background","29","","",""
"Less important","1990","secondary school degree","indirect migration background","4","","",""
"Less important","1990","college entrance qualification","no migration background","335","0.31591327056308","0.287901228175958","0.343925312950202"
"Less important","1990","college entrance qualification","direct migration background","23","","",""
"Less important","1990","college entrance qualification","indirect migration background","2","","",""
"Less important","1990","Other degree","no migration background","15","","",""
"Less important","1990","Other degree","direct migration background","4","","",""
"Less important","1990","Other degree","indirect migration background","1","","",""
"Less important","1990","no degree/no degree yet","no migration background","49","0.305936855946767","0.234085504896134","0.377788206997399"
"Less important","1990","no degree/no degree yet","direct migration background","3","","",""
"Less important","1990","no degree/no degree yet","indirect migration background","1","","",""
"Quite unimportant","1990","lower secondary degree","no migration background","542","0.156859252600015","0.145308647635287","0.168409857564744"
"Quite unimportant","1990","lower secondary degree","direct migration background","28","","",""
"Quite unimportant","1990","lower secondary degree","indirect migration background","2","","",""
"Quite unimportant","1990","secondary school degree","no migration background","98","0.0708693003231441","0.0578048402266874","0.0839337604196009"
"Quite unimportant","1990","secondary school degree","direct migration background","6","","",""
"Quite unimportant","1990","secondary school degree","indirect migration background","1","","",""
"Quite unimportant","1990","college entrance qualification","no migration background","49","0.0471374808039728","0.0343671083570636","0.0599078532508819"
"Quite unimportant","1990","college entrance qualification","direct migration background","","","",""
