"plh0112","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Full Time","no migration background","1217","0.40747755070551","0.389874052481069","0.425081048929951","2"
"Important","1990","Full Time","direct migration background","79","0.456732974329468","0.383963423392221","0.529502525266716","2"
"Important","1990","Full Time","indirect migration background","6","","","","2"
"Important","1990","Part Time","indirect migration background","8","","","","2"
"Important","1990","Not Working","direct migration background","66","0.344225875047811","0.274817682827662","0.413634067267959","2"
"Important","1990","Part Time","direct migration background","42","0.485968291704505","0.379085603186222","0.592850980222788","2"
"Important","1990","Part Time","no migration background","507","0.412625964871388","0.385235598018155","0.440016331724622","2"
"Important","1990","Not Working","no migration background","812","0.332468867082361","0.313656608245931","0.351281125918792","2"
"Important","1990","Not Working","indirect migration background","7","","","","2"
"Less important","1990","Full Time","direct migration background","67","0.346212877276419","0.276710184940028","0.415715569612811","3"
"Less important","1990","Part Time","direct migration background","22","","","","3"
"Less important","1990","Full Time","no migration background","1208","0.400797887655815","0.383241138164689","0.418354637146942","3"
"Less important","1990","Part Time","no migration background","462","0.362966192261722","0.33621294345099","0.389719441072455","3"
"Less important","1990","Full Time","indirect migration background","5","","","","3"
"Less important","1990","Not Working","direct migration background","68","0.386472755869035","0.315336958026563","0.457608553711507","3"
"Less important","1990","Not Working","indirect migration background","8","","","","3"
"Less important","1990","Part Time","indirect migration background","4","","","","3"
"Less important","1990","Not Working","no migration background","920","0.375348713896741","0.356012743329427","0.394684684464055","3"
"Quite unimportant","1990","Full Time","direct migration background","7","","","","4"
"Quite unimportant","1990","Full Time","indirect migration background","","","","","4"
"Quite unimportant","1990","Part Time","no migration background","98","0.0822535633483457","0.0669673148831577","0.0975398118135338","4"
"Quite unimportant","1990","Part Time","direct migration background","5","","","","4"
"Quite unimportant","1990","Not Working","direct migration background","24","","","","4"
"Quite unimportant","1990","Full Time","no migration background","179","0.0581107361747133","0.0497292150380733","0.0664922573113533","4"
"Quite unimportant","1990","Part Time","indirect migration background","","","","","4"
"Quite unimportant","1990","Not Working","indirect migration background","3","","","","4"
"Quite unimportant","1990","Not Working","no migration background","429","0.195510972276101","0.179673884588129","0.211348059964074","4"
"Very important","1990","Full Time","no migration background","389","0.133613825463962","0.121424597805268","0.145803053122655","1"
"Very important","1990","Full Time","direct migration background","27","","","","1"
"Very important","1990","Full Time","indirect migration background","3","","","","1"
"Very important","1990","Part Time","no migration background","174","0.142154279518544","0.122725444337851","0.161583114699237","1"
"Very important","1990","Part Time","direct migration background","15","","","","1"
"Very important","1990","Part Time","indirect migration background","6","","","","1"
"Very important","1990","Not Working","no migration background","248","0.0966714467447968","0.0848709125119767","0.108471980977617","1"
"Very important","1990","Not Working","direct migration background","22","","","","1"
"Very important","1990","Not Working","indirect migration background","5","","","","1"
"Important","1991","Not Working","direct migration background","","","","","2"
"Important","1991","Full Time","no migration background","","","","","2"
"Important","1991","Full Time","direct migration background","","","","","2"
"Important","1991","Full Time","indirect migration background","","","","","2"
"Important","1991","Part Time","no migration background","","","","","2"
"Important","1991","Part Time","direct migration background","","","","","2"
"Important","1991","Part Time","indirect migration background","","","","","2"
"Important","1991","Not Working","no migration background","","","","","2"
"Important","1991","Not Working","indirect migration background","","","","","2"
"Less important","1991","Full Time","direct migration background","","","","","3"
"Less important","1991","Full Time","no migration background","","","","","3"
"Less important","1991","Part Time","no migration background","","","","","3"
"Less important","1991","Part Time","direct migration background","","","","","3"
"Less important","1991","Not Working","direct migration background","","","","","3"
"Less important","1991","Not Working","indirect migration background","","","","","3"
"Less important","1991","Full Time","indirect migration background","","","","","3"
"Less important","1991","Part Time","indirect migration background","","","","","3"
"Less important","1991","Not Working","no migration background","","","","","3"
"Quite unimportant","1991","Full Time","no migration background","","","","","4"
"Quite unimportant","1991","Full Time","indirect migration background","","","","","4"
"Quite unimportant","1991","Full Time","direct migration background","","","","","4"
"Quite unimportant","1991","Part Time","no migration background","","","","","4"
"Quite unimportant","1991","Part Time","direct migration background","","","","","4"
"Quite unimportant","1991","Not Working","direct migration background","","","","","4"
"Quite unimportant","1991","Not Working","indirect migration background","","","","","4"
"Quite unimportant","1991","Part Time","indirect migration background","","","","","4"
"Quite unimportant","1991","Not Working","no migration background","","","","","4"
"Very important","1991","Full Time","no migration background","","","","","1"
"Very important","1991","Full Time","direct migration background","","","","","1"
"Very important","1991","Full Time","indirect migration background","","","","","1"
"Very important","1991","Part Time","no migration background","","","","","1"
"Very important","1991","Part Time","direct migration background","","","","","1"
"Very important","1991","Part Time","indirect migration background","","","","","1"
"Very important","1991","Not Working","no migration background","","","","","1"
"Very important","1991","Not Working","direct migration background","","","","","1"
"Very important","1991","Not Working","indirect migration background","","","","","1"
"Important","1992","Full Time","no migration background","2080","0.407105372644848","0.393584626995295","0.420626118294402","2"
"Important","1992","Not Working","direct migration background","89","0.351153059730001","0.289863078340955","0.412443041119048","2"
"Important","1992","Full Time","direct migration background","112","0.500623275009198","0.437886405411917","0.563360144606478","2"
"Important","1992","Full Time","indirect migration background","9","","","","2"
"Important","1992","Part Time","no migration background","763","0.382905824899646","0.361607460328068","0.404204189471225","2"
"Important","1992","Part Time","direct migration background","45","0.427032765389585","0.330083709511736","0.523981821267433","2"
"Important","1992","Part Time","indirect migration background","11","","","","2"
"Important","1992","Not Working","no migration background","1167","0.344526297994225","0.328250913256186","0.360801682732263","2"
"Important","1992","Not Working","indirect migration background","12","","","","2"
"Less important","1992","Full Time","no migration background","2081","0.393346657921128","0.379903029564086","0.40679028627817","3"
"Less important","1992","Full Time","direct migration background","79","0.275453126257715","0.219398653217348","0.331507599298081","3"
"Less important","1992","Full Time","indirect migration background","9","","","","3"
"Less important","1992","Part Time","no migration background","836","0.402462768176827","0.380976059918907","0.423949476434747","3"
"Less important","1992","Part Time","direct migration background","40","0.358603631201604","0.264605616545496","0.452601645857712","3"
"Less important","1992","Not Working","direct migration background","78","0.343413929163482","0.282442704776616","0.404385153550349","3"
"Less important","1992","Not Working","indirect migration background","10","","","","3"
"Less important","1992","Part Time","indirect migration background","9","","","","3"
"Less important","1992","Not Working","no migration background","1170","0.35336205118338","0.336990757981956","0.369733344384805","3"
"Quite unimportant","1992","Full Time","no migration background","327","0.067275941346032","0.0603820418169797","0.0741698408750844","4"
"Quite unimportant","1992","Full Time","direct migration background","13","","","","4"
"Quite unimportant","1992","Full Time","indirect migration background","2","","","","4"
"Quite unimportant","1992","Part Time","no migration background","132","0.0731646623687115","0.0617549019550657","0.0845744227823574","4"
"Quite unimportant","1992","Part Time","direct migration background","2","","","","4"
"Quite unimportant","1992","Part Time","indirect migration background","1","","","","4"
"Quite unimportant","1992","Not Working","direct migration background","36","0.174658222864425","0.125907443462894","0.223409002265956","4"
"Quite unimportant","1992","Not Working","indirect migration background","2","","","","4"
"Quite unimportant","1992","Not Working","no migration background","577","0.200797129808465","0.187077268958712","0.214516990658217","4"
"Very important","1992","Full Time","no migration background","584","0.132272028087992","0.12294841433974","0.141595641836244","1"
"Very important","1992","Full Time","direct migration background","40","0.17276957888077","0.125334452311796","0.220204705449743","1"
"Very important","1992","Full Time","indirect migration background","5","","","","1"
"Very important","1992","Part Time","no migration background","270","0.141466744554815","0.12619705218454","0.15673643692509","1"
"Very important","1992","Part Time","direct migration background","13","","","","1"
"Very important","1992","Part Time","indirect migration background","4","","","","1"
"Very important","1992","Not Working","no migration background","361","0.10131452101393","0.0909801952179332","0.111648846809928","1"
"Very important","1992","Not Working","direct migration background","30","0.130774788242091","0.0874837202024604","0.174065856281722","1"
"Very important","1992","Not Working","indirect migration background","7","","","","1"
"Important","1993","Not Working","direct migration background","","","","","2"
"Important","1993","Not Working","indirect migration background","","","","","2"
"Important","1993","Full Time","no migration background","","","","","2"
"Important","1993","Full Time","direct migration background","","","","","2"
"Important","1993","Full Time","indirect migration background","","","","","2"
"Important","1993","Part Time","no migration background","","","","","2"
"Important","1993","Part Time","direct migration background","","","","","2"
"Important","1993","Part Time","indirect migration background","","","","","2"
"Important","1993","Not Working","no migration background","","","","","2"
"Less important","1993","Full Time","direct migration background","","","","","3"
"Less important","1993","Part Time","direct migration background","","","","","3"
"Less important","1993","Full Time","no migration background","","","","","3"
"Less important","1993","Part Time","no migration background","","","","","3"
"Less important","1993","Not Working","direct migration background","","","","","3"
"Less important","1993","Not Working","indirect migration background","","","","","3"
"Less important","1993","Full Time","indirect migration background","","","","","3"
"Less important","1993","Part Time","indirect migration background","","","","","3"
"Less important","1993","Not Working","no migration background","","","","","3"
"Quite unimportant","1993","Full Time","direct migration background","","","","","4"
"Quite unimportant","1993","Full Time","indirect migration background","","","","","4"
"Quite unimportant","1993","Part Time","direct migration background","","","","","4"
"Quite unimportant","1993","Part Time","no migration background","","","","","4"
"Quite unimportant","1993","Not Working","direct migration background","","","","","4"
"Quite unimportant","1993","Full Time","no migration background","","","","","4"
"Quite unimportant","1993","Not Working","indirect migration background","","","","","4"
"Quite unimportant","1993","Part Time","indirect migration background","","","","","4"
"Quite unimportant","1993","Not Working","no migration background","","","","","4"
"Very important","1993","Full Time","no migration background","","","","","1"
"Very important","1993","Full Time","direct migration background","","","","","1"
"Very important","1993","Full Time","indirect migration background","","","","","1"
"Very important","1993","Part Time","no migration background","","","","","1"
"Very important","1993","Part Time","direct migration background","","","","","1"
"Very important","1993","Part Time","indirect migration background","","","","","1"
"Very important","1993","Not Working","no migration background","","","","","1"
"Very important","1993","Not Working","direct migration background","","","","","1"
"Very important","1993","Not Working","indirect migration background","","","","","1"
"Important","1994","Full Time","no migration background","","","","","2"
"Important","1994","Part Time","no migration background","","","","","2"
"Important","1994","Not Working","direct migration background","","","","","2"
"Important","1994","Not Working","indirect migration background","","","","","2"
"Important","1994","Full Time","direct migration background","","","","","2"
"Important","1994","Full Time","indirect migration background","","","","","2"
"Important","1994","Part Time","direct migration background","","","","","2"
"Important","1994","Part Time","indirect migration background","","","","","2"
"Important","1994","Not Working","no migration background","","","","","2"
"Less important","1994","Full Time","direct migration background","","","","","3"
"Less important","1994","Full Time","no migration background","","","","","3"
"Less important","1994","Part Time","no migration background","","","","","3"
"Less important","1994","Part Time","direct migration background","","","","","3"
"Less important","1994","Not Working","direct migration background","","","","","3"
"Less important","1994","Not Working","indirect migration background","","","","","3"
"Less important","1994","Full Time","indirect migration background","","","","","3"
"Less important","1994","Part Time","indirect migration background","","","","","3"
"Less important","1994","Not Working","no migration background","","","","","3"
"Quite unimportant","1994","Full Time","indirect migration background","","","","","4"
"Quite unimportant","1994","Full Time","no migration background","","","","","4"
"Quite unimportant","1994","Full Time","direct migration background","","","","","4"
"Quite unimportant","1994","Part Time","no migration background","","","","","4"
"Quite unimportant","1994","Part Time","direct migration background","","","","","4"
"Quite unimportant","1994","Not Working","direct migration background","","","","","4"
"Quite unimportant","1994","Not Working","indirect migration background","","","","","4"
"Quite unimportant","1994","Part Time","indirect migration background","","","","","4"
"Quite unimportant","1994","Not Working","no migration background","","","","","4"
"Very important","1994","Full Time","no migration background","","","","","1"
"Very important","1994","Full Time","direct migration background","","","","","1"
"Very important","1994","Full Time","indirect migration background","","","","","1"
"Very important","1994","Part Time","no migration background","","","","","1"
"Very important","1994","Part Time","direct migration background","","","","","1"
"Very important","1994","Part Time","indirect migration background","","","","","1"
"Very important","1994","Not Working","no migration background","","","","","1"
"Very important","1994","Not Working","direct migration background","","","","","1"
"Very important","1994","Not Working","indirect migration background","","","","","1"
"Important","1995","Full Time","no migration background","1739","0.385506377444222","0.371326734675505","0.399686020212939","2"
"Important","1995","Part Time","no migration background","706","0.380638751765274","0.358914785559552","0.402362717970996","2"
"Important","1995","Not Working","direct migration background","194","0.37536458515878","0.333503885667806","0.417225284649753","2"
"Important","1995","Not Working","indirect migration background","25","","","","2"
"Important","1995","Full Time","direct migration background","166","0.403271180715152","0.354585316074492","0.451957045355812","2"
"Important","1995","Full Time","indirect migration background","23","","","","2"
"Important","1995","Part Time","direct migration background","107","0.460031117403792","0.396711601838498","0.523350632969085","2"
"Important","1995","Part Time","indirect migration background","20","","","","2"
"Important","1995","Not Working","no migration background","1177","0.319247609696458","0.303838339429948","0.334656879962968","2"
"Less important","1995","Full Time","no migration background","2084","0.454335355102005","0.439829544896184","0.468841165307826","3"
"Less important","1995","Full Time","direct migration background","149","0.368546334053736","0.32066871115313","0.416423956954341","3"
"Less important","1995","Part Time","no migration background","870","0.424457716604693","0.402343760759603","0.446571672449783","3"
"Less important","1995","Part Time","direct migration background","89","0.368308201831849","0.30702831894235","0.429588084721348","3"
"Less important","1995","Not Working","direct migration background","166","0.303597439934697","0.263846649991503","0.343348229877891","3"
"Less important","1995","Not Working","indirect migration background","14","","","","3"
"Less important","1995","Full Time","indirect migration background","14","","","","3"
"Less important","1995","Part Time","indirect migration background","12","","","","3"
"Less important","1995","Not Working","no migration background","1431","0.403135014565617","0.386921134013059","0.419348895118176","3"
"Quite unimportant","1995","Full Time","no migration background","298","0.0701803822299844","0.0627382388430433","0.0776225256169256","4"
"Quite unimportant","1995","Full Time","direct migration background","28","","","","4"
"Quite unimportant","1995","Full Time","indirect migration background","4","","","","4"
"Quite unimportant","1995","Part Time","no migration background","167","0.0878006780322064","0.0751386167512449","0.100462739313168","4"
"Quite unimportant","1995","Part Time","direct migration background","11","","","","4"
"Quite unimportant","1995","Part Time","indirect migration background","3","","","","4"
"Quite unimportant","1995","Not Working","direct migration background","92","0.1839085833068","0.150416903073784","0.217400263539815","4"
"Quite unimportant","1995","Not Working","indirect migration background","3","","","","4"
"Quite unimportant","1995","Not Working","no migration background","595","0.191092353534173","0.178096799993043","0.204087907075304","4"
"Very important","1995","Full Time","no migration background","405","0.0899778852237886","0.0816413674544546","0.0983144029931225","1"
"Very important","1995","Full Time","direct migration background","47","0.153112667058636","0.117374344291513","0.188850989825759","1"
"Very important","1995","Full Time","indirect migration background","11","","","","1"
"Very important","1995","Part Time","no migration background","176","0.107102853597826","0.0932668125359875","0.120938894659665","1"
"Very important","1995","Part Time","direct migration background","31","0.130815182790515","0.0879756471693483","0.173654718411681","1"
"Very important","1995","Part Time","indirect migration background","6","","","","1"
"Very important","1995","Not Working","no migration background","313","0.0865250222037515","0.0772323023382767","0.0958177420692264","1"
"Very important","1995","Not Working","direct migration background","62","0.137129391599724","0.107391878651832","0.166866904547616","1"
"Very important","1995","Not Working","indirect migration background","7","","","","1"
"Important","1996","Full Time","no migration background","","","","","2"
"Important","1996","Full Time","direct migration background","","","","","2"
"Important","1996","Full Time","indirect migration background","","","","","2"
"Important","1996","Part Time","no migration background","","","","","2"
"Important","1996","Not Working","direct migration background","","","","","2"
"Important","1996","Not Working","indirect migration background","","","","","2"
"Important","1996","Part Time","direct migration background","","","","","2"
"Important","1996","Part Time","indirect migration background","","","","","2"
"Important","1996","Not Working","no migration background","","","","","2"
"Less important","1996","Full Time","no migration background","","","","","3"
"Less important","1996","Full Time","direct migration background","","","","","3"
"Less important","1996","Full Time","indirect migration background","","","","","3"
"Less important","1996","Part Time","no migration background","","","","","3"
"Less important","1996","Part Time","direct migration background","","","","","3"
"Less important","1996","Not Working","direct migration background","","","","","3"
"Less important","1996","Not Working","indirect migration background","","","","","3"
"Less important","1996","Part Time","indirect migration background","","","","","3"
"Less important","1996","Not Working","no migration background","","","","","3"
"Quite unimportant","1996","Full Time","no migration background","","","","","4"
"Quite unimportant","1996","Part Time","no migration background","","","","","4"
"Quite unimportant","1996","Part Time","direct migration background","","","","","4"
"Quite unimportant","1996","Not Working","direct migration background","","","","","4"
"Quite unimportant","1996","Not Working","indirect migration background","","","","","4"
"Quite unimportant","1996","Full Time","direct migration background","","","","","4"
"Quite unimportant","1996","Full Time","indirect migration background","","","","","4"
"Quite unimportant","1996","Part Time","indirect migration background","","","","","4"
"Quite unimportant","1996","Not Working","no migration background","","","","","4"
"Very important","1996","Full Time","no migration background","","","","","1"
"Very important","1996","Full Time","direct migration background","","","","","1"
"Very important","1996","Full Time","indirect migration background","","","","","1"
"Very important","1996","Part Time","no migration background","","","","","1"
"Very important","1996","Part Time","direct migration background","","","","","1"
"Very important","1996","Part Time","indirect migration background","","","","","1"
"Very important","1996","Not Working","no migration background","","","","","1"
"Very important","1996","Not Working","direct migration background","","","","","1"
"Very important","1996","Not Working","indirect migration background","","","","","1"
"Important","1997","Full Time","no migration background","","","","","2"
"Important","1997","Part Time","no migration background","","","","","2"
"Important","1997","Not Working","direct migration background","","","","","2"
"Important","1997","Not Working","indirect migration background","","","","","2"
"Important","1997","Full Time","direct migration background","","","","","2"
"Important","1997","Full Time","indirect migration background","","","","","2"
"Important","1997","Part Time","direct migration background","","","","","2"
"Important","1997","Part Time","indirect migration background","","","","","2"
"Important","1997","Not Working","no migration background","","","","","2"
"Less important","1997","Full Time","no migration background","","","","","3"
"Less important","1997","Full Time","direct migration background","","","","","3"
"Less important","1997","Part Time","no migration background","","","","","3"
"Less important","1997","Not Working","direct migration background","","","","","3"
"Less important","1997","Full Time","indirect migration background","","","","","3"
"Less important","1997","Part Time","direct migration background","","","","","3"
"Less important","1997","Part Time","indirect migration background","","","","","3"
"Less important","1997","Not Working","no migration background","","","","","3"
"Less important","1997","Not Working","indirect migration background","","","","","3"
"Quite unimportant","1997","Full Time","no migration background","","","","","4"
"Quite unimportant","1997","Part Time","no migration background","","","","","4"
"Quite unimportant","1997","Part Time","direct migration background","","","","","4"
"Quite unimportant","1997","Not Working","direct migration background","","","","","4"
"Quite unimportant","1997","Not Working","indirect migration background","","","","","4"
"Quite unimportant","1997","Full Time","direct migration background","","","","","4"
"Quite unimportant","1997","Full Time","indirect migration background","","","","","4"
"Quite unimportant","1997","Part Time","indirect migration background","","","","","4"
"Quite unimportant","1997","Not Working","no migration background","","","","","4"
"Very important","1997","Full Time","no migration background","","","","","1"
"Very important","1997","Full Time","direct migration background","","","","","1"
"Very important","1997","Full Time","indirect migration background","","","","","1"
"Very important","1997","Part Time","no migration background","","","","","1"
"Very important","1997","Part Time","direct migration background","","","","","1"
"Very important","1997","Part Time","indirect migration background","","","","","1"
"Very important","1997","Not Working","no migration background","","","","","1"
"Very important","1997","Not Working","direct migration background","","","","","1"
"Very important","1997","Not Working","indirect migration background","","","","","1"
"Important","1998","Full Time","no migration background","","","","","2"
"Important","1998","Part Time","no migration background","","","","","2"
"Important","1998","Not Working","direct migration background","","","","","2"
"Important","1998","Not Working","indirect migration background","","","","","2"
"Important","1998","Full Time","direct migration background","","","","","2"
"Important","1998","Full Time","indirect migration background","","","","","2"
"Important","1998","Part Time","direct migration background","","","","","2"
"Important","1998","Part Time","indirect migration background","","","","","2"
"Important","1998","Not Working","no migration background","","","","","2"
"Less important","1998","Full Time","no migration background","","","","","3"
"Less important","1998","Full Time","direct migration background","","","","","3"
"Less important","1998","Part Time","no migration background","","","","","3"
"Less important","1998","Not Working","direct migration background","","","","","3"
"Less important","1998","Full Time","indirect migration background","","","","","3"
"Less important","1998","Part Time","direct migration background","","","","","3"
"Less important","1998","Part Time","indirect migration background","","","","","3"
