"plh0112","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","(0) in school","Male","13","","",""
"Very important","1990","(0) in school","Female","13","","",""
"Very important","1990","(1a) inadequately completed","Male","4","","",""
"Very important","1990","(1a) inadequately completed","Female","4","","",""
"Very important","1990","(1b) general elementary school","Male","40","0.101936869726713","0.0701020471582662","0.133771692295159"
"Very important","1990","(1b) general elementary school","Female","102","0.0967937860667303","0.0785498011267624","0.115037771006698"
"Very important","1990","(1c) basic vocational qualification","Male","144","0.0929248860873335","0.0785086459125519","0.107341126262115"
"Very important","1990","(1c) basic vocational qualification","Female","114","0.094814165969181","0.0782594868851792","0.111368845053183"
"Very important","1990","(2b) intermediate general qualification","Male","21","","",""
"Very important","1990","(2b) intermediate general qualification","Female","44","0.203888556242429","0.149136582168459","0.258640530316399"
"Very important","1990","(2a) intermediate vocational","Male","56","0.116345962755316","0.0886535198896222","0.14403840562101"
"Very important","1990","(2a) intermediate vocational","Female","81","0.111447318853447","0.0883490341856788","0.134545603521215"
"Very important","1990","(2c_gen) general maturity certificate","Male","31","0.214809108220423","0.151173225564576","0.27844499087627"
"Very important","1990","(2c_gen) general maturity certificate","Female","26","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","Male","25","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","Female","32","0.259910793880111","0.189251152921129","0.330570434839092"
"Very important","1990","(3a) lower tertiary education","Male","21","","",""
"Very important","1990","(3a) lower tertiary education","Female","10","","",""
"Very important","1990","(3b) higher tertiary education","Male","58","0.218314832778609","0.169131154733147","0.267498510824071"
"Very important","1990","(3b) higher tertiary education","Female","35","0.196506169545171","0.134152048729348","0.258860290360995"
"Important","1990","(0) in school","Male","27","","",""
"Important","1990","(0) in school","Female","28","","",""
"Important","1990","(1a) inadequately completed","Male","12","","",""
"Important","1990","(1a) inadequately completed","Female","8","","",""
"Important","1990","(1b) general elementary school","Male","132","0.369775131678868","0.318982586926658","0.420567676431078"
"Important","1990","(1b) general elementary school","Female","288","0.276516657086508","0.248918668852609","0.304114645320408"
"Important","1990","(1c) basic vocational qualification","Male","577","0.373380594079966","0.349362300123165","0.397398888036767"
"Important","1990","(1c) basic vocational qualification","Female","472","0.39426023752481","0.366644934799676","0.421875540249944"
