"plh0112","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Not Employed","lower secondary degree","141","0.0793493442112513","0.0665387539678262","0.0921599344546764"
"Very important","1990","Not Employed","secondary school degree","50","0.0995727981116307","0.071304210196892","0.127841386026369"
"Very important","1990","Not Employed","college entrance qualification","52","0.18382636423946","0.139700074191923","0.227952654286998"
"Very important","1990","Not Employed","Other degree","3","","",""
"Very important","1990","Not Employed","no degree/no degree yet","25","","",""
"Very important","1990","Employed","lower secondary degree","254","0.108035768791392","0.0955353931611129","0.120536144421671"
"Very important","1990","Employed","secondary school degree","160","0.150087853247443","0.12944551159497","0.170730194899915"
"Very important","1990","Employed","college entrance qualification","176","0.209304358191346","0.181988043839265","0.236620672543426"
"Very important","1990","Employed","Other degree","2","","",""
"Very important","1990","Employed","no degree/no degree yet","9","","",""
"Important","1990","Not Employed","lower secondary degree","507","0.29070564972494","0.269183283246675","0.312228016203204"
"Important","1990","Not Employed","secondary school degree","172","0.407283849595345","0.360898436252889","0.4536692629378"
"Important","1990","Not Employed","college entrance qualification","132","0.426266152906611","0.369928610756388","0.482603695056833"
"Important","1990","Not Employed","Other degree","4","","",""
"Important","1990","Not Employed","no degree/no degree yet","59","0.45976314153909","0.374091794341467","0.545434488736714"
"Important","1990","Employed","lower secondary degree","944","0.407469255686244","0.387682780794947","0.427255730577542"
"Important","1990","Employed","secondary school degree","468","0.392070261620656","0.363853457955136","0.420287065286176"
"Important","1990","Employed","college entrance qualification","379","0.447693000496076","0.414303592463811","0.481082408528342"
"Important","1990","Employed","Other degree","22","","",""
"Important","1990","Employed","no degree/no degree yet","16","","",""
"Less important","1990","Not Employed","lower secondary degree","682","0.39042648714588","0.367304097450521","0.413548876841239"
"Less important","1990","Not Employed","secondary school degree","163","0.373477525356179","0.327809732810376","0.419145317901981"
"Less important","1990","Not Employed","college entrance qualification","93","0.324052343791433","0.270735264320066","0.3773694232628"
"Less important","1990","Not Employed","Other degree","7","","",""
"Less important","1990","Not Employed","no degree/no degree yet","37","0.291901164004059","0.213748953115719","0.370053374892399"
"Less important","1990","Employed","lower secondary degree","979","0.402474480119875","0.382726941860874","0.422222018378875"
"Less important","1990","Employed","secondary school degree","463","0.408828771619047","0.380415153351712","0.437242389886382"
