"plh0112","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Very important","1990","(0) in school","West Germany","26","","",""
"Very important","1990","(0) in school","East Germany","","","",""
"Very important","1990","(1a) inadequately completed","West Germany","8","","",""
"Very important","1990","(1a) inadequately completed","East Germany","","","",""
"Very important","1990","(1b) general elementary school","West Germany","142","0.0980142574699068","0.0821885654510849","0.113839949488729"
"Very important","1990","(1b) general elementary school","East Germany","","","",""
"Very important","1990","(1c) basic vocational qualification","West Germany","258","0.0937472491396808","0.0828750143369731","0.104619483942388"
"Very important","1990","(1c) basic vocational qualification","East Germany","","","",""
"Very important","1990","(2b) intermediate general qualification","West Germany","65","0.221354215319155","0.174218095862401","0.268490334775909"
"Very important","1990","(2b) intermediate general qualification","East Germany","","","",""
"Very important","1990","(2a) intermediate vocational","West Germany","137","0.113487999684595","0.0957474861303646","0.131228513238825"
"Very important","1990","(2a) intermediate vocational","East Germany","","","",""
"Very important","1990","(2c_gen) general maturity certificate","West Germany","57","0.243051894321587","0.189988651327153","0.296115137316021"
"Very important","1990","(2c_gen) general maturity certificate","East Germany","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","West Germany","57","0.186386488220917","0.143518337504641","0.229254638937193"
"Very important","1990","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very important","1990","(3a) lower tertiary education","West Germany","31","0.140181158961156","0.0953135966240676","0.185048721298244"
"Very important","1990","(3a) lower tertiary education","East Germany","","","",""
"Very important","1990","(3b) higher tertiary education","West Germany","93","0.210064212162392","0.171426973261126","0.248701451063658"
"Very important","1990","(3b) higher tertiary education","East Germany","","","",""
"Important","1990","(0) in school","West Germany","55","0.510394676600789","0.416977253745059","0.603812099456519"
"Important","1990","(0) in school","East Germany","","","",""
"Important","1990","(1a) inadequately completed","West Germany","20","","",""
"Important","1990","(1a) inadequately completed","East Germany","","","",""
"Important","1990","(1b) general elementary school","West Germany","420","0.2986472131631","0.274287860498707","0.323006565827492"
"Important","1990","(1b) general elementary school","East Germany","","","",""
"Important","1990","(1c) basic vocational qualification","West Germany","1049","0.382469055498628","0.364341368164843","0.400596742832413"
"Important","1990","(1c) basic vocational qualification","East Germany","","","",""
"Important","1990","(2b) intermediate general qualification","West Germany","121","0.396738146876924","0.341193159663238","0.452283134090611"
"Important","1990","(2b) intermediate general qualification","East Germany","","","",""
"Important","1990","(2a) intermediate vocational","West Germany","497","0.396154952393675","0.36879948076335","0.423510424024001"
"Important","1990","(2a) intermediate vocational","East Germany","","","",""
"Important","1990","(2c_gen) general maturity certificate","West Germany","127","0.507316355233371","0.445467062899342","0.569165647567399"
"Important","1990","(2c_gen) general maturity certificate","East Germany","","","",""
"Important","1990","(2c_voc) vocational maturity certificate","West Germany","135","0.408949353220882","0.354828383292523","0.463070323149241"
"Important","1990","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Important","1990","(3a) lower tertiary education","West Germany","94","0.410161686862088","0.346595200316039","0.473728173408137"
"Important","1990","(3a) lower tertiary education","East Germany","","","",""
"Important","1990","(3b) higher tertiary education","West Germany","186","0.442000633532136","0.394896127663969","0.489105139400303"
"Important","1990","(3b) higher tertiary education","East Germany","","","",""
"Less important","1990","(0) in school","West Germany","29","","",""
"Less important","1990","(0) in school","East Germany","","","",""
"Less important","1990","(1a) inadequately completed","West Germany","24","","",""
"Less important","1990","(1a) inadequately completed","East Germany","","","",""
"Less important","1990","(1b) general elementary school","West Germany","517","0.379927930355553","0.354094032270769","0.405761828440336"
"Less important","1990","(1b) general elementary school","East Germany","","","",""
"Less important","1990","(1c) basic vocational qualification","West Germany","1159","0.405595358485934","0.387280546195097","0.423910170776772"
"Less important","1990","(1c) basic vocational qualification","East Germany","","","",""
"Less important","1990","(2b) intermediate general qualification","West Germany","87","0.290951616741135","0.23938266755546","0.342520565926811"
"Less important","1990","(2b) intermediate general qualification","East Germany","","","",""
"Less important","1990","(2a) intermediate vocational","West Germany","516","0.422274008263145","0.394648706143003","0.449899310383287"
"Less important","1990","(2a) intermediate vocational","East Germany","","","",""
"Less important","1990","(2c_gen) general maturity certificate","West Germany","59","0.21641794358507","0.165473115098059","0.26736277207208"
"Less important","1990","(2c_gen) general maturity certificate","East Germany","","","",""
"Less important","1990","(2c_voc) vocational maturity certificate","West Germany","105","0.339792310901716","0.287652971734569","0.391931650068863"
"Less important","1990","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Less important","1990","(3a) lower tertiary education","West Germany","92","0.39884765294861","0.335565686387274","0.462129619509945"
"Less important","1990","(3a) lower tertiary education","East Germany","","","",""
"Less important","1990","(3b) higher tertiary education","West Germany","134","0.314491615209577","0.270451841918241","0.358531388500912"
"Less important","1990","(3b) higher tertiary education","East Germany","","","",""
