"plh0112","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","16-34 y.","Urban Area","844","0.414046386161776","0.39248647235369","0.435606299969863","2"
"Important","1990","16-34 y.","Rural Area","233","0.376423170512688","0.338225488199266","0.414620852826109","2"
"Important","1990","35-65 y.","Rural Area","271","0.346728033789897","0.313285453237726","0.380170614342068","2"
"Important","1990","35-65 y.","Urban Area","1092","0.409863163379264","0.391339811920657","0.42838651483787","2"
"Important","1990","66 and older","Urban Area","234","0.300190267917276","0.268208837630696","0.332171698203856","2"
"Important","1990","66 and older","Rural Area","70","0.287215287127213","0.230443032482462","0.343987541771965","2"
"Less important","1990","35-65 y.","Rural Area","357","0.464526842908007","0.429481319352463","0.499572366463551","3"
"Less important","1990","16-34 y.","Rural Area","260","0.411555158152162","0.372756137967749","0.450354178336574","3"
"Less important","1990","16-34 y.","Urban Area","741","0.373868289225337","0.352690380724367","0.395046197726307","3"
"Less important","1990","35-65 y.","Urban Area","1034","0.370608245630203","0.352417863423711","0.388798627836695","3"
"Less important","1990","66 and older","Urban Area","290","0.356730407450295","0.323305041886792","0.390155773013798","3"
"Less important","1990","66 and older","Rural Area","82","0.345879771252265","0.286197608949914","0.405561933554616","3"
"Quite unimportant","1990","16-34 y.","Urban Area","88","0.0394667983184915","0.0309443761962354","0.0479892204407476","4"
"Quite unimportant","1990","16-34 y.","Rural Area","44","0.0708477092688029","0.0506193708475523","0.0910760476900535","4"
"Quite unimportant","1990","35-65 y.","Urban Area","256","0.0949599539552262","0.0839184582769474","0.106001449633505","4"
"Quite unimportant","1990","35-65 y.","Rural Area","75","0.0960609841759378","0.0753547379369603","0.116767230414915","4"
"Quite unimportant","1990","66 and older","Urban Area","203","0.271992403374761","0.240942808911866","0.303041997837656","4"
"Quite unimportant","1990","66 and older","Rural Area","79","0.321328703433876","0.262734091875465","0.379923314992286","4"
"Very important","1990","16-34 y.","Urban Area","332","0.172618526294395","0.156076545932462","0.189160506656327","1"
"Very important","1990","16-34 y.","Rural Area","81","0.141173962066348","0.113721344717866","0.16862657941483","1"
"Very important","1990","35-65 y.","Urban Area","326","0.124568637035307","0.112130963075232","0.137006310995382","1"
"Very important","1990","35-65 y.","Rural Area","75","0.0926841391261584","0.0723071387160278","0.113061139536289","1"
"Very important","1990","66 and older","Urban Area","62","0.0710869212576678","0.0531564385662275","0.0890174039491081","1"
"Very important","1990","66 and older","Rural Area","13","","","","1"
"Important","1991","16-34 y.","Rural Area","","","","","2"
"Important","1991","16-34 y.","Urban Area","","","","","2"
"Important","1991","35-65 y.","Urban Area","","","","","2"
"Important","1991","35-65 y.","Rural Area","","","","","2"
"Important","1991","66 and older","Urban Area","","","","","2"
"Important","1991","66 and older","Rural Area","","","","","2"
"Less important","1991","16-34 y.","Urban Area","","","","","3"
"Less important","1991","16-34 y.","Rural Area","","","","","3"
"Less important","1991","35-65 y.","Urban Area","","","","","3"
"Less important","1991","35-65 y.","Rural Area","","","","","3"
"Less important","1991","66 and older","Urban Area","","","","","3"
"Less important","1991","66 and older","Rural Area","","","","","3"
"Quite unimportant","1991","16-34 y.","Rural Area","","","","","4"
"Quite unimportant","1991","16-34 y.","Urban Area","","","","","4"
"Quite unimportant","1991","35-65 y.","Urban Area","","","","","4"
"Quite unimportant","1991","35-65 y.","Rural Area","","","","","4"
"Quite unimportant","1991","66 and older","Urban Area","","","","","4"
"Quite unimportant","1991","66 and older","Rural Area","","","","","4"
"Very important","1991","16-34 y.","Urban Area","","","","","1"
"Very important","1991","16-34 y.","Rural Area","","","","","1"
"Very important","1991","35-65 y.","Urban Area","","","","","1"
"Very important","1991","35-65 y.","Rural Area","","","","","1"
"Very important","1991","66 and older","Urban Area","","","","","1"
"Very important","1991","66 and older","Rural Area","","","","","1"
"Important","1992","16-34 y.","Rural Area","581","0.37270362021941","0.348331663868756","0.397075576570064","2"
"Important","1992","16-34 y.","Urban Area","982","0.417290300256996","0.397458526804245","0.437122073709746","2"
"Important","1992","35-65 y.","Urban Area","1392","0.407203631126936","0.39080679401976","0.423600468234112","2"
"Important","1992","35-65 y.","Rural Area","825","0.368528854466472","0.348080576294587","0.388977132638357","2"
"Important","1992","66 and older","Urban Area","298","0.314053126527086","0.28394667966983","0.344159573384343","2"
"Important","1992","66 and older","Rural Area","162","0.303179758916693","0.262932184832705","0.343427333000682","2"
"Less important","1992","16-34 y.","Urban Area","890","0.356971861652247","0.337703345785453","0.376240377519041","3"
"Less important","1992","16-34 y.","Rural Area","653","0.440090915345148","0.415070059872554","0.465111770817742","3"
"Less important","1992","35-65 y.","Urban Area","1330","0.369814527815163","0.353703335884827","0.385925719745498","3"
"Less important","1992","35-65 y.","Rural Area","919","0.424508972877901","0.403557866782985","0.445460078972817","3"
"Less important","1992","66 and older","Urban Area","302","0.332499103163436","0.301940474005781","0.363057732321091","3"
"Less important","1992","66 and older","Rural Area","165","0.336374285968442","0.295002694706443","0.37774587723044","3"
