"plh0112","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","no migration background","(0) in school","23","","",""
"Very important","1990","no migration background","(1a) inadequately completed","8","","",""
"Very important","1990","no migration background","(1b) general elementary school","132","0.098478562010273","0.0819541600663319","0.115002963954214"
"Very important","1990","no migration background","(1c) basic vocational qualification","236","0.0925055961767788","0.0813363516676667","0.103674840685891"
"Very important","1990","no migration background","(2b) intermediate general qualification","56","0.20529321298887","0.157640864750929","0.25294556122681"
"Very important","1990","no migration background","(2a) intermediate vocational","126","0.109719424148072","0.0916793363775862","0.127759511918557"
"Very important","1990","no migration background","(2c_gen) general maturity certificate","52","0.240347144072325","0.185004816541438","0.295689471603212"
"Very important","1990","no migration background","(2c_voc) vocational maturity certificate","56","0.195301293013522","0.150062991162771","0.240539594864273"
"Very important","1990","no migration background","(3a) lower tertiary education","26","","",""
"Very important","1990","no migration background","(3b) higher tertiary education","81","0.196299285762133","0.157178548132522","0.235420023391744"
"Very important","1990","direct migration background","(0) in school","1","","",""
"Very important","1990","direct migration background","(1a) inadequately completed","","","",""
"Very important","1990","direct migration background","(1b) general elementary school","9","","",""
"Very important","1990","direct migration background","(1c) basic vocational qualification","16","","",""
"Very important","1990","direct migration background","(2b) intermediate general qualification","9","","",""
"Very important","1990","direct migration background","(2a) intermediate vocational","10","","",""
"Very important","1990","direct migration background","(2c_gen) general maturity certificate","3","","",""
"Very important","1990","direct migration background","(2c_voc) vocational maturity certificate","1","","",""
"Very important","1990","direct migration background","(3a) lower tertiary education","4","","",""
"Very important","1990","direct migration background","(3b) higher tertiary education","11","","",""
"Very important","1990","indirect migration background","(0) in school","2","","",""
"Very important","1990","indirect migration background","(1a) inadequately completed","","","",""
"Very important","1990","indirect migration background","(1b) general elementary school","1","","",""
"Very important","1990","indirect migration background","(1c) basic vocational qualification","6","","",""
"Very important","1990","indirect migration background","(2b) intermediate general qualification","","","",""
"Very important","1990","indirect migration background","(2a) intermediate vocational","1","","",""
"Very important","1990","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"Very important","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very important","1990","indirect migration background","(3a) lower tertiary education","1","","",""
"Very important","1990","indirect migration background","(3b) higher tertiary education","1","","",""
"Important","1990","no migration background","(0) in school","49","0.493834519150272","0.396330080093803","0.591338958206741"
"Important","1990","no migration background","(1a) inadequately completed","20","","",""
"Important","1990","no migration background","(1b) general elementary school","377","0.292550893906638","0.267321013747286","0.31778077406599"
"Important","1990","no migration background","(1c) basic vocational qualification","978","0.38125732698595","0.36253404615967","0.399980607812231"
"Important","1990","no migration background","(2b) intermediate general qualification","113","0.400224058480454","0.342422484282879","0.458025632678029"
"Important","1990","no migration background","(2a) intermediate vocational","468","0.396868985603798","0.368629105490729","0.425108865716867"
"Important","1990","no migration background","(2c_gen) general maturity certificate","114","0.501317882917392","0.436559075006445","0.566076690828339"
"Important","1990","no migration background","(2c_voc) vocational maturity certificate","122","0.399358401239572","0.343469419256658","0.455247383222485"
"Important","1990","no migration background","(3a) lower tertiary education","84","0.40115737169399","0.334708334833391","0.467606408554588"
"Important","1990","no migration background","(3b) higher tertiary education","175","0.44776346943086","0.398787009179363","0.496739929682356"
"Important","1990","direct migration background","(0) in school","3","","",""
"Important","1990","direct migration background","(1a) inadequately completed","","","",""
"Important","1990","direct migration background","(1b) general elementary school","37","0.367788066620169","0.270308334796936","0.465267798443402"
"Important","1990","direct migration background","(1c) basic vocational qualification","66","0.412773984542282","0.336248104706096","0.489299864378469"
"Important","1990","direct migration background","(2b) intermediate general qualification","8","","",""
"Important","1990","direct migration background","(2a) intermediate vocational","27","","",""
"Important","1990","direct migration background","(2c_gen) general maturity certificate","11","","",""
"Important","1990","direct migration background","(2c_voc) vocational maturity certificate","12","","",""
"Important","1990","direct migration background","(3a) lower tertiary education","10","","",""
"Important","1990","direct migration background","(3b) higher tertiary education","11","","",""
"Important","1990","indirect migration background","(0) in school","3","","",""
"Important","1990","indirect migration background","(1a) inadequately completed","","","",""
"Important","1990","indirect migration background","(1b) general elementary school","6","","",""
"Important","1990","indirect migration background","(1c) basic vocational qualification","5","","",""
"Important","1990","indirect migration background","(2b) intermediate general qualification","","","",""
