"plh0112","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","lower secondary degree","10","","",""
"Very important","1990","Schleswig-Holstein","secondary school degree","7","","",""
"Very important","1990","Schleswig-Holstein","college entrance qualification","5","","",""
"Very important","1990","Schleswig-Holstein","Other degree","1","","",""
"Very important","1990","Schleswig-Holstein","no degree/no degree yet","2","","",""
"Very important","1990","Hamburg","lower secondary degree","12","","",""
"Very important","1990","Hamburg","secondary school degree","3","","",""
"Very important","1990","Hamburg","college entrance qualification","7","","",""
"Very important","1990","Hamburg","Other degree","","","",""
"Very important","1990","Hamburg","no degree/no degree yet","","","",""
"Very important","1990","Lower Saxony","lower secondary degree","39","0.0846650937617962","0.0595774583446709","0.109752729178921"
"Very important","1990","Lower Saxony","secondary school degree","27","","",""
"Very important","1990","Lower Saxony","college entrance qualification","29","","",""
"Very important","1990","Lower Saxony","Other degree","1","","",""
"Very important","1990","Lower Saxony","no degree/no degree yet","3","","",""
"Very important","1990","Bremen","lower secondary degree","11","","",""
"Very important","1990","Bremen","secondary school degree","4","","",""
"Very important","1990","Bremen","college entrance qualification","5","","",""
"Very important","1990","Bremen","Other degree","","","",""
"Very important","1990","Bremen","no degree/no degree yet","1","","",""
"Very important","1990","North Rhine-Westphalia","lower secondary degree","108","0.102132313336434","0.0837633098248148","0.120501316848053"
"Very important","1990","North Rhine-Westphalia","secondary school degree","56","0.144217584662048","0.110896054110215","0.177539115213881"
"Very important","1990","North Rhine-Westphalia","college entrance qualification","67","0.203563405295925","0.161737191879456","0.245389618712394"
"Very important","1990","North Rhine-Westphalia","Other degree","1","","",""
"Very important","1990","North Rhine-Westphalia","no degree/no degree yet","12","","",""
"Very important","1990","Hesse","lower secondary degree","41","0.111675327942395","0.0788185313866002","0.14453212449819"
"Very important","1990","Hesse","secondary school degree","20","","",""
"Very important","1990","Hesse","college entrance qualification","22","","",""
"Very important","1990","Hesse","Other degree","","","",""
"Very important","1990","Hesse","no degree/no degree yet","3","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","lower secondary degree","32","0.088632306047005","0.0603160749644409","0.116948537129569"
"Very important","1990","Rhineland-Palatinate,Saarland","secondary school degree","9","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","college entrance qualification","14","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","2","","",""
"Very important","1990","Baden-Württemberg","lower secondary degree","69","0.0943698225827156","0.0726510397239546","0.116088605441477"
"Very important","1990","Baden-Württemberg","secondary school degree","47","0.184777664122777","0.136473449866432","0.233081878379121"
"Very important","1990","Baden-Württemberg","college entrance qualification","28","","",""
"Very important","1990","Baden-Württemberg","Other degree","1","","",""
"Very important","1990","Baden-Württemberg","no degree/no degree yet","2","","",""
"Very important","1990","Bavaria","lower secondary degree","57","0.0713328147468137","0.0528385805091229","0.0898270489845046"
"Very important","1990","Bavaria","secondary school degree","30","0.120222197231633","0.0819921773614664","0.1584522171018"
"Very important","1990","Bavaria","college entrance qualification","42","0.217223515307994","0.158896496329816","0.275550534286171"
"Very important","1990","Bavaria","Other degree","1","","",""
"Very important","1990","Bavaria","no degree/no degree yet","5","","",""
"Very important","1990","Berlin","lower secondary degree","16","","",""
"Very important","1990","Berlin","secondary school degree","7","","",""
"Very important","1990","Berlin","college entrance qualification","9","","",""
"Very important","1990","Berlin","Other degree","","","",""
"Very important","1990","Berlin","no degree/no degree yet","4","","",""
"Very important","1990","Brandenburg","lower secondary degree","","","",""
"Very important","1990","Brandenburg","secondary school degree","","","",""
"Very important","1990","Brandenburg","college entrance qualification","","","",""
"Very important","1990","Brandenburg","Other degree","","","",""
"Very important","1990","Brandenburg","no degree/no degree yet","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very important","1990","Saxony","lower secondary degree","","","",""
"Very important","1990","Saxony","secondary school degree","","","",""
"Very important","1990","Saxony","college entrance qualification","","","",""
"Very important","1990","Saxony","Other degree","","","",""
"Very important","1990","Saxony","no degree/no degree yet","","","",""
"Very important","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Very important","1990","Saxony-Anhalt","secondary school degree","","","",""
"Very important","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Very important","1990","Saxony-Anhalt","Other degree","","","",""
