"plh0112","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","higher vocational","Female","104","0.465158378498974","0.399839742933656","0.530477014064292","2"
"Important","1990","higher education","Male","183","0.416561722257218","0.370392966005879","0.462730478508557","2"
"Important","1990","inadequately","Male","16","","","","2"
"Important","1990","inadequately","Female","11","","","","2"
"Important","1990","higher education","Female","97","0.459016014483391","0.393017804445847","0.525014224520935","2"
"Important","1990","in school","Female","28","","","","2"
"Important","1990","general elemantary","Male","161","0.363577816585207","0.317737326661055","0.409418306509359","2"
"Important","1990","general elemantary","Female","368","0.295846748772458","0.270097684525288","0.321595813019628","2"
"Important","1990","higher vocational","Male","94","0.336900871576969","0.280936310059838","0.3928654330941","2"
"Important","1990","in school","Male","27","","","","2"
"Important","1990","middle vocational","Male","801","0.395283022331929","0.374061836924563","0.416504207739295","2"
"Important","1990","middle vocational","Female","743","0.397247836721266","0.374943988823202","0.419551684619329","2"
"Important","1990","vocational + Abi","Male","42","0.379893603929646","0.287929086046199","0.471858121813094","2"
"Important","1990","vocational + Abi","Female","40","0.381683933341652","0.285502275509088","0.477865591174216","2"
"Less important","1990","in school","Male","19","","","","3"
"Less important","1990","in school","Female","10","","","","3"
"Less important","1990","inadequately","Male","12","","","","3"
"Less important","1990","inadequately","Female","15","","","","3"
"Less important","1990","general elemantary","Male","146","0.359130430526147","0.313412260799003","0.404848600253291","3"
"Less important","1990","general elemantary","Female","450","0.367949659798517","0.340743672338628","0.395155647258407","3"
"Less important","1990","middle vocational","Male","827","0.397376359502242","0.376135916329857","0.418616802674626","3"
"Less important","1990","middle vocational","Female","750","0.396221979595945","0.373928001671558","0.418515957520332","3"
"Less important","1990","vocational + Abi","Male","45","0.457218592788741","0.362827584595625","0.551609600981856","3"
"Less important","1990","vocational + Abi","Female","29","","","","3"
"Less important","1990","higher vocational","Male","121","0.437229408853987","0.378494920537032","0.495963897170943","3"
"Less important","1990","higher vocational","Female","79","0.328021217705138","0.266538531986185","0.38950390342409","3"
"Less important","1990","higher education","Male","156","0.356919492277601","0.312052305254454","0.401786679300747","3"
"Less important","1990","higher education","Female","70","0.318396615390896","0.256697899691293","0.380095331090499","3"
"Quite unimportant","1990","higher vocational","Female","16","","","","4"
"Quite unimportant","1990","higher education","Male","20","","","","4"
"Quite unimportant","1990","inadequately","Male","5","","","","4"
"Quite unimportant","1990","inadequately","Female","6","","","","4"
"Quite unimportant","1990","higher education","Female","7","","","","4"
"Quite unimportant","1990","in school","Female","","","","","4"
"Quite unimportant","1990","general elemantary","Male","57","0.14341509788498","0.110014014637525","0.176816181132435","4"
"Quite unimportant","1990","general elemantary","Female","244","0.22214606493891","0.198694987821626","0.245597142056194","4"
"Quite unimportant","1990","higher vocational","Male","26","","","","4"
"Quite unimportant","1990","in school","Male","","","","","4"
"Quite unimportant","1990","middle vocational","Male","201","0.101459427700002","0.0883538995327924","0.114564955867212","4"
"Quite unimportant","1990","middle vocational","Female","148","0.0964970695573939","0.083038420133859","0.109955718980929","4"
"Quite unimportant","1990","vocational + Abi","Male","5","","","","4"
"Quite unimportant","1990","vocational + Abi","Female","7","","","","4"
"Very important","1990","in school","Male","13","","","","1"
"Very important","1990","in school","Female","13","","","","1"
"Very important","1990","inadequately","Male","6","","","","1"
"Very important","1990","inadequately","Female","4","","","","1"
"Very important","1990","general elemantary","Male","59","0.133876655003666","0.10142624368984","0.166327066317492","1"
"Very important","1990","general elemantary","Female","145","0.114057526490114","0.0961242686809577","0.131990784299271","1"
"Very important","1990","middle vocational","Male","210","0.105881190465827","0.0925261102305641","0.119236270701089","1"
"Very important","1990","middle vocational","Female","208","0.110033114125395","0.0957695433489865","0.124296684901804","1"
"Very important","1990","vocational + Abi","Male","15","","","","1"
"Very important","1990","vocational + Abi","Female","22","","","","1"
"Very important","1990","higher vocational","Male","33","0.11593477519912","0.0780275648164133","0.153841985581828","1"
"Very important","1990","higher vocational","Female","25","","","","1"
"Very important","1990","higher education","Male","79","0.185615260628946","0.149204253728471","0.222026267529421","1"
"Very important","1990","higher education","Female","45","0.185839876098735","0.134322895517896","0.237356856679574","1"
"Important","1991","higher education","Female","","","","","2"
"Important","1991","in school","Female","","","","","2"
"Important","1991","higher vocational","Female","","","","","2"
"Important","1991","inadequately","Male","","","","","2"
"Important","1991","general elemantary","Male","","","","","2"
"Important","1991","inadequately","Female","","","","","2"
"Important","1991","higher education","Male","","","","","2"
"Important","1991","in school","Male","","","","","2"
"Important","1991","higher vocational","Male","","","","","2"
"Important","1991","general elemantary","Female","","","","","2"
"Important","1991","middle vocational","Male","","","","","2"
"Important","1991","middle vocational","Female","","","","","2"
"Important","1991","vocational + Abi","Male","","","","","2"
"Important","1991","vocational + Abi","Female","","","","","2"
"Less important","1991","in school","Male","","","","","3"
"Less important","1991","in school","Female","","","","","3"
"Less important","1991","inadequately","Male","","","","","3"
"Less important","1991","inadequately","Female","","","","","3"
"Less important","1991","general elemantary","Male","","","","","3"
"Less important","1991","general elemantary","Female","","","","","3"
"Less important","1991","middle vocational","Male","","","","","3"
"Less important","1991","middle vocational","Female","","","","","3"
