"plh0112","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","in school","2","","",""
"Very important","1990","1-pers.-HH","inadequately","","","",""
"Very important","1990","1-pers.-HH","general elemantary","26","","",""
"Very important","1990","1-pers.-HH","middle vocational","54","0.111328842547816","0.0820387585365582","0.140618926559074"
"Very important","1990","1-pers.-HH","vocational + Abi","10","","",""
"Very important","1990","1-pers.-HH","higher vocational","8","","",""
"Very important","1990","1-pers.-HH","higher education","27","","",""
"Very important","1990","(Married) couple without C. ","in school","","","",""
"Very important","1990","(Married) couple without C. ","inadequately","1","","",""
"Very important","1990","(Married) couple without C. ","general elemantary","52","0.113702388693978","0.0841745819588509","0.143230195429105"
"Very important","1990","(Married) couple without C. ","middle vocational","135","0.115469931994977","0.0969909164002104","0.133948947589743"
"Very important","1990","(Married) couple without C. ","vocational + Abi","10","","",""
"Very important","1990","(Married) couple without C. ","higher vocational","27","","",""
"Very important","1990","(Married) couple without C. ","higher education","43","0.205256031242692","0.148126710461627","0.262385352023758"
"Very important","1990","Single parent ","in school","3","","",""
"Very important","1990","Single parent ","inadequately","","","",""
"Very important","1990","Single parent ","general elemantary","15","","",""
"Very important","1990","Single parent ","middle vocational","23","","",""
"Very important","1990","Single parent ","vocational + Abi","4","","",""
"Very important","1990","Single parent ","higher vocational","1","","",""
"Very important","1990","Single parent ","higher education","4","","",""
"Very important","1990","Couple + C. LE 16 ","in school","","","",""
"Very important","1990","Couple + C. LE 16 ","inadequately","4","","",""
"Very important","1990","Couple + C. LE 16 ","general elemantary","13","","",""
"Very important","1990","Couple + C. LE 16 ","middle vocational","44","0.0518991834554225","0.0373339730802271","0.0664643938306179"
"Very important","1990","Couple + C. LE 16 ","vocational + Abi","3","","",""
"Very important","1990","Couple + C. LE 16 ","higher vocational","9","","",""
"Very important","1990","Couple + C. LE 16 ","higher education","26","","",""
"Very important","1990","Couple + C. GT 16 ","in school","14","","",""
"Very important","1990","Couple + C. GT 16 ","inadequately","4","","",""
"Very important","1990","Couple + C. GT 16 ","general elemantary","60","0.154573314576288","0.118416703750217","0.190729925402359"
"Very important","1990","Couple + C. GT 16 ","middle vocational","123","0.14606394617403","0.122051756287374","0.170076136060687"
"Very important","1990","Couple + C. GT 16 ","vocational + Abi","9","","",""
"Very important","1990","Couple + C. GT 16 ","higher vocational","9","","",""
"Very important","1990","Couple + C. GT 16 ","higher education","15","","",""
"Very important","1990","Couple + C. LE and GT 16","in school","5","","",""
"Very important","1990","Couple + C. LE and GT 16","inadequately","1","","",""
"Very important","1990","Couple + C. LE and GT 16","general elemantary","22","","",""
"Very important","1990","Couple + C. LE and GT 16","middle vocational","18","","",""
"Very important","1990","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very important","1990","Couple + C. LE and GT 16","higher vocational","","","",""
"Very important","1990","Couple + C. LE and GT 16","higher education","3","","",""
"Important","1990","1-pers.-HH","in school","1","","",""
"Important","1990","1-pers.-HH","inadequately","3","","",""
"Important","1990","1-pers.-HH","general elemantary","68","0.243678804876679","0.191794950659479","0.295562659093878"
"Important","1990","1-pers.-HH","middle vocational","201","0.450722829768075","0.404389151318159","0.497056508217992"
"Important","1990","1-pers.-HH","vocational + Abi","15","","",""
"Important","1990","1-pers.-HH","higher vocational","23","","",""
"Important","1990","1-pers.-HH","higher education","47","0.442761513864939","0.348645898565198","0.53687712916468"
"Important","1990","(Married) couple without C. ","in school","","","",""
"Important","1990","(Married) couple without C. ","inadequately","2","","",""
"Important","1990","(Married) couple without C. ","general elemantary","150","0.331835011080255","0.288036477879642","0.375633544280868"
"Important","1990","(Married) couple without C. ","middle vocational","481","0.410678951460814","0.382233339890345","0.439124563031284"
"Important","1990","(Married) couple without C. ","vocational + Abi","24","","",""
"Important","1990","(Married) couple without C. ","higher vocational","55","0.350070150140913","0.274489058924532","0.425651241357293"
"Important","1990","(Married) couple without C. ","higher education","89","0.486093825665388","0.415397076071783","0.556790575258992"
"Important","1990","Single parent ","in school","6","","",""
"Important","1990","Single parent ","inadequately","5","","",""
"Important","1990","Single parent ","general elemantary","36","0.337200274880033","0.249253134785627","0.425147414974439"
"Important","1990","Single parent ","middle vocational","69","0.371042158329232","0.301803334057627","0.440280982600837"
"Important","1990","Single parent ","vocational + Abi","2","","",""
"Important","1990","Single parent ","higher vocational","10","","",""
"Important","1990","Single parent ","higher education","6","","",""
"Important","1990","Couple + C. LE 16 ","in school","1","","",""
"Important","1990","Couple + C. LE 16 ","inadequately","5","","",""
"Important","1990","Couple + C. LE 16 ","general elemantary","62","0.349312043770548","0.278676672746432","0.419947414794663"
"Important","1990","Couple + C. LE 16 ","middle vocational","303","0.333964914691065","0.302997267212093","0.364932562170037"
"Important","1990","Couple + C. LE 16 ","vocational + Abi","14","","",""
"Important","1990","Couple + C. LE 16 ","higher vocational","55","0.355454247912676","0.277276064527517","0.433632431297835"
"Important","1990","Couple + C. LE 16 ","higher education","62","0.34364570591819","0.274265359389256","0.413026052447124"
