"plh0112","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Not Employed","Male","305","0.35042343130525","0.318178471682285","0.382668390928215","2"
"Important","1990","Employed","Male","1037","0.405585784326876","0.386650499427249","0.424521069226503","2"
"Important","1990","Not Employed","Female","580","0.324853122959754","0.303041827286121","0.346664418633388","2"
"Important","1990","Employed","Female","822","0.420812528907301","0.398883518916093","0.442741538898509","2"
"Less important","1990","Employed","Female","715","0.360737536600353","0.339407068564796","0.38206800463591","3"
"Less important","1990","Not Employed","Male","292","0.358669010239466","0.326254599329096","0.391083421149836","3"
"Less important","1990","Not Employed","Female","704","0.385051489552405","0.362388479508657","0.407714499596153","3"
"Less important","1990","Employed","Male","1053","0.402808161023844","0.383893787971191","0.421722534076498","3"
"Quite unimportant","1990","Not Employed","Male","141","0.174345493780859","0.148703332093604","0.199987655468115","4"
"Quite unimportant","1990","Not Employed","Female","315","0.199127732128736","0.180528872703534","0.217726591553938","4"
"Quite unimportant","1990","Employed","Male","175","0.0660658564442999","0.0564865834731295","0.0756451294154703","4"
"Quite unimportant","1990","Employed","Female","114","0.0609734003026675","0.0503448441808718","0.0716019564244631","4"
"Very important","1990","Not Employed","Male","103","0.116562064674424","0.0948742031833335","0.138249926165515","1"
"Very important","1990","Not Employed","Female","172","0.0909676553591043","0.0775748369869542","0.104360473731254","1"
"Very important","1990","Employed","Male","318","0.12554019820498","0.112762659123029","0.13831773728693","1"
"Very important","1990","Employed","Female","296","0.157476534189678","0.141297073465177","0.173655994914179","1"
"Important","1991","Not Employed","Male","","","","","2"
"Important","1991","Not Employed","Female","","","","","2"
"Important","1991","Employed","Male","","","","","2"
"Important","1991","Employed","Female","","","","","2"
"Less important","1991","Not Employed","Male","","","","","3"
"Less important","1991","Employed","Female","","","","","3"
"Less important","1991","Not Employed","Female","","","","","3"
"Less important","1991","Employed","Male","","","","","3"
"Quite unimportant","1991","Not Employed","Male","","","","","4"
"Quite unimportant","1991","Not Employed","Female","","","","","4"
"Quite unimportant","1991","Employed","Female","","","","","4"
"Quite unimportant","1991","Employed","Male","","","","","4"
"Very important","1991","Not Employed","Female","","","","","1"
"Very important","1991","Not Employed","Male","","","","","1"
"Very important","1991","Employed","Male","","","","","1"
"Very important","1991","Employed","Female","","","","","1"
"Important","1992","Not Employed","Male","418","0.350982114622695","0.323203384443844","0.378760844801546","2"
"Important","1992","Not Employed","Female","850","0.342080269616306","0.323120152357126","0.361040386875487","2"
"Important","1992","Employed","Male","1612","0.392609535056022","0.377652843265229","0.407566226846814","2"
"Important","1992","Employed","Female","1408","0.41918829158926","0.402533984773179","0.435842598405342","2"
"Less important","1992","Employed","Female","1348","0.378106567539216","0.361739555429977","0.394473579648455","3"
