"plh0112","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Full Time","lower secondary degree","176","0.105750139071922","0.0910144640611458","0.120485814082698"
"Very important","1990","Full Time","secondary school degree","122","0.159668027764782","0.134823011952747","0.184513043576817"
"Very important","1990","Full Time","college entrance qualification","109","0.186560153556799","0.154801919994239","0.218318387119359"
"Very important","1990","Full Time","Other degree","2","","",""
"Very important","1990","Full Time","no degree/no degree yet","2","","",""
"Very important","1990","Part Time","lower secondary degree","78","0.11356585031827","0.0899941674702446","0.137137533166295"
"Very important","1990","Part Time","secondary school degree","38","0.123779212906725","0.0874108754218454","0.160147550391605"
"Very important","1990","Part Time","college entrance qualification","67","0.2596940369055","0.207777056853052","0.311611016957947"
"Very important","1990","Part Time","Other degree","","","",""
"Very important","1990","Part Time","no degree/no degree yet","7","","",""
"Very important","1990","Not Working","lower secondary degree","141","0.0793493442112513","0.0665387539678262","0.0921599344546764"
"Very important","1990","Not Working","secondary school degree","50","0.0995727981116307","0.071304210196892","0.127841386026369"
"Very important","1990","Not Working","college entrance qualification","52","0.18382636423946","0.139700074191923","0.227952654286998"
"Very important","1990","Not Working","Other degree","3","","",""
"Very important","1990","Not Working","no degree/no degree yet","25","","",""
"Important","1990","Full Time","lower secondary degree","678","0.410617689296907","0.38704454598652","0.434190832607294"
"Important","1990","Full Time","secondary school degree","323","0.375516984270861","0.342671175419843","0.40836279312188"
"Important","1990","Full Time","college entrance qualification","255","0.449345417930187","0.40879326096547","0.489897574894903"
"Important","1990","Full Time","Other degree","17","","",""
"Important","1990","Full Time","no degree/no degree yet","8","","",""
"Important","1990","Part Time","lower secondary degree","266","0.399851619985845","0.36345825439177","0.436244985579921"
"Important","1990","Part Time","secondary school degree","145","0.43752812039637","0.38274507045909","0.49231117033365"
"Important","1990","Part Time","college entrance qualification","124","0.444032077419434","0.385201264466001","0.502862890372867"
"Important","1990","Part Time","Other degree","5","","",""
"Important","1990","Part Time","no degree/no degree yet","8","","",""
"Important","1990","Not Working","lower secondary degree","507","0.29070564972494","0.269183283246675","0.312228016203204"
"Important","1990","Not Working","secondary school degree","172","0.407283849595345","0.360898436252889","0.4536692629378"
"Important","1990","Not Working","college entrance qualification","132","0.426266152906611","0.369928610756388","0.482603695056833"
"Important","1990","Not Working","Other degree","4","","",""
"Important","1990","Not Working","no degree/no degree yet","59","0.45976314153909","0.374091794341467","0.545434488736714"
"Less important","1990","Full Time","lower secondary degree","700","0.413094749348409","0.389500348391522","0.436689150305297"
"Less important","1990","Full Time","secondary school degree","351","0.424483705367899","0.390959061172419","0.458008349563379"
"Less important","1990","Full Time","college entrance qualification","192","0.324510741573825","0.286341991876203","0.362679491271446"
"Less important","1990","Full Time","Other degree","9","","",""
"Less important","1990","Full Time","no degree/no degree yet","8","","",""
"Less important","1990","Part Time","lower secondary degree","279","0.376778736767008","0.340778297890728","0.412779175643289"
"Less important","1990","Part Time","secondary school degree","112","0.365837903257423","0.312647007471218","0.419028799043628"
"Less important","1990","Part Time","college entrance qualification","75","0.271361112798477","0.218710577840372","0.324011647756583"
"Less important","1990","Part Time","Other degree","4","","",""
"Less important","1990","Part Time","no degree/no degree yet","8","","",""
"Less important","1990","Not Working","lower secondary degree","682","0.39042648714588","0.367304097450521","0.413548876841239"
"Less important","1990","Not Working","secondary school degree","163","0.373477525356179","0.327809732810376","0.419145317901981"
"Less important","1990","Not Working","college entrance qualification","93","0.324052343791433","0.270735264320066","0.3773694232628"
"Less important","1990","Not Working","Other degree","7","","",""
"Less important","1990","Not Working","no degree/no degree yet","37","0.291901164004059","0.213748953115719","0.370053374892399"
"Quite unimportant","1990","Full Time","lower secondary degree","119","0.0705374222827618","0.0582679504676186","0.0828068940979049"
"Quite unimportant","1990","Full Time","secondary school degree","39","0.0403312825964579","0.02698726705481","0.0536752981381058"
"Quite unimportant","1990","Full Time","college entrance qualification","22","","",""
"Quite unimportant","1990","Full Time","Other degree","1","","",""
"Quite unimportant","1990","Full Time","no degree/no degree yet","2","","",""
"Quite unimportant","1990","Part Time","lower secondary degree","73","0.109803792928876","0.0865766917352781","0.133030894122475"
"Quite unimportant","1990","Part Time","secondary school degree","20","","",""
"Quite unimportant","1990","Part Time","college entrance qualification","8","","",""
"Quite unimportant","1990","Part Time","Other degree","2","","",""
"Quite unimportant","1990","Part Time","no degree/no degree yet","","","",""
"Quite unimportant","1990","Not Working","lower secondary degree","380","0.239518518917929","0.219290008384262","0.259747029451597"
"Quite unimportant","1990","Not Working","secondary school degree","46","0.119665826936846","0.089023742183295","0.150307911690397"
"Quite unimportant","1990","Not Working","college entrance qualification","19","","",""
"Quite unimportant","1990","Not Working","Other degree","1","","",""
"Quite unimportant","1990","Not Working","no degree/no degree yet","9","","",""
"Very important","1991","Full Time","lower secondary degree","","","",""
"Very important","1991","Full Time","secondary school degree","","","",""
"Very important","1991","Full Time","college entrance qualification","","","",""
"Very important","1991","Full Time","Other degree","","","",""
"Very important","1991","Full Time","no degree/no degree yet","","","",""
"Very important","1991","Part Time","lower secondary degree","","","",""
"Very important","1991","Part Time","secondary school degree","","","",""
"Very important","1991","Part Time","college entrance qualification","","","",""
"Very important","1991","Part Time","Other degree","","","",""
"Very important","1991","Part Time","no degree/no degree yet","","","",""
"Very important","1991","Not Working","lower secondary degree","","","",""
"Very important","1991","Not Working","secondary school degree","","","",""
"Very important","1991","Not Working","college entrance qualification","","","",""
"Very important","1991","Not Working","Other degree","","","",""
"Very important","1991","Not Working","no degree/no degree yet","","","",""
"Important","1991","Full Time","lower secondary degree","","","",""
"Important","1991","Full Time","secondary school degree","","","",""
"Important","1991","Full Time","college entrance qualification","","","",""
"Important","1991","Full Time","Other degree","","","",""
"Important","1991","Full Time","no degree/no degree yet","","","",""
"Important","1991","Part Time","lower secondary degree","","","",""
"Important","1991","Part Time","secondary school degree","","","",""
"Important","1991","Part Time","college entrance qualification","","","",""
"Important","1991","Part Time","Other degree","","","",""
"Important","1991","Part Time","no degree/no degree yet","","","",""
"Important","1991","Not Working","lower secondary degree","","","",""
"Important","1991","Not Working","secondary school degree","","","",""
"Important","1991","Not Working","college entrance qualification","","","",""
"Important","1991","Not Working","Other degree","","","",""
"Important","1991","Not Working","no degree/no degree yet","","","",""
"Less important","1991","Full Time","lower secondary degree","","","",""
"Less important","1991","Full Time","secondary school degree","","","",""
"Less important","1991","Full Time","college entrance qualification","","","",""
"Less important","1991","Full Time","Other degree","","","",""
"Less important","1991","Full Time","no degree/no degree yet","","","",""
"Less important","1991","Part Time","lower secondary degree","","","",""
"Less important","1991","Part Time","secondary school degree","","","",""
"Less important","1991","Part Time","college entrance qualification","","","",""
"Less important","1991","Part Time","Other degree","","","",""
"Less important","1991","Part Time","no degree/no degree yet","","","",""
"Less important","1991","Not Working","lower secondary degree","","","",""
"Less important","1991","Not Working","secondary school degree","","","",""
"Less important","1991","Not Working","college entrance qualification","","","",""
"Less important","1991","Not Working","Other degree","","","",""
"Less important","1991","Not Working","no degree/no degree yet","","","",""
"Quite unimportant","1991","Full Time","lower secondary degree","","","",""
"Quite unimportant","1991","Full Time","secondary school degree","","","",""
"Quite unimportant","1991","Full Time","college entrance qualification","","","",""
"Quite unimportant","1991","Full Time","Other degree","","","",""
"Quite unimportant","1991","Full Time","no degree/no degree yet","","","",""
"Quite unimportant","1991","Part Time","lower secondary degree","","","",""
"Quite unimportant","1991","Part Time","secondary school degree","","","",""
"Quite unimportant","1991","Part Time","college entrance qualification","","","",""
"Quite unimportant","1991","Part Time","Other degree","","","",""
"Quite unimportant","1991","Part Time","no degree/no degree yet","","","",""
"Quite unimportant","1991","Not Working","lower secondary degree","","","",""
"Quite unimportant","1991","Not Working","secondary school degree","","","",""
"Quite unimportant","1991","Not Working","college entrance qualification","","","",""
"Quite unimportant","1991","Not Working","Other degree","","","",""
"Quite unimportant","1991","Not Working","no degree/no degree yet","","","",""
"Very important","1992","Full Time","lower secondary degree","262","0.128575741437021","0.114651679537508","0.142499803336535"
"Very important","1992","Full Time","secondary school degree","224","0.130479364539483","0.115891424220159","0.145067304858807"
"Very important","1992","Full Time","college entrance qualification","118","0.152053552598657","0.128787642681109","0.175319462516205"
"Very important","1992","Full Time","Other degree","5","","",""
"Very important","1992","Full Time","no degree/no degree yet","3","","",""
"Very important","1992","Part Time","lower secondary degree","100","0.100016526274824","0.0806612047001903","0.119371847849458"
"Very important","1992","Part Time","secondary school degree","92","0.139711875391109","0.114665331393005","0.164758419389213"
"Very important","1992","Part Time","college entrance qualification","81","0.2535212999455","0.209839397986837","0.297203201904163"
"Very important","1992","Part Time","Other degree","2","","",""
"Very important","1992","Part Time","no degree/no degree yet","8","","",""
"Very important","1992","Not Working","lower secondary degree","178","0.0735932110269934","0.062739004009059","0.0844474180449277"
