"plh0112","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","no migration background","higher vocational","179","0.395761476179635","0.35092711821578","0.440595834143491","2"
"Important","1990","no migration background","middle vocational","1445","0.395231402612448","0.379359840878925","0.411102964345972","2"
"Important","1990","no migration background","higher education","259","0.431803165085738","0.392333565598345","0.471272764573132","2"
"Important","1990","no migration background","general elemantary","480","0.308195883486884","0.284867490174263","0.331524276799504","2"
"Important","1990","no migration background","vocational + Abi","74","0.363473172541006","0.295436664768722","0.431509680313291","2"
"Important","1990","no migration background","inadequately","25","","","","2"
"Important","1990","no migration background","in school","49","0.493834519150272","0.396330080093803","0.591338958206741","2"
"Important","1990","direct migration background","in school","3","","","","2"
"Important","1990","direct migration background","inadequately","1","","","","2"
"Important","1990","direct migration background","general elemantary","44","0.360023431377204","0.271520778391288","0.44852608436312","2"
"Important","1990","direct migration background","middle vocational","91","0.433110003582321","0.367182485255267","0.499037521909375","2"
"Important","1990","direct migration background","vocational + Abi","7","","","","2"
"Important","1990","direct migration background","higher vocational","18","","","","2"
"Important","1990","direct migration background","higher education","21","","","","2"
"Important","1990","indirect migration background","in school","3","","","","2"
"Important","1990","indirect migration background","inadequately","1","","","","2"
"Important","1990","indirect migration background","general elemantary","5","","","","2"
"Important","1990","indirect migration background","middle vocational","8","","","","2"
"Important","1990","indirect migration background","vocational + Abi","1","","","","2"
"Important","1990","indirect migration background","higher vocational","1","","","","2"
"Important","1990","indirect migration background","higher education","","","","","2"
"Less important","1990","direct migration background","vocational + Abi","2","","","","3"
"Less important","1990","direct migration background","higher vocational","14","","","","3"
"Less important","1990","no migration background","general elemantary","557","0.368504728281771","0.344132994534569","0.392876462028972","3"
"Less important","1990","no migration background","middle vocational","1482","0.397964302157086","0.382073987209239","0.413854617104934","3"
"Less important","1990","direct migration background","higher education","14","","","","3"
"Less important","1990","no migration background","inadequately","23","","","","3"
"Less important","1990","no migration background","vocational + Abi","70","0.380495656713849","0.311821314814918","0.449169998612779","3"
"Less important","1990","no migration background","higher vocational","185","0.385038363966686","0.340424893889262","0.429651834044111","3"
"Less important","1990","direct migration background","middle vocational","86","0.371218554848198","0.306937510980217","0.435499598716179","3"
"Less important","1990","no migration background","in school","29","","","","3"
"Less important","1990","no migration background","higher education","212","0.352894042795996","0.314815504741987","0.390972580850004","3"
"Less important","1990","direct migration background","in school","","","","","3"
"Less important","1990","direct migration background","inadequately","3","","","","3"
"Less important","1990","direct migration background","general elemantary","35","0.323715291501748","0.237446192840247","0.409984390163248","3"
"Less important","1990","indirect migration background","in school","","","","","3"
"Less important","1990","indirect migration background","inadequately","1","","","","3"
"Less important","1990","indirect migration background","general elemantary","4","","","","3"
"Less important","1990","indirect migration background","middle vocational","9","","","","3"
