"plh0112","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Not Employed","West Germany","275","0.099115908409894","0.087656356228329","0.110575460591459"
"Very important","1990","Not Employed","East Germany","","","",""
"Very important","1990","Employed","West Germany","614","0.138988286042667","0.128914502387276","0.149062069698058"
"Very important","1990","Employed","East Germany","","","",""
"Important","1990","Not Employed","West Germany","885","0.332993703209876","0.314920110871758","0.351067295547993"
"Important","1990","Not Employed","East Germany","","","",""
"Important","1990","Employed","West Germany","1859","0.411997621887005","0.397664661984714","0.426330581789296"
"Important","1990","Employed","East Germany","","","",""
"Less important","1990","Not Employed","West Germany","996","0.376652346016775","0.358070151248934","0.395234540784616"
"Less important","1990","Not Employed","East Germany","","","",""
"Less important","1990","Employed","West Germany","1768","0.385092620552811","0.370922079234622","0.399263161870999"
"Less important","1990","Employed","East Germany","","","",""
"Quite unimportant","1990","Not Employed","West Germany","456","0.191238042363456","0.176156039920776","0.206320044806135"
"Quite unimportant","1990","Not Employed","East Germany","","","",""
"Quite unimportant","1990","Employed","West Germany","289","0.0639214715175176","0.0567982161514353","0.0710447268835998"
"Quite unimportant","1990","Employed","East Germany","","","",""
"Very important","1991","Not Employed","West Germany","","","",""
"Very important","1991","Not Employed","East Germany","","","",""
"Very important","1991","Employed","West Germany","","","",""
"Very important","1991","Employed","East Germany","","","",""
"Important","1991","Not Employed","West Germany","","","",""
"Important","1991","Not Employed","East Germany","","","",""
"Important","1991","Employed","West Germany","","","",""
"Important","1991","Employed","East Germany","","","",""
"Less important","1991","Not Employed","West Germany","","","",""
"Less important","1991","Not Employed","East Germany","","","",""
"Less important","1991","Employed","West Germany","","","",""
"Less important","1991","Employed","East Germany","","","",""
"Quite unimportant","1991","Not Employed","West Germany","","","",""
"Quite unimportant","1991","Not Employed","East Germany","","","",""
"Quite unimportant","1991","Employed","West Germany","","","",""
"Quite unimportant","1991","Employed","East Germany","","","",""
"Very important","1992","Not Employed","West Germany","264","0.100380910248655","0.0886012440849162","0.112160576412394"
"Very important","1992","Not Employed","East Germany","134","0.119830189316872","0.100082937051856","0.139577441581888"
"Very important","1992","Employed","West Germany","622","0.146205287721708","0.135907567642653","0.156503007800764"
"Very important","1992","Employed","East Germany","294","0.110177824149849","0.0988693463542201","0.121486301945479"
"Important","1992","Not Employed","West Germany","871","0.341149686546655","0.322565483003518","0.359733890089791"
"Important","1992","Not Employed","East Germany","397","0.36212913137929","0.332905213894516","0.391353048864065"
"Important","1992","Employed","West Germany","1778","0.39769462500068","0.383429813336283","0.411959436665076"
"Important","1992","Employed","East Germany","1242","0.424779773667402","0.406927052156537","0.442632495178267"
"Less important","1992","Not Employed","West Germany","915","0.359167084818392","0.340360984141636","0.377973185495149"
"Less important","1992","Not Employed","East Germany","343","0.323917505728062","0.295462585495348","0.352372425960777"
"Less important","1992","Employed","West Germany","1785","0.382922739738208","0.368754752332985","0.397090727143432"
"Less important","1992","Employed","East Germany","1269","0.415737027027391","0.397937069066838","0.433536984987943"
"Quite unimportant","1992","Not Employed","West Germany","450","0.199302318386298","0.183643155288219","0.214961481484377"
"Quite unimportant","1992","Not Employed","East Germany","165","0.194123173575775","0.170073269842697","0.218173077308853"
"Quite unimportant","1992","Employed","West Germany","337","0.0731773475394041","0.0655868636345364","0.0807678314442717"
