"plh0175","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","1-pers.-HH","in school","","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","inadequately","4","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","general elemantary","16","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","middle vocational","38","0.0572017683897446","0.0389515945387246","0.0754519422407647","0"
"0 Completely dissatisfied","1984","1-pers.-HH","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","higher vocational","4","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","higher education","3","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","in school","","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","inadequately","3","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","general elemantary","17","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","middle vocational","34","0.0199583632333989","0.0126661101171037","0.0272506163496941","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","higher vocational","1","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","higher education","3","","","","0"
"0 Completely dissatisfied","1984","Single parent ","in school","1","","","","0"
"0 Completely dissatisfied","1984","Single parent ","inadequately","5","","","","0"
"0 Completely dissatisfied","1984","Single parent ","general elemantary","21","","","","0"
"0 Completely dissatisfied","1984","Single parent ","middle vocational","24","","","","0"
"0 Completely dissatisfied","1984","Single parent ","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","Single parent ","higher vocational","3","","","","0"
"0 Completely dissatisfied","1984","Single parent ","higher education","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","in school","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","inadequately","10","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","general elemantary","25","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","middle vocational","45","0.0264236622512278","0.0183203728265294","0.0345269516759262","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","vocational + Abi","5","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","higher vocational","3","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","higher education","4","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","in school","2","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","inadequately","5","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","general elemantary","14","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","middle vocational","36","0.0396558963484732","0.0269835736090338","0.0523282190879126","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","vocational + Abi","4","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","higher vocational","6","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","higher education","1","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","in school","3","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","inadequately","11","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","general elemantary","19","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","middle vocational","26","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","higher vocational","1","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","higher education","","","","","0"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","in school","","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","higher education","1","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","higher vocational","","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","higher vocational","","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","in school","1","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","higher education","","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","inadequately","3","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","general elemantary","4","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","in school","","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","inadequately","2","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","middle vocational","4","","","","1"
"1 on Scale 1 to 10","1984","1-pers.-HH","higher education","","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","general elemantary","12","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","inadequately","8","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","higher education","","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE 16 ","higher education","1","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","in school","","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","inadequately","3","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","general elemantary","7","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","middle vocational","15","","","","1"
"1 on Scale 1 to 10","1984","1-pers.-HH","in school","","","","","1"
"1 on Scale 1 to 10","1984","1-pers.-HH","inadequately","1","","","","1"
"1 on Scale 1 to 10","1984","1-pers.-HH","general elemantary","13","","","","1"
"1 on Scale 1 to 10","1984","1-pers.-HH","middle vocational","10","","","","1"
"1 on Scale 1 to 10","1984","1-pers.-HH","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1984","1-pers.-HH","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","middle vocational","11","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","general elemantary","6","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","middle vocational","4","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","higher education","1","","","","1"
