"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1992","direct migration background","2.56","2","2565","1","2","3","4","5","2.52","2.6","1","5","2","2"
"1992","indirect migration background","2","2","408","1","1","2","4","5","1.91","2.09","1","5","2","2"
"1992","no migration background","2.56","2","10391","1","2","3","4","5","2.54","2.58","1","5","2","2"
"1993","direct migration background","","","","","","","","","","","","","",""
"1993","indirect migration background","","","","","","","","","","","","","",""
"1993","no migration background","","","","","","","","","","","","","",""
"1994","direct migration background","2.7","3","2365","1","2","3","4","5","2.66","2.74","1","5","2","3"
"1994","indirect migration background","2.12","2","494","1","1","3","4","5","2.04","2.2","1","5","2","2"
"1994","no migration background","2.71","3","10059","2","2","3","4","5","2.69","2.73","1","5","2","3"
"1995","direct migration background","2.62","2","2804","1","2","3","4","5","2.58","2.66","1","5","2","2"
"1995","indirect migration background","2.17","2","512","1","1","3","4","5","2.09","2.25","1","5","2","2"
"1995","no migration background","2.72","3","10013","2","2","3","4","5","2.7","2.74","1","5","2","3"
"1996","direct migration background","2.7","3","2616","1","2","3","4","5","2.66","2.74","1","5","2","3"
"1996","indirect migration background","2.16","2","549","1","1","3","3","4","2.09","2.23","1","5","2","2"
"1996","no migration background","2.71","3","9932","2","2","3","4","5","2.69","2.73","1","5","2","3"
"1997","direct migration background","2.69","3","2488","1","2","3","4","5","2.65","2.73","1","5","2","3"
"1997","indirect migration background","2.09","2","574","1","1","3","3","4","2.02","2.16","1","5","2","2"
"1997","no migration background","2.7","3","9834","2","2","3","4","5","2.68","2.72","1","5","2","3"
"1998","direct migration background","2.63","2","2414","1","2","3","4","5","2.59","2.67","1","5","2","3"
"1998","indirect migration background","2.1","2","601","1","1","3","3","4","2.03","2.17","1","5","2","2"
"1998","no migration background","2.65","3","11280","2","2","3","4","5","2.63","2.67","1","5","2","2"
"1999","direct migration background","2.66","3","2216","2","2","3","4","5","2.62","2.7","1","5","2","3"
"1999","indirect migration background","2.11","2","610","1","1","3","3","4","2.04","2.18","1","5","2","2"
"1999","no migration background","2.69","3","10912","2","2","3","4","5","2.67","2.71","1","5","2","3"
"2000","direct migration background","2.6","2","3341","1","2","3","4","5","2.57","2.63","1","5","2","3"
"2000","indirect migration background","2.13","2","830","1","2","3","3","5","2.07","2.19","1","5","2","2"
"2000","no migration background","2.63","3","20054","1","2","3","4","5","2.62","2.64","1","5","2","2"
"2001","direct migration background","2.6","2","2940","1","2","3","4","5","2.56","2.64","1","5","2","3"
"2001","indirect migration background","2.12","2","777","1","2","3","3","5","2.06","2.18","1","5","2","2"
"2001","no migration background","2.65","3","18315","1","2","3","4","5","2.64","2.66","1","5","2","3"
"2002","direct migration background","2.7","3","2816","2","2","3","4","5","2.66","2.74","1","5","3","3"
"2002","indirect migration background","2.28","2","781","1","2","3","3","5","2.22","2.34","1","5","2","2"
"2002","no migration background","2.67","3","19518","2","2","3","4","5","2.66","2.68","1","5","2","2"
"2003","direct migration background","2.68","3","2641","1","2","3","4","5","2.64","2.72","1","5","2","3"
"2003","indirect migration background","2.26","2","787","1","2","3","4","5","2.2","2.32","1","5","2","2"
"2003","no migration background","2.67","3","18830","2","2","3","4","5","2.66","2.68","1","5","2","2"
"2004","direct migration background","2.68","3","2549","1","2","3","4","5","2.64","2.72","1","5","2","3"
"2004","indirect migration background","2.2","2","810","1","2","3","3","5","2.14","2.26","1","5","2","2"
