"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1992","college entrance qualification","East Germany","2.18","2","481","1","2","3","3","5","2.1","2.26","1","5","2","2"
"1992","college entrance qualification","West Germany","2.28","2","1262","1","2","3","4","5","2.23","2.33","1","5","2","2"
"1992","lower secondary degree","East Germany","2.85","3","1501","2","2","3","4","5","2.8","2.9","1","5","3","3"
"1992","lower secondary degree","West Germany","2.75","3","4361","1","2","3","4","5","2.72","2.78","1","5","2","3"
"1992","no degree/no degree yet","East Germany","2.11","2","60","1","1","3","4","4","1.86","2.36","1","4","1","2"
"1992","no degree/no degree yet","West Germany","2.45","2","801","1","2","3","4","5","2.37","2.53","1","5","2","3"
"1992","Other degree","East Germany","2.58","3","47","1","2","3","4","5","2.31","2.85","1","5","2","3"
"1992","Other degree","West Germany","2.62","2","965","1","2","3","4","5","2.55","2.69","1","5","2","3"
"1992","secondary school degree","East Germany","2.17","2","1858","1","2","3","3","5","2.13","2.21","1","5","2","2"
"1992","secondary school degree","West Germany","2.42","2","1754","1","2","3","4","5","2.38","2.46","1","5","2","2"
"1993","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1993","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1993","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1993","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1993","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1993","Other degree","East Germany","","","","","","","","","","","","","",""
"1993","Other degree","West Germany","","","","","","","","","","","","","",""
"1993","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1993","secondary school degree","West Germany","","","","","","","","","","","","","",""
"1994","college entrance qualification","East Germany","2.48","2","498","1","2","3","4","5","2.4","2.56","1","5","2","2"
"1994","college entrance qualification","West Germany","2.45","2","1322","1","2","3","4","5","2.4","2.5","1","5","2","2"
"1994","lower secondary degree","East Germany","2.97","3","1376","2","2","3","4","5","2.92","3.02","1","5","3","3"
"1994","lower secondary degree","West Germany","2.88","3","4141","2","2","4","4","5","2.85","2.91","1","5","3","3"
"1994","no degree/no degree yet","East Germany","1.98","2","87","1","1","2","3","4","1.82","2.14","1","4","2","2"
"1994","no degree/no degree yet","West Germany","2.48","2","744","1","2","3","4","5","2.4","2.56","1","5","2","3"
"1994","Other degree","East Germany","2.8","3","34","2","2","3","4","5","2.48","3.12","1","5","2","3"
"1994","Other degree","West Germany","2.75","3","867","1","2","4","4","5","2.68","2.82","1","5","2","3"
"1994","secondary school degree","East Germany","2.45","2","1753","1","2","3","4","4","2.41","2.49","1","5","2","2"
"1994","secondary school degree","West Germany","2.55","2","1764","1","2","3","4","5","2.51","2.59","1","5","2","2"
"1995","college entrance qualification","East Germany","2.42","2","505","1","2","3","4","5","2.34","2.5","1","5","2","2"
"1995","college entrance qualification","West Germany","2.41","2","1409","1","2","3","4","5","2.37","2.45","1","5","2","2"
"1995","lower secondary degree","East Germany","3.03","3","1314","2","2","4","4","5","2.98","3.08","1","5","3","3"
"1995","lower secondary degree","West Germany","2.89","3","4098","2","2","4","4","5","2.86","2.92","1","5","3","3"
"1995","no degree/no degree yet","East Germany","2.07","2","99","1","2","2","3","4","1.9","2.24","1","5","2","2"
"1995","no degree/no degree yet","West Germany","2.48","2","762","1","2","3","4","5","2.41","2.55","1","5","2","3"
"1995","Other degree","East Germany","2.74","3","33","2","2","3","4","5","2.4","3.08","1","5","2","3"
"1995","Other degree","West Germany","2.56","2","1146","1","2","3","4","5","2.5","2.62","1","5","2","3"
"1995","secondary school degree","East Germany","2.5","2","1701","2","2","3","4","5","2.46","2.54","1","5","2","2"
"1995","secondary school degree","West Germany","2.57","2","1886","2","2","3","4","5","2.53","2.61","1","5","2","2"
"1996","college entrance qualification","East Germany","2.48","2","521","2","2","3","4","5","2.41","2.55","1","5","2","2"
