"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1992","16-34 y.","direct migration background","1.98","2","842","1","1","2","3","5","1.92","2.04","1","5","2","2"
"1992","16-34 y.","indirect migration background","1.82","2","377","1","1","2","3","4","1.73","1.91","1","5","2","2"
"1992","16-34 y.","no migration background","2.01","2","3771","1","1","2","3","4","1.98","2.04","1","5","2","2"
"1992","35-65 y.","direct migration background","2.69","3","1584","1","2","3","4","5","2.64","2.74","1","5","3","3"
"1992","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1992","35-65 y.","no migration background","2.63","3","5287","2","2","3","4","5","2.6","2.66","1","5","2","3"
"1992","66 and older","direct migration background","3.24","3","139","2","2","4","5","5","3.07","3.41","1","5","3","3"
"1992","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1992","66 and older","no migration background","3.3","3","1333","2","3","4","5","5","3.25","3.35","1","5","3","3"
"1993","16-34 y.","direct migration background","","","","","","","","","","","","","",""
"1993","16-34 y.","indirect migration background","","","","","","","","","","","","","",""
"1993","16-34 y.","no migration background","","","","","","","","","","","","","",""
"1993","35-65 y.","direct migration background","","","","","","","","","","","","","",""
"1993","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1993","35-65 y.","no migration background","","","","","","","","","","","","","",""
"1993","66 and older","direct migration background","","","","","","","","","","","","","",""
"1993","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1993","66 and older","no migration background","","","","","","","","","","","","","",""
"1994","16-34 y.","direct migration background","2.1","2","758","1","1","3","3","4","2.04","2.16","1","5","2","2"
"1994","16-34 y.","indirect migration background","2.02","2","462","1","1","3","3","4","1.94","2.1","1","5","2","2"
"1994","16-34 y.","no migration background","2.22","2","3592","1","2","3","3","4","2.19","2.25","1","5","2","2"
"1994","35-65 y.","direct migration background","2.82","3","1433","2","2","3","4","5","2.77","2.87","1","5","3","3"
"1994","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1994","35-65 y.","no migration background","2.77","3","5131","2","2","3","4","5","2.75","2.79","1","5","3","3"
"1994","66 and older","direct migration background","3.31","3","174","2","3","4","5","5","3.16","3.46","1","5","3","3"
"1994","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1994","66 and older","no migration background","3.32","3","1336","2","3","4","5","5","3.27","3.37","1","5","3","3"
"1995","16-34 y.","direct migration background","2.02","2","941","1","1","2","3","4","1.97","2.07","1","5","2","2"
"1995","16-34 y.","indirect migration background","2.05","2","478","1","1","2","3","5","1.97","2.13","1","5","2","2"
"1995","16-34 y.","no migration background","2.24","2","3527","1","2","3","3","4","2.21","2.27","1","5","2","2"
"1995","35-65 y.","direct migration background","2.79","3","1650","2","2","3","4","5","2.74","2.84","1","5","3","3"
"1995","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1995","35-65 y.","no migration background","2.76","3","5158","2","2","3","4","5","2.74","2.78","1","5","3","3"
"1995","66 and older","direct migration background","3.22","3","213","2","3","4","5","5","3.09","3.35","1","5","3","3"
"1995","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1995","66 and older","no migration background","3.29","3","1328","2","3","4","5","5","3.24","3.34","1","5","3","3"
"1996","16-34 y.","direct migration background","2.18","2","844","1","2","3","3","4","2.12","2.24","1","5","2","2"
"1996","16-34 y.","indirect migration background","2.03","2","512","1","1","3","3","4","1.96","2.1","1","5","2","2"
"1996","16-34 y.","no migration background","2.21","2","3417","1","2","3","3","4","2.18","2.24","1","5","2","2"
"1996","35-65 y.","direct migration background","2.78","3","1541","2","2","3","4","5","2.73","2.83","1","5","3","3"
"1996","35-65 y.","indirect migration background","2.78","3","31","1","2","3","4","5","2.39","3.17","1","5","2","3"
"1996","35-65 y.","no migration background","2.76","3","5179","2","2","3","4","5","2.74","2.78","1","5","3","3"
"1996","66 and older","direct migration background","3.38","3","231","2","3","4","5","5","3.25","3.51","1","5","3","3"
"1996","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1996","66 and older","no migration background","3.28","3","1336","2","3","4","5","5","3.23","3.33","1","5","3","3"
