"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1992","direct migration background","Female","2.65","2.12","1233","1","2","3","4","5","2.59","2.71","1","5","2","3"
"1992","direct migration background","Male","2.49","2","1332","1","2","3","4","5","2.43","2.55","1","5","2","2"
"1992","indirect migration background","Female","2.17","2","203","1","1","3","4","5","2.03","2.31","1","5","2","2"
"1992","indirect migration background","Male","1.83","2","205","1","1","2","3","5","1.73","1.93","1","5","1","2"
"1992","no migration background","Female","2.67","3","5449","1","2","3","4","5","2.64","2.7","1","5","2","2"
"1992","no migration background","Male","2.45","2","4942","1","2","3","4","5","2.42","2.48","1","5","2","2"
"1993","direct migration background","Female","","","","","","","","","","","","","",""
"1993","direct migration background","Male","","","","","","","","","","","","","",""
"1993","indirect migration background","Female","","","","","","","","","","","","","",""
"1993","indirect migration background","Male","","","","","","","","","","","","","",""
"1993","no migration background","Female","","","","","","","","","","","","","",""
"1993","no migration background","Male","","","","","","","","","","","","","",""
"1994","direct migration background","Female","2.78","3","1152","2","2","3","4","5","2.72","2.84","1","5","2","3"
"1994","direct migration background","Male","2.61","2","1213","1","2","3","4","5","2.55","2.67","1","5","2","2"
"1994","indirect migration background","Female","2.26","2","247","1","2","3","4","4","2.14","2.38","1","5","2","2"
"1994","indirect migration background","Male","1.99","2","247","1","1","2","3","5","1.88","2.1","1","5","2","2"
"1994","no migration background","Female","2.81","3","5294","2","2","3","4","5","2.78","2.84","1","5","3","3"
"1994","no migration background","Male","2.6","2","4765","2","2","3","4","5","2.57","2.63","1","5","2","2"
"1995","direct migration background","Female","2.72","3","1388","2","2","3","4","5","2.67","2.77","1","5","2","3"
"1995","direct migration background","Male","2.52","2","1416","1","2","3","4","5","2.47","2.57","1","5","2","2"
"1995","indirect migration background","Female","2.29","2","256","1","2","3","4","5","2.17","2.41","1","5","2","2"
"1995","indirect migration background","Male","2.06","2","256","1","1","3","3","5","1.95","2.17","1","5","2","2"
"1995","no migration background","Female","2.81","3","5270","2","2","3","4","5","2.78","2.84","1","5","3","3"
"1995","no migration background","Male","2.62","3","4743","2","2","3","4","5","2.59","2.65","1","5","2","2"
"1996","direct migration background","Female","2.75","3","1302","1","2","3","4","5","2.7","2.8","1","5","3","3"
"1996","direct migration background","Male","2.66","3","1314","2","2","3","4","5","2.6","2.72","1","5","2","3"
"1996","indirect migration background","Female","2.32","2","280","1","2","3","4","4","2.22","2.42","1","5","2","2"
"1996","indirect migration background","Male","1.99","2","269","1","1","3","3","4","1.88","2.1","1","5","2","2"
"1996","no migration background","Female","2.78","3","5214","2","2","3","4","5","2.75","2.81","1","5","3","3"
"1996","no migration background","Male","2.63","3","4718","2","2","3","4","5","2.6","2.66","1","5","2","2"
"1997","direct migration background","Female","2.77","3","1232","2","2","3","4","5","2.72","2.82","1","5","3","3"
"1997","direct migration background","Male","2.61","2","1256","1","2","3","4","5","2.55","2.67","1","5","2","2"
"1997","indirect migration background","Female","2.26","2","282","1","2","3","4","5","2.15","2.37","1","5","2","2"
"1997","indirect migration background","Male","1.92","2","292","1","1","2","3","4","1.83","2.01","1","4","2","2"
"1997","no migration background","Female","2.77","3","5155","2","2","3","4","5","2.74","2.8","1","5","3","3"
"1997","no migration background","Male","2.62","3","4679","2","2","3","4","5","2.59","2.65","1","5","2","2"
"1998","direct migration background","Female","2.68","3","1195","1","2","3","4","5","2.63","2.73","1","5","2","3"
"1998","direct migration background","Male","2.59","2","1219","1","2","3","4","5","2.53","2.65","1","5","2","2"
"1998","indirect migration background","Female","2.22","2","292","1","2","3","3","5","2.11","2.33","1","5","2","2"
"1998","indirect migration background","Male","1.98","2","309","1","1","2","3","4","1.88","2.08","1","5","2","2"
"1998","no migration background","Female","2.74","3","5903","2","2","3","4","5","2.72","2.76","1","5","2","3"
"1998","no migration background","Male","2.56","2","5377","1","2","3","4","5","2.54","2.58","1","5","2","2"
"1999","direct migration background","Female","2.73","3","1103","2","2","3","4","5","2.67","2.79","1","5","2","3"
"1999","direct migration background","Male","2.59","2","1113","1","2","3","4","5","2.53","2.65","1","5","2","2"
