"year","bula_h","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-Württemberg","college entrance qualification","2.38","2","192","1","1","4","4","4","2.2","2.56","1","4","2","3"
"1984","Baden-Württemberg","lower secondary degree","1.88","1","1051","1","1","3","4","4","1.81","1.95","1","4","1","2"
"1984","Baden-Württemberg","no degree/no degree yet","2.32","2","340","1","1","3","4","4","2.2","2.44","1","4","2","2"
"1984","Baden-Württemberg","Other degree","1.89","2","351","1","1","3","4","4","1.79","1.99","1","4","1","2"
"1984","Baden-Württemberg","secondary school degree","2.06","2","287","1","1","3","4","4","1.92","2.2","1","4","1","2"
"1984","Bavaria","college entrance qualification","2.46","2.35","226","1","1","4","4","4","2.3","2.62","1","4","2","3"
"1984","Bavaria","lower secondary degree","1.74","1","1095","1","1","2","3","4","1.68","1.8","1","4","1","1"
"1984","Bavaria","no degree/no degree yet","2","1","121","1","1","3","4","4","1.8","2.2","1","4","1","2"
"1984","Bavaria","Other degree","1.88","1","217","1","1","3","4","4","1.74","2.02","1","4","1","2"
"1984","Bavaria","secondary school degree","1.98","2","374","1","1","3","4","4","1.87","2.09","1","4","1","2"
"1984","Berlin","college entrance qualification","2.75","3","55","1","1","4","4","4","2.4","3.1","1","4","2","4"
"1984","Berlin","lower secondary degree","1.85","1","167","1","1","3","4","4","1.67","2.03","1","4","1","2"
"1984","Berlin","no degree/no degree yet","2.08","2","46","1","1","3","4","4","1.73","2.43","1","4","1","3"
"1984","Berlin","Other degree","1.61","1","51","1","1","2","3","4","1.33","1.89","1","4","1","2"
"1984","Berlin","secondary school degree","2.09","2","79","1","1","3","4","4","1.83","2.35","1","4","1","2"
"1984","Brandenburg","college entrance qualification","","","","","","","","","","","","","",""
"1984","Brandenburg","lower secondary degree","","","","","","","","","","","","","",""
"1984","Brandenburg","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","Brandenburg","Other degree","","","","","","","","","","","","","",""
"1984","Brandenburg","secondary school degree","","","","","","","","","","","","","",""
"1984","Bremen","college entrance qualification","","","","","","","","","","","","","",""
"1984","Bremen","lower secondary degree","1.7","1","72","1","1","2","3","4","1.48","1.92","1","4","1","2"
"1984","Bremen","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","Bremen","Other degree","","","","","","","","","","","","","",""
"1984","Bremen","secondary school degree","","","","","","","","","","","","","",""
"1984","Hamburg","college entrance qualification","2.79","3","40","1","2","4","4","4","2.42","3.16","1","4","2","4"
"1984","Hamburg","lower secondary degree","1.61","1","132","1","1","2","3","4","1.44","1.78","1","4","1","1"
"1984","Hamburg","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","Hamburg","Other degree","1.72","1","44","1","1","2","4","4","1.42","2.02","1","4","1","2"
"1984","Hamburg","secondary school degree","1.94","1","57","1","1","3","4","4","1.61","2.27","1","4","1","3"
"1984","Hesse","college entrance qualification","2.82","3","148","1","1","4","4","4","2.62","3.02","1","4","3","4"
"1984","Hesse","lower secondary degree","1.82","1","530","1","1","2","4","4","1.73","1.91","1","4","1","2"
"1984","Hesse","no degree/no degree yet","2.23","2","137","1","1","3","4","4","2.05","2.41","1","4","1","2"
"1984","Hesse","Other degree","1.72","1","191","1","1","2","3","4","1.57","1.87","1","4","1","2"
"1984","Hesse","secondary school degree","2.17","2","193","1","1","3","4","4","2","2.34","1","4","2","2"
"1984","Lower Saxony","college entrance qualification","2.36","2","123","1","1","4","4","4","2.16","2.56","1","4","2","3"
"1984","Lower Saxony","lower secondary degree","1.8","1","670","1","1","3","3","4","1.72","1.88","1","4","1","2"
"1984","Lower Saxony","no degree/no degree yet","2.54","3","92","1","1","4","4","4","2.31","2.77","1","4","2","3"
"1984","Lower Saxony","Other degree","1.87","1.81","80","1","1","3","3","4","1.66","2.08","1","4","1","2"
"1984","Lower Saxony","secondary school degree","1.92","1","230","1","1","3","4","4","1.78","2.06","1","4","1","2"
"1984","Mecklenburg-Western Pomerania","college entrance qualification","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","lower secondary degree","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","Other degree","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","secondary school degree","","","","","","","","","","","","","",""
"1984","North Rhine-Westphalia","college entrance qualification","2.57","3","374","1","1","4","4","4","2.45","2.69","1","4","3","3"
"1984","North Rhine-Westphalia","lower secondary degree","1.77","1","1569","1","1","2","3","4","1.72","1.82","1","4","1","2"
"1984","North Rhine-Westphalia","no degree/no degree yet","2.01","2","385","1","1","3","4","4","1.9","2.12","1","4","1","2"
"1984","North Rhine-Westphalia","Other degree","1.8","1","364","1","1","2","4","4","1.69","1.91","1","4","1","2"
"1984","North Rhine-Westphalia","secondary school degree","2.1","2","485","1","1","3","4","4","2","2.2","1","4","2","2"
"1984","Rhineland-Palatinate,Saarland","college entrance qualification","2.4","3","62","1","1","3","4","4","2.11","2.69","1","4","2","3"
"1984","Rhineland-Palatinate,Saarland","lower secondary degree","1.83","1","544","1","1","2","3","4","1.74","1.92","1","4","1","2"
"1984","Rhineland-Palatinate,Saarland","no degree/no degree yet","1.9","2","75","1","1","2","3","4","1.68","2.12","1","4","1","2"
"1984","Rhineland-Palatinate,Saarland","Other degree","1.68","1","54","1","1","2","4","4","1.39","1.97","1","4","1","2"
"1984","Rhineland-Palatinate,Saarland","secondary school degree","2.07","2","110","1","1","3","4","4","1.86","2.28","1","4","1","2"
"1984","Saxony","college entrance qualification","","","","","","","","","","","","","",""
"1984","Saxony","lower secondary degree","","","","","","","","","","","","","",""
"1984","Saxony","no degree/no degree yet","","","","","","","","","","","","","",""
