"ple0081_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2002","Schleswig-Holstein","no migration background","204","0.33539070854493","0.29889840133181","0.37188301575805"
"Yes","2002","Schleswig-Holstein","direct migration background","15","","",""
"Yes","2002","Schleswig-Holstein","indirect migration background","5","","",""
"Yes","2002","Hamburg","no migration background","92","0.356755503015557","0.302366219325532","0.411144786705581"
"Yes","2002","Hamburg","direct migration background","5","","",""
"Yes","2002","Hamburg","indirect migration background","1","","",""
"Yes","2002","Lower Saxony","no migration background","541","0.30254630012832","0.280837416932508","0.324255183324133"
"Yes","2002","Lower Saxony","direct migration background","72","0.348797149089862","0.284642996846253","0.412951301333472"
"Yes","2002","Lower Saxony","indirect migration background","26","","",""
"Yes","2002","Bremen","no migration background","53","0.330177116064081","0.254411753009951","0.405942479118212"
"Yes","2002","Bremen","direct migration background","8","","",""
"Yes","2002","Bremen","indirect migration background","2","","",""
"Yes","2002","North Rhine-Westphalia","no migration background","1197","0.311748561259121","0.297197935124309","0.326299187393934"
"Yes","2002","North Rhine-Westphalia","direct migration background","280","0.339809644270122","0.306311563981063","0.37330772455918"
"Yes","2002","North Rhine-Westphalia","indirect migration background","103","0.423917792094913","0.360190545523918","0.487645038665908"
"Yes","2002","Hesse","no migration background","370","0.281912518703463","0.257283339592268","0.306541697814657"
"Yes","2002","Hesse","direct migration background","102","0.324351641300392","0.27065772539216","0.378045557208624"
"Yes","2002","Hesse","indirect migration background","36","0.542168326788704","0.427087802634335","0.657248850943074"
"Yes","2002","Rhineland-Palatinate,Saarland","no migration background","356","0.308066173216275","0.28114691071416","0.33498543571839"
"Yes","2002","Rhineland-Palatinate,Saarland","direct migration background","59","0.292367602132339","0.231426587403971","0.353308616860707"
"Yes","2002","Rhineland-Palatinate,Saarland","indirect migration background","18","","",""
"Yes","2002","Baden-Württemberg","no migration background","510","0.254871302202912","0.23568099322575","0.274061611180075"
"Yes","2002","Baden-Württemberg","direct migration background","214","0.311747027168375","0.275662464651739","0.347831589685011"
"Yes","2002","Baden-Württemberg","indirect migration background","85","0.451085494095994","0.383134429471297","0.519036558720691"
"Yes","2002","Bavaria","no migration background","774","0.276136408260497","0.259462920447739","0.292809896073254"
"Yes","2002","Bavaria","direct migration background","111","0.302682127651403","0.257827799583856","0.34753645571895"
"Yes","2002","Bavaria","indirect migration background","40","0.376749533607607","0.284502411485003","0.46899665573021"
"Yes","2002","Berlin","no migration background","278","0.400894776011152","0.365245843270217","0.436543708752087"
"Yes","2002","Berlin","direct migration background","23","","",""
"Yes","2002","Berlin","indirect migration background","13","","",""
"Yes","2002","Brandenburg","no migration background","267","0.291923676605667","0.263073491759892","0.320773861451442"
"Yes","2002","Brandenburg","direct migration background","1","","",""
"Yes","2002","Brandenburg","indirect migration background","1","","",""
"Yes","2002","Mecklenburg-Western Pomerania","no migration background","153","0.317622643052481","0.276856721965618","0.358388564139344"
"Yes","2002","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Yes","2002","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2002","Saxony","no migration background","419","0.255283156937201","0.234063940865936","0.276502373008465"
"Yes","2002","Saxony","direct migration background","9","","",""
"Yes","2002","Saxony","indirect migration background","","","",""
"Yes","2002","Saxony-Anhalt","no migration background","307","0.326301935076423","0.296265205728651","0.356338664424195"
"Yes","2002","Saxony-Anhalt","direct migration background","2","","",""
"Yes","2002","Saxony-Anhalt","indirect migration background","3","","",""
"Yes","2002","Thuringia","no migration background","293","0.298101449562944","0.268983342466718","0.327219556659171"
"Yes","2002","Thuringia","direct migration background","2","","",""
"Yes","2002","Thuringia","indirect migration background","4","","",""
"No","2002","Schleswig-Holstein","no migration background","439","0.66460929145507","0.62811698424195","0.701101598668191"
"No","2002","Schleswig-Holstein","direct migration background","56","0.784068505103003","0.688359254230007","0.879777755975998"
"No","2002","Schleswig-Holstein","indirect migration background","8","","",""
"No","2002","Hamburg","no migration background","206","0.643244496984444","0.588855213294419","0.697633780674468"
"No","2002","Hamburg","direct migration background","18","","",""
"No","2002","Hamburg","indirect migration background","7","","",""
"No","2002","Lower Saxony","no migration background","1179","0.69745369987168","0.675744816675867","0.719162583067492"
"No","2002","Lower Saxony","direct migration background","140","0.651202850910138","0.587048698666528","0.715357003153747"
"No","2002","Lower Saxony","indirect migration background","29","","",""
"No","2002","Bremen","no migration background","95","0.669822883935918","0.594057520881788","0.745588246990049"
"No","2002","Bremen","direct migration background","13","","",""
"No","2002","Bremen","indirect migration background","2","","",""
"No","2002","North Rhine-Westphalia","no migration background","2696","0.688251438740879","0.673700812606066","0.702802064875691"
"No","2002","North Rhine-Westphalia","direct migration background","488","0.660190355729878","0.62669227544082","0.693688436018937"
"No","2002","North Rhine-Westphalia","indirect migration background","128","0.576082207905087","0.512354961334092","0.639809454476082"
"No","2002","Hesse","no migration background","912","0.718087481296537","0.693458302185343","0.742716660407732"
"No","2002","Hesse","direct migration background","190","0.675648358699608","0.621954442791376","0.72934227460784"
"No","2002","Hesse","indirect migration background","36","0.457831673211295","0.342751149056926","0.572912197365665"
"No","2002","Rhineland-Palatinate,Saarland","no migration background","774","0.691933826783725","0.66501456428161","0.718853089285841"
"No","2002","Rhineland-Palatinate,Saarland","direct migration background","155","0.707632397867661","0.646691383139293","0.768573412596029"
"No","2002","Rhineland-Palatinate,Saarland","indirect migration background","18","","",""
"No","2002","Baden-Württemberg","no migration background","1471","0.745128697797088","0.725938388819925","0.76431900677425"
"No","2002","Baden-Württemberg","direct migration background","419","0.688252972831625","0.652168410314989","0.724337535348261"
"No","2002","Baden-Württemberg","indirect migration background","121","0.548914505904006","0.480963441279309","0.616865570528703"
"No","2002","Bavaria","no migration background","1988","0.723863591739503","0.707190103926746","0.740537079552261"
"No","2002","Bavaria","direct migration background","292","0.697317872348597","0.65246354428105","0.742172200416144"
"No","2002","Bavaria","indirect migration background","66","0.623250466392393","0.53100334426979","0.715497588514997"
"No","2002","Berlin","no migration background","448","0.599105223988849","0.563456291247914","0.634754156729784"
"No","2002","Berlin","direct migration background","49","0.688822335688069","0.581882463261135","0.795762208115004"
"No","2002","Berlin","indirect migration background","22","","",""
"No","2002","Brandenburg","no migration background","687","0.708076323394333","0.679226138548558","0.736926508240108"
"No","2002","Brandenburg","direct migration background","11","","",""
"No","2002","Brandenburg","indirect migration background","1","","",""
