"pli0080","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","16-34 y.","in school","39","0.189355777656655","0.128837079197214","0.249874476116097","1"
"Daily","1990","16-34 y.","inadequately","17","","","","1"
"Daily","1990","16-34 y.","general elemantary","157","0.159220506141731","0.13579338889282","0.182647623390642","1"
"Daily","1990","16-34 y.","middle vocational","140","0.0684128841270861","0.0565747753819127","0.0802509928722595","1"
"Daily","1990","16-34 y.","vocational + Abi","11","","","","1"
"Daily","1990","16-34 y.","higher vocational","4","","","","1"
"Daily","1990","16-34 y.","higher education","13","","","","1"
"Daily","1990","35-65 y.","in school","","","","","1"
"Daily","1990","35-65 y.","inadequately","53","0.116017326146946","0.086752060028428","0.145282592265463","1"
"Daily","1990","35-65 y.","general elemantary","52","0.0286239884291838","0.018999177690908","0.0382487991674595","1"
"Daily","1990","35-65 y.","middle vocational","66","0.019984903450793","0.0142716954423367","0.0256981114592493","1"
"Daily","1990","35-65 y.","vocational + Abi","2","","","","1"
"Daily","1990","35-65 y.","higher vocational","5","","","","1"
"Daily","1990","35-65 y.","higher education","8","","","","1"
"Daily","1990","66 and older","in school","","","","","1"
"Daily","1990","66 and older","inadequately","2","","","","1"
"Daily","1990","66 and older","general elemantary","18","","","","1"
"Daily","1990","66 and older","middle vocational","18","","","","1"
"Daily","1990","66 and older","vocational + Abi","","","","","1"
"Daily","1990","66 and older","higher vocational","3","","","","1"
"Daily","1990","66 and older","higher education","2","","","","1"
"Min 1x per month","1990","66 and older","vocational + Abi","7","","","","3"
"Min 1x per month","1990","35-65 y.","in school","","","","","3"
"Min 1x per month","1990","35-65 y.","inadequately","96","0.220954116614982","0.183039930087243","0.258868303142721","3"
"Min 1x per month","1990","35-65 y.","vocational + Abi","34","0.368341789747249","0.276516622485082","0.460166957009416","3"
"Min 1x per month","1990","66 and older","general elemantary","99","0.265038739456146","0.220894973393344","0.309182505518948","3"
"Min 1x per month","1990","66 and older","middle vocational","153","0.259877764964518","0.221436349004794","0.298319180924241","3"
"Min 1x per month","1990","35-65 y.","general elemantary","350","0.332419296004576","0.305228092034632","0.359610499974519","3"
"Min 1x per month","1990","35-65 y.","middle vocational","837","0.371620909595415","0.351893341107734","0.391348478083096","3"
"Min 1x per month","1990","35-65 y.","higher vocational","107","0.375690715102068","0.318760762661627","0.43262066754251","3"
"Min 1x per month","1990","35-65 y.","higher education","174","0.409022365956313","0.362978679637696","0.45506605227493","3"
"Min 1x per month","1990","66 and older","in school","","","","","3"
"Min 1x per month","1990","66 and older","inadequately","3","","","","3"
"Min 1x per month","1990","66 and older","higher vocational","22","","","","3"
"Min 1x per month","1990","66 and older","higher education","19","","","","3"
"Min 1x per month","1990","16-34 y.","in school","25","","","","3"
"Min 1x per month","1990","16-34 y.","inadequately","24","","","","3"
"Min 1x per month","1990","16-34 y.","general elemantary","147","0.193257501131716","0.167975354639537","0.218539647623896","3"
"Min 1x per month","1990","16-34 y.","middle vocational","409","0.24399230122962","0.223852609942165","0.264131992517075","3"
"Min 1x per month","1990","16-34 y.","vocational + Abi","40","0.262804211446085","0.195643745281859","0.32996467761031","3"
"Min 1x per month","1990","16-34 y.","higher vocational","47","0.25395809458463","0.187542699541365","0.320373489627894","3"
"Min 1x per month","1990","16-34 y.","higher education","49","0.241778259868109","0.182290407146201","0.301266112590017","3"
"Min 1x per week","1990","66 and older","in school","","","","","2"
"Min 1x per week","1990","66 and older","inadequately","6","","","","2"
"Min 1x per week","1990","66 and older","general elemantary","131","0.345183908572266","0.297632058170865","0.392735758973668","2"
"Min 1x per week","1990","66 and older","middle vocational","149","0.328748709619097","0.287573323155405","0.369924096082788","2"
"Min 1x per week","1990","66 and older","vocational + Abi","7","","","","2"
"Min 1x per week","1990","66 and older","higher vocational","18","","","","2"
"Min 1x per week","1990","66 and older","higher education","23","","","","2"
"Min 1x per week","1990","16-34 y.","in school","82","0.549854756605314","0.473006241757054","0.626703271453575","2"
"Min 1x per week","1990","16-34 y.","inadequately","96","0.568523707500082","0.491539385765222","0.645508029234943","2"
"Min 1x per week","1990","16-34 y.","general elemantary","514","0.516586769821839","0.48458977424119","0.548583765402488","2"
"Min 1x per week","1990","16-34 y.","middle vocational","953","0.540164506158392","0.516794119076957","0.563534893239827","2"
"Min 1x per week","1990","16-34 y.","vocational + Abi","92","0.547713285212108","0.471769948961062","0.623656621463154","2"
"Min 1x per week","1990","16-34 y.","higher vocational","83","0.548569161044806","0.472638457214184","0.624499864875428","2"
"Min 1x per week","1990","16-34 y.","higher education","121","0.613772926475748","0.546126201848575","0.681419651102922","2"
"Min 1x per week","1990","35-65 y.","in school","","","","","2"
