"pli0080","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","no migration background","West Germany","303","0.0452641651639463","0.0402677773832682","0.0502605529446244","1"
"Daily","1990","no migration background","East Germany","","","","","1"
"Daily","1990","direct migration background","West Germany","263","0.0818545707324812","0.071197507961207","0.0925116335037553","1"
"Daily","1990","direct migration background","East Germany","","","","","1"
"Daily","1990","indirect migration background","West Germany","61","0.147742130048069","0.107180806865728","0.18830345323041","1"
"Daily","1990","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1990","no migration background","East Germany","","","","","3"
"Min 1x per month","1990","no migration background","West Germany","2078","0.308464236372489","0.29736362239666","0.319564850348319","3"
"Min 1x per month","1990","direct migration background","West Germany","557","0.2598206807524","0.242772986436132","0.276868375068668","3"
"Min 1x per month","1990","direct migration background","East Germany","","","","","3"
"Min 1x per month","1990","indirect migration background","West Germany","38","0.146924404192754","0.106456086194307","0.187392722191202","3"
"Min 1x per month","1990","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1990","no migration background","East Germany","","","","","2"
"Min 1x per week","1990","no migration background","West Germany","2616","0.388877676833053","0.377160908334681","0.400594445331424","2"
"Min 1x per week","1990","direct migration background","West Germany","1328","0.437215134667913","0.41793193419535","0.456498335140476","2"
"Min 1x per week","1990","direct migration background","East Germany","","","","","2"
"Min 1x per week","1990","indirect migration background","West Germany","157","0.532241219042523","0.475206454512565","0.589275983572482","2"
"Min 1x per week","1990","indirect migration background","East Germany","","","","","2"
"Never","1990","no migration background","West Germany","170","0.0308170053866695","0.0266633029796377","0.0349707077937012","5"
"Never","1990","no migration background","East Germany","","","","","5"
"Never","1990","direct migration background","West Germany","77","0.0428772066722871","0.0350020828757192","0.050752330468855","5"
"Never","1990","direct migration background","East Germany","","","","","5"
"Never","1990","indirect migration background","West Germany","9","","","","5"
"Never","1990","indirect migration background","East Germany","","","","","5"
"Rarely","1990","no migration background","East Germany","","","","","4"
"Rarely","1990","direct migration background","West Germany","317","0.178232407174919","0.163354968819026","0.193109845530812","4"
"Rarely","1990","no migration background","West Germany","1483","0.226576916243842","0.21651562630886","0.236638206178824","4"
"Rarely","1990","indirect migration background","West Germany","29","","","","4"
"Rarely","1990","direct migration background","East Germany","","","","","4"
"Rarely","1990","indirect migration background","East Germany","","","","","4"
"Daily","1991","no migration background","West Germany","","","","","1"
"Daily","1991","no migration background","East Germany","","","","","1"
"Daily","1991","direct migration background","West Germany","","","","","1"
"Daily","1991","direct migration background","East Germany","","","","","1"
"Daily","1991","indirect migration background","West Germany","","","","","1"
"Daily","1991","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1991","no migration background","East Germany","","","","","3"
"Min 1x per month","1991","no migration background","West Germany","","","","","3"
"Min 1x per month","1991","direct migration background","West Germany","","","","","3"
"Min 1x per month","1991","direct migration background","East Germany","","","","","3"
"Min 1x per month","1991","indirect migration background","West Germany","","","","","3"
"Min 1x per month","1991","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1991","no migration background","West Germany","","","","","2"
"Min 1x per week","1991","no migration background","East Germany","","","","","2"
"Min 1x per week","1991","direct migration background","West Germany","","","","","2"
"Min 1x per week","1991","direct migration background","East Germany","","","","","2"
"Min 1x per week","1991","indirect migration background","West Germany","","","","","2"
"Min 1x per week","1991","indirect migration background","East Germany","","","","","2"
"Never","1991","no migration background","West Germany","","","","","5"
"Never","1991","no migration background","East Germany","","","","","5"
"Never","1991","direct migration background","West Germany","","","","","5"
"Never","1991","direct migration background","East Germany","","","","","5"
"Never","1991","indirect migration background","West Germany","","","","","5"
"Never","1991","indirect migration background","East Germany","","","","","5"
"Rarely","1991","no migration background","East Germany","","","","","4"
"Rarely","1991","no migration background","West Germany","","","","","4"
"Rarely","1991","direct migration background","West Germany","","","","","4"
"Rarely","1991","direct migration background","East Germany","","","","","4"
"Rarely","1991","indirect migration background","West Germany","","","","","4"
"Rarely","1991","indirect migration background","East Germany","","","","","4"
"Daily","1992","no migration background","West Germany","","","","","1"
"Daily","1992","no migration background","East Germany","","","","","1"
"Daily","1992","direct migration background","West Germany","","","","","1"
"Daily","1992","direct migration background","East Germany","","","","","1"
"Daily","1992","indirect migration background","West Germany","","","","","1"
"Daily","1992","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1992","no migration background","East Germany","","","","","3"
"Min 1x per month","1992","no migration background","West Germany","","","","","3"
"Min 1x per month","1992","direct migration background","West Germany","","","","","3"
"Min 1x per month","1992","direct migration background","East Germany","","","","","3"
"Min 1x per month","1992","indirect migration background","West Germany","","","","","3"
"Min 1x per month","1992","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1992","no migration background","West Germany","","","","","2"
"Min 1x per week","1992","direct migration background","West Germany","","","","","2"
"Min 1x per week","1992","no migration background","East Germany","","","","","2"
"Min 1x per week","1992","indirect migration background","West Germany","","","","","2"
"Min 1x per week","1992","direct migration background","East Germany","","","","","2"
"Min 1x per week","1992","indirect migration background","East Germany","","","","","2"
"Never","1992","no migration background","West Germany","","","","","5"
"Never","1992","no migration background","East Germany","","","","","5"
"Never","1992","direct migration background","West Germany","","","","","5"
"Never","1992","direct migration background","East Germany","","","","","5"
"Never","1992","indirect migration background","West Germany","","","","","5"
"Never","1992","indirect migration background","East Germany","","","","","5"
"Rarely","1992","no migration background","West Germany","","","","","4"
