"pli0080","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Daily","1990","no migration background","Urban Area","239","0.0471796492862067","0.0413561133493672","0.0530031852230462"
"Daily","1990","no migration background","Rural Area","64","0.0389840125213578","0.0293729159811446","0.0485951090615711"
"Daily","1990","direct migration background","Urban Area","231","0.0843078788794602","0.0727681181868474","0.095847639572073"
"Daily","1990","direct migration background","Rural Area","32","0.0672815925699006","0.0396175133634823","0.0949456717763189"
"Daily","1990","indirect migration background","Urban Area","58","0.163979471063499","0.118712155486731","0.209246786640268"
"Daily","1990","indirect migration background","Rural Area","3","","",""
"Min 1x per week","1990","no migration background","Urban Area","2078","0.403205116988096","0.389731647089602","0.416678586886591"
"Min 1x per week","1990","no migration background","Rural Area","538","0.341903384482853","0.318349589370113","0.365457179595592"
"Min 1x per week","1990","direct migration background","Urban Area","1172","0.443468566933748","0.422835477864387","0.464101656003109"
"Min 1x per week","1990","direct migration background","Rural Area","156","0.400068911531039","0.345967212972309","0.45417061008977"
"Min 1x per week","1990","indirect migration background","Urban Area","140","0.548722435825019","0.487883759077244","0.609561112572794"
"Min 1x per week","1990","indirect migration background","Rural Area","17","","",""
"Min 1x per month","1990","no migration background","Urban Area","1540","0.299761795647486","0.287177905012482","0.312345686282489"
"Min 1x per month","1990","no migration background","Rural Area","538","0.336996269335315","0.31352509079833","0.360467447872299"
"Min 1x per month","1990","direct migration background","Urban Area","490","0.264322278853283","0.246007626910257","0.282636930796308"
"Min 1x per month","1990","direct migration background","Rural Area","67","0.233080586605785","0.186390924488882","0.279770248722687"
"Min 1x per month","1990","indirect migration background","Urban Area","29","","",""
"Min 1x per month","1990","indirect migration background","Rural Area","9","","",""
"Rarely","1990","no migration background","Urban Area","1103","0.218707459182129","0.207353625446993","0.230061292917266"
"Rarely","1990","no migration background","Rural Area","380","0.252377908790589","0.230808854880414","0.273946962700764"
"Rarely","1990","direct migration background","Urban Area","264","0.163475272617905","0.148116609689265","0.178833935546544"
"Rarely","1990","direct migration background","Rural Area","53","0.265891758042216","0.217102377747924","0.314681138336508"
"Rarely","1990","indirect migration background","Urban Area","23","","",""
"Rarely","1990","indirect migration background","Rural Area","6","","",""
"Never","1990","no migration background","Urban Area","132","0.031145978896082","0.0263747081748203","0.0359172496173437"
"Never","1990","no migration background","Rural Area","38","0.0297384248698858","0.0213037613616631","0.0381730883781084"
"Never","1990","direct migration background","Urban Area","70","0.0444260027156046","0.0358686631905834","0.0529833422406257"
"Never","1990","direct migration background","Rural Area","7","","",""
"Never","1990","indirect migration background","Urban Area","7","","",""
"Never","1990","indirect migration background","Rural Area","2","","",""
"Daily","1991","no migration background","Urban Area","","","",""
"Daily","1991","no migration background","Rural Area","","","",""
"Daily","1991","direct migration background","Urban Area","","","",""
"Daily","1991","direct migration background","Rural Area","","","",""
"Daily","1991","indirect migration background","Urban Area","","","",""
"Daily","1991","indirect migration background","Rural Area","","","",""
"Min 1x per week","1991","no migration background","Urban Area","","","",""
"Min 1x per week","1991","no migration background","Rural Area","","","",""
"Min 1x per week","1991","direct migration background","Urban Area","","","",""
"Min 1x per week","1991","direct migration background","Rural Area","","","",""
"Min 1x per week","1991","indirect migration background","Urban Area","","","",""
"Min 1x per week","1991","indirect migration background","Rural Area","","","",""
"Min 1x per month","1991","no migration background","Urban Area","","","",""
"Min 1x per month","1991","no migration background","Rural Area","","","",""
"Min 1x per month","1991","direct migration background","Urban Area","","","",""
