"pli0080","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","no migration background","in school","19","","","","1"
"Daily","1990","no migration background","inadequately","5","","","","1"
"Daily","1990","no migration background","general elemantary","97","0.0617730947905261","0.0496022080205158","0.0739439815605364","1"
"Daily","1990","no migration background","middle vocational","134","0.0356821498098466","0.0296668280323542","0.0416974715873389","1"
"Daily","1990","no migration background","vocational + Abi","8","","","","1"
"Daily","1990","no migration background","higher vocational","12","","","","1"
"Daily","1990","no migration background","higher education","20","","","","1"
"Daily","1990","direct migration background","in school","9","","","","1"
"Daily","1990","direct migration background","inadequately","66","0.128280627095389","0.100434673524255","0.156126580666522","1"
"Daily","1990","direct migration background","general elemantary","100","0.103760040679054","0.0833195059924269","0.12420057536568","1"
"Daily","1990","direct migration background","middle vocational","74","0.0672149132337336","0.0498962671773588","0.0845335592901084","1"
"Daily","1990","direct migration background","vocational + Abi","5","","","","1"
"Daily","1990","direct migration background","higher vocational","","","","","1"
"Daily","1990","direct migration background","higher education","2","","","","1"
"Daily","1990","indirect migration background","in school","11","","","","1"
"Daily","1990","indirect migration background","inadequately","1","","","","1"
"Daily","1990","indirect migration background","general elemantary","30","0.195554766641423","0.123377315584485","0.267732217698361","1"
"Daily","1990","indirect migration background","middle vocational","16","","","","1"
"Daily","1990","indirect migration background","vocational + Abi","","","","","1"
"Daily","1990","indirect migration background","higher vocational","","","","","1"
"Daily","1990","indirect migration background","higher education","1","","","","1"
"Min 1x per month","1990","indirect migration background","vocational + Abi","1","","","","3"
"Min 1x per month","1990","direct migration background","in school","5","","","","3"
"Min 1x per month","1990","direct migration background","inadequately","106","0.188208536114091","0.155659726711775","0.220757345516406","3"
"Min 1x per month","1990","direct migration background","vocational + Abi","23","","","","3"
"Min 1x per month","1990","indirect migration background","general elemantary","13","","","","3"
"Min 1x per month","1990","indirect migration background","middle vocational","14","","","","3"
"Min 1x per month","1990","direct migration background","general elemantary","163","0.202020614307239","0.175107824872088","0.22893340374239","3"
"Min 1x per month","1990","direct migration background","middle vocational","193","0.280303062992924","0.249237511538649","0.311368614447199","3"
"Min 1x per month","1990","direct migration background","higher vocational","18","","","","3"
"Min 1x per month","1990","direct migration background","higher education","32","0.470466371895273","0.367347559643854","0.573585184146693","3"
"Min 1x per month","1990","indirect migration background","in school","3","","","","3"
"Min 1x per month","1990","indirect migration background","inadequately","4","","","","3"
"Min 1x per month","1990","indirect migration background","higher vocational","1","","","","3"
"Min 1x per month","1990","indirect migration background","higher education","","","","","3"
"Min 1x per month","1990","no migration background","in school","17","","","","3"
"Min 1x per month","1990","no migration background","inadequately","13","","","","3"
"Min 1x per month","1990","no migration background","general elemantary","420","0.291838578023091","0.268855611569185","0.314821544476996","3"
"Min 1x per month","1990","no migration background","middle vocational","1192","0.315939346213421","0.300863822157553","0.331014870269289","3"
"Min 1x per month","1990","no migration background","vocational + Abi","57","0.300561559196259","0.235537680233367","0.36558543815915","3"
"Min 1x per month","1990","no migration background","higher vocational","157","0.325623253232401","0.282706747842763","0.36853975862204","3"
"Min 1x per month","1990","no migration background","higher education","210","0.338450749877909","0.300776847332213","0.376124652423605","3"
"Min 1x per week","1990","indirect migration background","in school","13","","","","2"
"Min 1x per week","1990","indirect migration background","inadequately","10","","","","2"
"Min 1x per week","1990","indirect migration background","general elemantary","57","0.523865600278814","0.432980264340916","0.614750936216713","2"
"Min 1x per week","1990","indirect migration background","middle vocational","56","0.550817302470081","0.451316227899195","0.650318377040968","2"
"Min 1x per week","1990","indirect migration background","vocational + Abi","3","","","","2"
"Min 1x per week","1990","indirect migration background","higher vocational","5","","","","2"
"Min 1x per week","1990","indirect migration background","higher education","2","","","","2"
"Min 1x per week","1990","no migration background","in school","57","0.554507678633293","0.457576990081524","0.651438367185062","2"
"Min 1x per week","1990","no migration background","inadequately","30","0.437076281539353","0.316490859863861","0.557661703214845","2"
"Min 1x per week","1990","no migration background","general elemantary","549","0.352626262838192","0.328471461699281","0.376781063977103","2"
"Min 1x per week","1990","no migration background","middle vocational","1418","0.385782950532329","0.369997546444599","0.40156835462006","2"
"Min 1x per week","1990","no migration background","vocational + Abi","91","0.472487204269786","0.401685627031663","0.543288781507909","2"
"Min 1x per week","1990","no migration background","higher vocational","167","0.367893283192913","0.323728969698077","0.412057596687749","2"
"Min 1x per week","1990","no migration background","higher education","267","0.450502245620709","0.410888745223831","0.490115746017587","2"
"Min 1x per week","1990","direct migration background","in school","12","","","","2"
"Min 1x per week","1990","direct migration background","inadequately","305","0.526441010407601","0.484863822882316","0.568018197932887","2"
"Min 1x per week","1990","direct migration background","general elemantary","459","0.461044515976741","0.427631712863071","0.49445731909041","2"
"Min 1x per week","1990","direct migration background","middle vocational","411","0.418990418330007","0.384864526378949","0.453116310281065","2"
"Min 1x per week","1990","direct migration background","vocational + Abi","54","0.523695696568848","0.423789084983729","0.623602308153966","2"
"Min 1x per week","1990","direct migration background","higher vocational","17","","","","2"
"Min 1x per week","1990","direct migration background","higher education","36","0.306125211330598","0.21090767521752","0.401342747443676","2"
"Never","1990","indirect migration background","in school","1","","","","5"
"Never","1990","indirect migration background","vocational + Abi","1","","","","5"
"Never","1990","indirect migration background","inadequately","2","","","","5"
"Never","1990","indirect migration background","general elemantary","1","","","","5"
"Never","1990","indirect migration background","middle vocational","4","","","","5"
"Never","1990","direct migration background","in school","","","","","5"
"Never","1990","direct migration background","inadequately","16","","","","5"
"Never","1990","direct migration background","general elemantary","38","0.0562975743530744","0.0408476125196388","0.07174753618651","5"
"Never","1990","indirect migration background","higher vocational","","","","","5"
"Never","1990","indirect migration background","higher education","","","","","5"
"Never","1990","direct migration background","middle vocational","17","","","","5"
"Never","1990","direct migration background","vocational + Abi","2","","","","5"
"Never","1990","direct migration background","higher vocational","2","","","","5"
"Never","1990","direct migration background","higher education","1","","","","5"
"Never","1990","no migration background","in school","1","","","","5"
"Never","1990","no migration background","inadequately","6","","","","5"
"Never","1990","no migration background","general elemantary","60","0.0487357704973901","0.0378504028396356","0.0596211381551446","5"
"Never","1990","no migration background","middle vocational","82","0.028080161316973","0.0227229561675299","0.0334373664664161","5"
"Never","1990","no migration background","vocational + Abi","4","","","","5"
"Never","1990","no migration background","higher vocational","9","","","","5"
"Never","1990","no migration background","higher education","7","","","","5"
"Rarely","1990","no migration background","general elemantary","377","0.245026293850801","0.223282222746896","0.266770364954707","4"
"Rarely","1990","no migration background","middle vocational","827","0.23451539212743","0.220775694907623","0.248255089347237","4"
"Rarely","1990","no migration background","vocational + Abi","31","0.15138704886865","0.100555821462006","0.202218276275294","4"
"Rarely","1990","no migration background","higher vocational","113","0.25493024622641","0.215016315293072","0.294844177159748","4"
"Rarely","1990","no migration background","higher education","102","0.163995056752982","0.134514778362768","0.193475335143197","4"
"Rarely","1990","direct migration background","in school","1","","","","4"
"Rarely","1990","direct migration background","inadequately","61","0.114224015775002","0.0877369486862324","0.140711082863771","4"
"Rarely","1990","direct migration background","general elemantary","95","0.176877254683892","0.151301213094854","0.202453296272931","4"
"Rarely","1990","direct migration background","middle vocational","108","0.189619555921353","0.162506631899964","0.216732479942742","4"
"Rarely","1990","direct migration background","vocational + Abi","12","","","","4"
"Rarely","1990","direct migration background","higher vocational","12","","","","4"
"Rarely","1990","direct migration background","higher education","19","","","","4"
"Rarely","1990","indirect migration background","in school","5","","","","4"
"Rarely","1990","indirect migration background","inadequately","1","","","","4"
"Rarely","1990","no migration background","in school","7","","","","4"
"Rarely","1990","no migration background","inadequately","11","","","","4"
"Rarely","1990","indirect migration background","general elemantary","15","","","","4"
"Rarely","1990","indirect migration background","middle vocational","6","","","","4"
"Rarely","1990","indirect migration background","vocational + Abi","2","","","","4"
"Rarely","1990","indirect migration background","higher vocational","","","","","4"
"Rarely","1990","indirect migration background","higher education","","","","","4"
"Daily","1991","no migration background","in school","","","","","1"
"Daily","1991","no migration background","inadequately","","","","","1"
"Daily","1991","no migration background","general elemantary","","","","","1"
"Daily","1991","no migration background","middle vocational","","","","","1"
"Daily","1991","no migration background","vocational + Abi","","","","","1"
"Daily","1991","no migration background","higher vocational","","","","","1"
"Daily","1991","no migration background","higher education","","","","","1"
"Daily","1991","direct migration background","in school","","","","","1"
"Daily","1991","direct migration background","inadequately","","","","","1"
"Daily","1991","direct migration background","general elemantary","","","","","1"
"Daily","1991","direct migration background","middle vocational","","","","","1"
"Daily","1991","direct migration background","vocational + Abi","","","","","1"
"Daily","1991","direct migration background","higher vocational","","","","","1"
"Daily","1991","direct migration background","higher education","","","","","1"
"Daily","1991","indirect migration background","in school","","","","","1"
"Daily","1991","indirect migration background","inadequately","","","","","1"
"Daily","1991","indirect migration background","general elemantary","","","","","1"
"Daily","1991","indirect migration background","middle vocational","","","","","1"
"Daily","1991","indirect migration background","vocational + Abi","","","","","1"
"Daily","1991","indirect migration background","higher vocational","","","","","1"
"Daily","1991","indirect migration background","higher education","","","","","1"
"Min 1x per month","1991","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","1991","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","1991","direct migration background","in school","","","","","3"
"Min 1x per month","1991","direct migration background","inadequately","","","","","3"
"Min 1x per month","1991","direct migration background","general elemantary","","","","","3"
"Min 1x per month","1991","direct migration background","middle vocational","","","","","3"
"Min 1x per month","1991","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","1991","direct migration background","higher vocational","","","","","3"
"Min 1x per month","1991","direct migration background","higher education","","","","","3"
"Min 1x per month","1991","indirect migration background","in school","","","","","3"
"Min 1x per month","1991","indirect migration background","inadequately","","","","","3"
"Min 1x per month","1991","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","1991","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","1991","indirect migration background","higher education","","","","","3"
"Min 1x per month","1991","no migration background","in school","","","","","3"
"Min 1x per month","1991","no migration background","inadequately","","","","","3"
"Min 1x per month","1991","no migration background","general elemantary","","","","","3"
"Min 1x per month","1991","no migration background","middle vocational","","","","","3"
"Min 1x per month","1991","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","1991","no migration background","higher vocational","","","","","3"
"Min 1x per month","1991","no migration background","higher education","","","","","3"
"Min 1x per week","1991","indirect migration background","in school","","","","","2"
"Min 1x per week","1991","indirect migration background","inadequately","","","","","2"
"Min 1x per week","1991","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","1991","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","1991","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","1991","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","1991","indirect migration background","higher education","","","","","2"
"Min 1x per week","1991","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","1991","direct migration background","higher vocational","","","","","2"
"Min 1x per week","1991","direct migration background","higher education","","","","","2"
"Min 1x per week","1991","no migration background","in school","","","","","2"
"Min 1x per week","1991","no migration background","inadequately","","","","","2"
"Min 1x per week","1991","no migration background","general elemantary","","","","","2"
"Min 1x per week","1991","no migration background","middle vocational","","","","","2"
"Min 1x per week","1991","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","1991","no migration background","higher vocational","","","","","2"
"Min 1x per week","1991","no migration background","higher education","","","","","2"
"Min 1x per week","1991","direct migration background","in school","","","","","2"
