"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Rural Area","Female","1.62","1","828","1","1","2","3","4","1.56","1.68","1","4","1","1"
"1990","Rural Area","Male","1.46","1","793","1","1","2","2","4","1.41","1.51","1","4","1","1"
"1990","Urban Area","Female","1.57","1","2842","1","1","2","3","4","1.54","1.6","1","4","1","1"
"1990","Urban Area","Male","1.47","1","2614","1","1","2","2","4","1.44","1.5","1","4","1","1"
"1991","Rural Area","Female","","","","","","","","","","","","","",""
"1991","Rural Area","Male","","","","","","","","","","","","","",""
"1991","Urban Area","Female","","","","","","","","","","","","","",""
"1991","Urban Area","Male","","","","","","","","","","","","","",""
"1992","Rural Area","Female","1.61","1","2127","1","1","2","4","4","1.57","1.65","1","4","1","1"
"1992","Rural Area","Male","1.41","1","1982","1","1","2","2","4","1.38","1.44","1","4","1","1"
"1992","Urban Area","Female","1.54","1","3535","1","1","2","3","4","1.51","1.57","1","4","1","1"
"1992","Urban Area","Male","1.44","1","3175","1","1","2","2","4","1.42","1.46","1","4","1","1"
"1993","Rural Area","Female","","","","","","","","","","","","","",""
"1993","Rural Area","Male","","","","","","","","","","","","","",""
"1993","Urban Area","Female","","","","","","","","","","","","","",""
"1993","Urban Area","Male","","","","","","","","","","","","","",""
"1994","Rural Area","Female","","","","","","","","","","","","","",""
"1994","Rural Area","Male","","","","","","","","","","","","","",""
"1994","Urban Area","Female","","","","","","","","","","","","","",""
"1994","Urban Area","Male","","","","","","","","","","","","","",""
"1995","Rural Area","Female","1.58","1","2151","1","1","2","3","4","1.55","1.61","1","4","1","1"
"1995","Rural Area","Male","1.41","1","2027","1","1","2","2","4","1.38","1.44","1","4","1","1"
"1995","Urban Area","Female","1.51","1","3705","1","1","2","3","4","1.49","1.53","1","4","1","1"
"1995","Urban Area","Male","1.41","1","3291","1","1","2","2","4","1.39","1.43","1","4","1","1"
"1996","Rural Area","Female","","","","","","","","","","","","","",""
"1996","Rural Area","Male","","","","","","","","","","","","","",""
"1996","Urban Area","Female","","","","","","","","","","","","","",""
"1996","Urban Area","Male","","","","","","","","","","","","","",""
"1997","Rural Area","Female","","","","","","","","","","","","","",""
"1997","Rural Area","Male","","","","","","","","","","","","","",""
"1997","Urban Area","Female","","","","","","","","","","","","","",""
"1997","Urban Area","Male","","","","","","","","","","","","","",""
"1998","Rural Area","Female","","","","","","","","","","","","","",""
"1998","Rural Area","Male","","","","","","","","","","","","","",""
"1998","Urban Area","Female","","","","","","","","","","","","","",""
"1998","Urban Area","Male","","","","","","","","","","","","","",""
"1999","Rural Area","Female","","","","","","","","","","","","","",""
"1999","Rural Area","Male","","","","","","","","","","","","","",""
"1999","Urban Area","Female","","","","","","","","","","","","","",""
"1999","Urban Area","Male","","","","","","","","","","","","","",""
"2000","Rural Area","Female","","","","","","","","","","","","","",""
"2000","Rural Area","Male","","","","","","","","","","","","","",""
"2000","Urban Area","Female","","","","","","","","","","","","","",""
"2000","Urban Area","Male","","","","","","","","","","","","","",""
"2001","Rural Area","Female","","","","","","","","","","","","","",""
"2001","Rural Area","Male","","","","","","","","","","","","","",""
"2001","Urban Area","Female","","","","","","","","","","","","","",""
"2001","Urban Area","Male","","","","","","","","","","","","","",""
"2002","Rural Area","Female","","","","","","","","","","","","","",""
"2002","Rural Area","Male","","","","","","","","","","","","","",""
"2002","Urban Area","Female","","","","","","","","","","","","","",""
"2002","Urban Area","Male","","","","","","","","","","","","","",""
"2003","Rural Area","Female","","","","","","","","","","","","","",""
"2003","Rural Area","Male","","","","","","","","","","","","","",""
"2003","Urban Area","Female","","","","","","","","","","","","","",""
"2003","Urban Area","Male","","","","","","","","","","","","","",""
"2004","Rural Area","Female","1.53","1","3661","1","1","2","3","4","1.51","1.55","1","4","1","1"
"2004","Rural Area","Male","1.5","1","3449","1","1","2","2","4","1.48","1.52","1","4","1","1"
"2004","Urban Area","Female","1.53","1","7442","1","1","2","3","4","1.51","1.55","1","4","1","1"
"2004","Urban Area","Male","1.46","1","6895","1","1","2","2","4","1.44","1.48","1","4","1","1"
"2005","Rural Area","Female","","","","","","","","","","","","","",""
"2005","Rural Area","Male","","","","","","","","","","","","","",""
"2005","Urban Area","Female","","","","","","","","","","","","","",""
"2005","Urban Area","Male","","","","","","","","","","","","","",""
"2006","Rural Area","Female","","","","","","","","","","","","","",""
"2006","Rural Area","Male","","","","","","","","","","","","","",""
"2006","Urban Area","Female","","","","","","","","","","","","","",""
"2006","Urban Area","Male","","","","","","","","","","","","","",""
"2007","Rural Area","Female","","","","","","","","","","","","","",""
"2007","Rural Area","Male","","","","","","","","","","","","","",""
"2007","Urban Area","Female","","","","","","","","","","","","","",""
"2007","Urban Area","Male","","","","","","","","","","","","","",""
"2008","Rural Area","Female","1.57","1","3352","1","1","2","3","4","1.54","1.6","1","4","1","1"
"2008","Rural Area","Male","1.53","1","3146","1","1","2","2","4","1.51","1.55","1","4","1","1"
"2008","Urban Area","Female","1.52","1","6676","1","1","2","3","4","1.5","1.54","1","4","1","1"
"2008","Urban Area","Male","1.49","1","6041","1","1","2","2","4","1.47","1.51","1","4","1","1"
"2009","Rural Area","Female","","","","","","","","","","","","","",""
"2009","Rural Area","Male","","","","","","","","","","","","","",""
"2009","Urban Area","Female","","","","","","","","","","","","","",""
"2009","Urban Area","Male","","","","","","","","","","","","","",""
"2010","Rural Area","Female","1.32","1","1510","1","1","2","2","4","1.29","1.35","1","4","1","1"
"2010","Rural Area","Male","1.25","1","1054","1","1","1","2","3","1.22","1.28","1","4","1","1"
"2010","Urban Area","Female","1.33","1","2823","1","1","2","2","4","1.31","1.35","1","4","1","1"
"2010","Urban Area","Male","1.25","1","1922","1","1","1","2","3","1.23","1.27","1","4","1","1"
