"year","age_gr","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","Baden-Württemberg","1.39","1","445","1","1","2","2","4","1.33","1.45","1","4","1","1"
"1990","16-34 y.","Bavaria","1.46","1","477","1","1","2","2","4","1.4","1.52","1","4","1","1"
"1990","16-34 y.","Berlin","1.35","1","73","1","1","2","2","3","1.22","1.48","1","3","1","1"
"1990","16-34 y.","Brandenburg","","","","","","","","","","","","","",""
"1990","16-34 y.","Bremen","","","","","","","","","","","","","",""
"1990","16-34 y.","Hamburg","1.57","1","40","1","1","2","3","4","1.32","1.82","1","4","1","1"
"1990","16-34 y.","Hesse","1.51","1","229","1","1","2","3","3","1.42","1.6","1","4","1","1"
"1990","16-34 y.","Lower Saxony","1.35","1","305","1","1","2","2","4","1.28","1.42","1","4","1","1"
"1990","16-34 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1990","16-34 y.","North Rhine-Westphalia","1.35","1","716","1","1","2","2","4","1.3","1.4","1","4","1","1"
"1990","16-34 y.","Rhineland-Palatinate,Saarland","1.46","1","212","1","1","2","2","4","1.37","1.55","1","4","1","1"
"1990","16-34 y.","Saxony","","","","","","","","","","","","","",""
"1990","16-34 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1990","16-34 y.","Schleswig-Holstein","1.23","1","85","1","1","1","2","3","1.13","1.33","1","3","1","1"
"1990","16-34 y.","Thuringia","","","","","","","","","","","","","",""
"1990","35-65 y.","Baden-Württemberg","1.43","1","545","1","1","2","2","4","1.38","1.48","1","4","1","1"
"1990","35-65 y.","Bavaria","1.44","1","594","1","1","2","2","4","1.39","1.49","1","4","1","1"
"1990","35-65 y.","Berlin","1.59","1","126","1","1","2","2","4","1.46","1.72","1","4","1","1"
"1990","35-65 y.","Brandenburg","","","","","","","","","","","","","",""
"1990","35-65 y.","Bremen","1.21","1","33","1","1","1","2","4","1","1.42","1","4","1","1"
