"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","East Germany","","","","","","","","","","","","","",""
"1990","direct migration background","West Germany","1.48","1","436","1","1","2","3","4","1.41","1.55","1","4","1","1"
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","1.54","1","55","1","1","2","2","4","1.32","1.76","1","4","1","1"
"1990","no migration background","East Germany","","","","","","","","","","","","","",""
"1990","no migration background","West Germany","1.53","1","6586","1","1","2","3","4","1.51","1.55","1","4","1","1"
"1991","direct migration background","East Germany","","","","","","","","","","","","","",""
"1991","direct migration background","West Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1991","no migration background","East Germany","","","","","","","","","","","","","",""
"1991","no migration background","West Germany","","","","","","","","","","","","","",""
"1992","direct migration background","East Germany","1.62","1","145","1","1","2","4","4","1.48","1.76","1","4","1","1"
"1992","direct migration background","West Germany","1.42","1","431","1","1","2","2","4","1.35","1.49","1","4","1","1"
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","1.33","1","70","1","1","2","2","3","1.16","1.5","1","4","1","1"
"1992","no migration background","East Germany","1.49","1","3786","1","1","2","3","4","1.47","1.51","1","4","1","1"
"1992","no migration background","West Germany","1.5","1","6492","1","1","2","2","4","1.48","1.52","1","4","1","1"
"1993","direct migration background","East Germany","","","","","","","","","","","","","",""
"1993","direct migration background","West Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1993","no migration background","East Germany","","","","","","","","","","","","","",""
"1993","no migration background","West Germany","","","","","","","","","","","","","",""
"1994","direct migration background","East Germany","","","","","","","","","","","","","",""
"1994","direct migration background","West Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1994","no migration background","East Germany","","","","","","","","","","","","","",""
"1994","no migration background","West Germany","","","","","","","","","","","","","",""
"1995","direct migration background","East Germany","1.59","1","138","1","1","2","3","4","1.45","1.73","1","4","1","1"
"1995","direct migration background","West Germany","1.43","1","999","1","1","2","2","4","1.39","1.47","1","4","1","1"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1995","indirect migration background","West Germany","1.49","1","124","1","1","2","3","3","1.36","1.62","1","4","1","1"
"1995","no migration background","East Germany","1.48","1","3496","1","1","2","3","4","1.46","1.5","1","4","1","1"
"1995","no migration background","West Germany","1.48","1","6401","1","1","2","2","4","1.46","1.5","1","4","1","1"
"1996","direct migration background","East Germany","","","","","","","","","","","","","",""
"1996","direct migration background","West Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1996","no migration background","East Germany","","","","","","","","","","","","","",""
"1996","no migration background","West Germany","","","","","","","","","","","","","",""
"1997","direct migration background","East Germany","","","","","","","","","","","","","",""
"1997","direct migration background","West Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1997","no migration background","East Germany","","","","","","","","","","","","","",""
"1997","no migration background","West Germany","","","","","","","","","","","","","",""
"1998","direct migration background","East Germany","","","","","","","","","","","","","",""
"1998","direct migration background","West Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1998","no migration background","East Germany","","","","","","","","","","","","","",""
"1998","no migration background","West Germany","","","","","","","","","","","","","",""
"1999","direct migration background","East Germany","","","","","","","","","","","","","",""
"1999","direct migration background","West Germany","","","","","","","","","","","","","",""
"1999","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1999","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1999","no migration background","East Germany","","","","","","","","","","","","","",""
"1999","no migration background","West Germany","","","","","","","","","","","","","",""
"2000","direct migration background","East Germany","","","","","","","","","","","","","",""
"2000","direct migration background","West Germany","","","","","","","","","","","","","",""
"2000","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2000","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2000","no migration background","East Germany","","","","","","","","","","","","","",""
"2000","no migration background","West Germany","","","","","","","","","","","","","",""
"2001","direct migration background","East Germany","","","","","","","","","","","","","",""
"2001","direct migration background","West Germany","","","","","","","","","","","","","",""
"2001","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2001","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2001","no migration background","East Germany","","","","","","","","","","","","","",""
"2001","no migration background","West Germany","","","","","","","","","","","","","",""
"2002","direct migration background","East Germany","","","","","","","","","","","","","",""
"2002","direct migration background","West Germany","","","","","","","","","","","","","",""
"2002","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2002","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2002","no migration background","East Germany","","","","","","","","","","","","","",""
"2002","no migration background","West Germany","","","","","","","","","","","","","",""
"2003","direct migration background","East Germany","","","","","","","","","","","","","",""
"2003","direct migration background","West Germany","","","","","","","","","","","","","",""
"2003","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2003","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2003","no migration background","East Germany","","","","","","","","","","","","","",""
"2003","no migration background","West Germany","","","","","","","","","","","","","",""
"2004","direct migration background","East Germany","1.53","1","100","1","1","2","3","4","1.37","1.69","1","4","1","1"
"2004","direct migration background","West Germany","1.45","1","2425","1","1","2","2","4","1.42","1.48","1","4","1","1"
"2004","indirect migration background","East Germany","1.48","1","34","1","1","2","3","4","1.17","1.79","1","4","1","2"
"2004","indirect migration background","West Germany","1.52","1","766","1","1","2","2","4","1.47","1.57","1","4","1","1"
"2004","no migration background","East Germany","1.55","1","5074","1","1","2","3","4","1.53","1.57","1","4","1","1"
"2004","no migration background","West Germany","1.5","1","13048","1","1","2","2","4","1.49","1.51","1","4","1","1"
"2005","direct migration background","East Germany","","","","","","","","","","","","","",""
"2005","direct migration background","West Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2005","no migration background","East Germany","","","","","","","","","","","","","",""
"2005","no migration background","West Germany","","","","","","","","","","","","","",""
"2006","direct migration background","East Germany","","","","","","","","","","","","","",""
"2006","direct migration background","West Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2006","no migration background","East Germany","","","","","","","","","","","","","",""
"2006","no migration background","West Germany","","","","","","","","","","","","","",""
"2007","direct migration background","East Germany","","","","","","","","","","","","","",""
"2007","direct migration background","West Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2007","no migration background","East Germany","","","","","","","","","","","","","",""
"2007","no migration background","West Germany","","","","","","","","","","","","","",""
"2008","direct migration background","East Germany","1.54","1","81","1","1","2","3","4","1.39","1.69","1","4","1","1"
"2008","direct migration background","West Germany","1.43","1","1811","1","1","2","2","4","1.4","1.46","1","4","1","1"
"2008","indirect migration background","East Germany","1.72","2","42","1","1","2","3","4","1.5","1.94","1","4","1","2"
"2008","indirect migration background","West Germany","1.39","1","726","1","1","2","2","3","1.35","1.43","1","4","1","1"
"2008","no migration background","East Germany","1.58","1","4627","1","1","2","3","4","1.56","1.6","1","4","1","1"
"2008","no migration background","West Germany","1.53","1","11928","1","1","2","3","4","1.52","1.54","1","4","1","1"
"2009","direct migration background","East Germany","","","","","","","","","","","","","",""
"2009","direct migration background","West Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2009","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2009","no migration background","East Germany","","","","","","","","","","","","","",""
"2009","no migration background","West Germany","","","","","","","","","","","","","",""
"2010","direct migration background","East Germany","1.21","1","65","1","1","1","2","2","1.1","1.32","1","2","1","1"
"2010","direct migration background","West Germany","1.2","1","1362","1","1","1","2","3","1.18","1.22","1","4","1","1"
"2010","indirect migration background","East Germany","1.13","1","38","1","1","1","2","2","1","1.26","1","2","1","1"
"2010","indirect migration background","West Germany","1.23","1","452","1","1","1","2","3","1.19","1.27","1","3","1","1"
"2010","no migration background","East Germany","1.35","1","1244","1","1","2","2","4","1.32","1.38","1","4","1","1"
"2010","no migration background","West Germany","1.33","1","4148","1","1","2","2","3","1.31","1.35","1","4","1","1"
"2011","direct migration background","East Germany","","","","","","","","","","","","","",""
"2011","direct migration background","West Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2011","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2011","no migration background","East Germany","","","","","","","","","","","","","",""
"2011","no migration background","West Germany","","","","","","","","","","","","","",""
"2012","direct migration background","East Germany","1.57","1","154","1","1","2","3","4","1.46","1.68","1","4","1","1"
"2012","direct migration background","West Germany","1.43","1","2875","1","1","2","2","4","1.41","1.45","1","4","1","1"
"2012","indirect migration background","East Germany","1.46","1","80","1","1","2","2","3","1.3","1.62","1","4","1","1"
"2012","indirect migration background","West Germany","1.39","1","1196","1","1","2","2","4","1.35","1.43","1","4","1","1"
"2012","no migration background","East Germany","1.59","1","5923","1","1","2","3","4","1.57","1.61","1","4","1","1"
"2012","no migration background","West Germany","1.53","1","17199","1","1","2","2","4","1.52","1.54","1","4","1","1"
"2013","direct migration background","East Germany","","","","","","","","","","","","","",""
"2013","direct migration background","West Germany","","","","","","","","","","","","","",""
"2013","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2013","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2013","no migration background","East Germany","","","","","","","","","","","","","",""
"2013","no migration background","West Germany","","","","","","","","","","","","","",""
"2014","direct migration background","East Germany","","","","","","","","","","","","","",""
"2014","direct migration background","West Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2014","no migration background","East Germany","","","","","","","","","","","","","",""
"2014","no migration background","West Germany","","","","","","","","","","","","","",""
"2015","direct migration background","East Germany","","","","","","","","","","","","","",""
"2015","direct migration background","West Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2015","no migration background","East Germany","","","","","","","","","","","","","",""
"2015","no migration background","West Germany","","","","","","","","","","","","","",""
"2016","direct migration background","East Germany","1.43","1","355","1","1","2","2","4","1.36","1.5","1","4","1","1"
"2016","direct migration background","West Germany","1.44","1","4516","1","1","2","2","4","1.42","1.46","1","4","1","1"
"2016","indirect migration background","East Germany","1.41","1","107","1","1","2","2","4","1.26","1.56","1","4","1","1"
"2016","indirect migration background","West Germany","1.46","1","1458","1","1","2","2","4","1.43","1.49","1","4","1","1"
"2016","no migration background","East Germany","1.63","1","4557","1","1","2","3","4","1.61","1.65","1","4","1","1"
"2016","no migration background","West Germany","1.55","1","13172","1","1","2","3","4","1.54","1.56","1","4","1","1"
