"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1990","college entrance qualification","West Germany","2.63","3","1147","2","2","3","4","4","2.59","2.67","1","4","3","3"
"1990","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1990","lower secondary degree","West Germany","3.13","3","4067","2","3","4","4","4","3.11","3.15","1","4","3","3"
"1990","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1990","no degree/no degree yet","West Germany","2.95","3","172","2","2","3","4","4","2.83","3.07","1","4","3","3"
"1990","Other degree","East Germany","","","","","","","","","","","","","",""
"1990","Other degree","West Germany","3.27","3","55","2","3","4","4","4","3.08","3.46","1","4","3","4"
"1990","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1990","secondary school degree","West Germany","2.9","3","1577","2","2","3","4","4","2.86","2.94","1","4","3","3"
"1991","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"1991","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"1991","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"1991","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"1991","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"1991","Other degree","East Germany","","","","","","","","","","","","","",""
"1991","Other degree","West Germany","","","","","","","","","","","","","",""
"1991","secondary school degree","East Germany","","","","","","","","","","","","","",""
"1991","secondary school degree","West Germany","","","","","","","","","","","","","",""
"1992","college entrance qualification","East Germany","2.88","3","483","2","2","3","4","4","2.82","2.94","1","4","3","3"
"1992","college entrance qualification","West Germany","2.79","3","1180","2","2","3","4","4","2.75","2.83","1","4","3","3"
"1992","lower secondary degree","East Germany","3.4","4","1487","3","3","4","4","4","3.36","3.44","1","4","3","3"
"1992","lower secondary degree","West Germany","3.3","3","3845","2","3","4","4","4","3.28","3.32","1","4","3","3"
"1992","no degree/no degree yet","East Germany","3.19","3","59","2","3","4","4","4","3.03","3.35","2","4","3","3"
"1992","no degree/no degree yet","West Germany","3.11","3","167","2","3","4","4","4","2.98","3.24","1","4","3","3"
"1992","Other degree","East Germany","3.42","4","47","2","3","4","4","4","3.21","3.63","1","4","3","4"
