"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","East Germany","","","","","","","","","","","","","",""
"1990","direct migration background","West Germany","3.13","3","442","2","3","4","4","4","3.06","3.2","1","4","3","3"
"1990","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1990","indirect migration background","West Germany","3.09","3","55","2","3","3","4","4","2.89","3.29","2","4","3","3"
"1990","no migration background","East Germany","","","","","","","","","","","","","",""
"1990","no migration background","West Germany","2.99","3","6627","2","2","4","4","4","2.97","3.01","1","4","3","3"
"1991","direct migration background","East Germany","","","","","","","","","","","","","",""
"1991","direct migration background","West Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1991","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1991","no migration background","East Germany","","","","","","","","","","","","","",""
"1991","no migration background","West Germany","","","","","","","","","","","","","",""
"1992","direct migration background","East Germany","3.27","3","145","2","3","4","4","4","3.14","3.4","1","4","3","4"
"1992","direct migration background","West Germany","3.19","3","427","2","3","4","4","4","3.12","3.26","1","4","3","3"
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","3.21","3","70","2","3","4","4","4","3.05","3.37","2","4","3","3"
"1992","no migration background","East Germany","3.22","3","3814","2","3","4","4","4","3.2","3.24","1","4","3","3"
"1992","no migration background","West Germany","3.15","3","6485","2","3","4","4","4","3.13","3.17","1","4","3","3"
"1993","direct migration background","East Germany","","","","","","","","","","","","","",""
"1993","direct migration background","West Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1993","no migration background","East Germany","","","","","","","","","","","","","",""
"1993","no migration background","West Germany","","","","","","","","","","","","","",""
"1994","direct migration background","East Germany","","","","","","","","","","","","","",""
"1994","direct migration background","West Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1994","no migration background","East Germany","","","","","","","","","","","","","",""
"1994","no migration background","West Germany","","","","","","","","","","","","","",""
"1995","direct migration background","East Germany","3.35","3","139","2","3","4","4","4","3.23","3.47","1","4","3","4"
"1995","direct migration background","West Germany","3.23","3","1002","2","3","4","4","4","3.18","3.28","1","4","3","3"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1995","indirect migration background","West Germany","3.05","3","124","2","3","4","4","4","2.91","3.19","1","4","3","3"
"1995","no migration background","East Germany","3.22","3","3506","2","3","4","4","4","3.2","3.24","1","4","3","3"
"1995","no migration background","West Germany","3.14","3","6418","2","3","4","4","4","3.12","3.16","1","4","3","3"
"1996","direct migration background","East Germany","","","","","","","","","","","","","",""
"1996","direct migration background","West Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1996","no migration background","East Germany","","","","","","","","","","","","","",""
"1996","no migration background","West Germany","","","","","","","","","","","","","",""
"1997","direct migration background","East Germany","","","","","","","","","","","","","",""
"1997","direct migration background","West Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1997","no migration background","East Germany","","","","","","","","","","","","","",""
"1997","no migration background","West Germany","","","","","","","","","","","","","",""
"1998","direct migration background","East Germany","","","","","","","","","","","","","",""
"1998","direct migration background","West Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1998","no migration background","East Germany","","","","","","","","","","","","","",""
"1998","no migration background","West Germany","","","","","","","","","","","","","",""
"1999","direct migration background","East Germany","","","","","","","","","","","","","",""
"1999","direct migration background","West Germany","","","","","","","","","","","","","",""
"1999","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1999","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1999","no migration background","East Germany","","","","","","","","","","","","","",""
"1999","no migration background","West Germany","","","","","","","","","","","","","",""
"2000","direct migration background","East Germany","","","","","","","","","","","","","",""
"2000","direct migration background","West Germany","","","","","","","","","","","","","",""
"2000","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2000","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2000","no migration background","East Germany","","","","","","","","","","","","","",""
"2000","no migration background","West Germany","","","","","","","","","","","","","",""
"2001","direct migration background","East Germany","","","","","","","","","","","","","",""
"2001","direct migration background","West Germany","","","","","","","","","","","","","",""
"2001","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2001","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2001","no migration background","East Germany","","","","","","","","","","","","","",""
"2001","no migration background","West Germany","","","","","","","","","","","","","",""
"2002","direct migration background","East Germany","","","","","","","","","","","","","",""
"2002","direct migration background","West Germany","","","","","","","","","","","","","",""
"2002","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2002","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2002","no migration background","East Germany","","","","","","","","","","","","","",""
"2002","no migration background","West Germany","","","","","","","","","","","","","",""
"2003","direct migration background","East Germany","","","","","","","","","","","","","",""
"2003","direct migration background","West Germany","","","","","","","","","","","","","",""
"2003","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2003","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2003","no migration background","East Germany","","","","","","","","","","","","","",""
"2003","no migration background","West Germany","","","","","","","","","","","","","",""
"2004","direct migration background","East Germany","3.09","3","100","2","3","4","4","4","2.93","3.25","1","4","3","3"
"2004","direct migration background","West Germany","3.14","3","2424","2","3","4","4","4","3.11","3.17","1","4","3","3"
"2004","indirect migration background","East Germany","2.66","2.09","34","2","2","3","4","4","2.38","2.94","1","4","3","3"
"2004","indirect migration background","West Germany","3.01","3","758","2","3","4","4","4","2.96","3.06","1","4","3","3"
"2004","no migration background","East Germany","2.99","3","5097","2","3","3","4","4","2.97","3.01","1","4","3","3"
"2004","no migration background","West Germany","2.9","3","13131","2","2","3","4","4","2.89","2.91","1","4","3","3"
"2005","direct migration background","East Germany","","","","","","","","","","","","","",""
"2005","direct migration background","West Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2005","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2005","no migration background","East Germany","","","","","","","","","","","","","",""
"2005","no migration background","West Germany","","","","","","","","","","","","","",""
"2006","direct migration background","East Germany","","","","","","","","","","","","","",""
"2006","direct migration background","West Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2006","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2006","no migration background","East Germany","","","","","","","","","","","","","",""
"2006","no migration background","West Germany","","","","","","","","","","","","","",""
"2007","direct migration background","East Germany","","","","","","","","","","","","","",""
"2007","direct migration background","West Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2007","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2007","no migration background","East Germany","","","","","","","","","","","","","",""
"2007","no migration background","West Germany","","","","","","","","","","","","","",""
"2008","direct migration background","East Germany","3.28","3","81","2","3","4","4","4","3.1","3.46","1","4","3","3"
"2008","direct migration background","West Germany","3.27","3","1808","2","3","4","4","4","3.24","3.3","1","4","3","3"
