"plh0218","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","3581","0.473723846159744","0.462662903220699","0.48478478909879","1"
"1 Strongly disagree","2005","Employed","5548","0.437039336865482","0.428455433245766","0.445623240485199","1"
"2 on scale 1-7 ","2005","Employed","3274","0.247014438052269","0.239550981010767","0.254477895093771","2"
"2 on scale 1-7 ","2005","Not Employed","1757","0.214080035065132","0.20499346610615","0.223166604024114","2"
"3 on scale 1-7 ","2005","Not Employed","826","0.0996990759764245","0.0930622245268041","0.106335927426045","3"
"3 on scale 1-7 ","2005","Employed","1433","0.111814053264502","0.106360423041508","0.117267683487496","3"
"4 on scale 1-7","2005","Employed","1155","0.0877399954484787","0.0828439700186521","0.0926360208783052","4"
"4 on scale 1-7","2005","Not Employed","735","0.0968133265572066","0.0902627577251952","0.103363895389218","4"
"5 on scale 1-7","2005","Not Employed","480","0.0616081501201691","0.0562817488615522","0.066934551378786","5"
"5 on scale 1-7","2005","Employed","857","0.0681696995072599","0.0638080612083131","0.0725313378062067","5"
"6 on scale 1-7","2005","Employed","417","0.0353315787050495","0.0321366873347101","0.038526470075389","6"
"6 on scale 1-7","2005","Not Employed","289","0.0320940190487011","0.0281896458556866","0.0359983922417156","6"
"7 Strongly agree","2005","Employed","143","0.012890898156959","0.0109387637750165","0.0148430325389015","7"
"7 Strongly agree","2005","Not Employed","160","0.0219815470726222","0.0187334774145983","0.025229616730646","7"
"1 Strongly disagree","2006","Not Employed","","","","","1"
"1 Strongly disagree","2006","Employed","","","","","1"
"2 on scale 1-7 ","2006","Not Employed","","","","","2"
"2 on scale 1-7 ","2006","Employed","","","","","2"
"3 on scale 1-7 ","2006","Employed","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","","","","","3"
"4 on scale 1-7","2006","Not Employed","","","","","4"
"4 on scale 1-7","2006","Employed","","","","","4"
"5 on scale 1-7","2006","Employed","","","","","5"
"5 on scale 1-7","2006","Not Employed","","","","","5"
"6 on scale 1-7","2006","Employed","","","","","6"
"6 on scale 1-7","2006","Not Employed","","","","","6"
"7 Strongly agree","2006","Employed","","","","","7"
"7 Strongly agree","2006","Not Employed","","","","","7"
"1 Strongly disagree","2007","Not Employed","","","","","1"
"1 Strongly disagree","2007","Employed","","","","","1"
"2 on scale 1-7 ","2007","Employed","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","","","","","3"
"3 on scale 1-7 ","2007","Employed","","","","","3"
"4 on scale 1-7","2007","Employed","","","","","4"
"4 on scale 1-7","2007","Not Employed","","","","","4"
"5 on scale 1-7","2007","Employed","","","","","5"
"5 on scale 1-7","2007","Not Employed","","","","","5"
"6 on scale 1-7","2007","Employed","","","","","6"
"6 on scale 1-7","2007","Not Employed","","","","","6"
"7 Strongly agree","2007","Not Employed","","","","","7"
"7 Strongly agree","2007","Employed","","","","","7"
"1 Strongly disagree","2008","Not Employed","","","","","1"
"1 Strongly disagree","2008","Employed","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","","","","","2"
"2 on scale 1-7 ","2008","Employed","","","","","2"
"3 on scale 1-7 ","2008","Employed","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","","","","","3"
"4 on scale 1-7","2008","Not Employed","","","","","4"
"4 on scale 1-7","2008","Employed","","","","","4"
"5 on scale 1-7","2008","Employed","","","","","5"
"5 on scale 1-7","2008","Not Employed","","","","","5"
"6 on scale 1-7","2008","Employed","","","","","6"
"6 on scale 1-7","2008","Not Employed","","","","","6"
"7 Strongly agree","2008","Not Employed","","","","","7"
"7 Strongly agree","2008","Employed","","","","","7"
"1 Strongly disagree","2009","Not Employed","2671","0.398399318716868","0.386728852754855","0.410069784678881","1"
"1 Strongly disagree","2009","Employed","3913","0.337534754372583","0.328775695526514","0.346293813218652","1"
"2 on scale 1-7 ","2009","Employed","3014","0.269376420482163","0.261158853040663","0.277593987923663","2"
"2 on scale 1-7 ","2009","Not Employed","1749","0.243610349923616","0.233377528394323","0.25384317145291","2"
"3 on scale 1-7 ","2009","Not Employed","847","0.12751428436047","0.11956307251316","0.135465496207779","3"
"3 on scale 1-7 ","2009","Employed","1457","0.13135711846979","0.125100148291259","0.137614088648321","3"
"4 on scale 1-7","2009","Employed","1291","0.119760795002657","0.113746643902937","0.125774946102376","4"
"4 on scale 1-7","2009","Not Employed","678","0.101865894288156","0.0946554879724634","0.10907630060385","4"
"5 on scale 1-7","2009","Employed","863","0.0803451661440478","0.0753100562737873","0.0853802760143083","5"
"5 on scale 1-7","2009","Not Employed","420","0.0662553364274736","0.0603260935408874","0.0721845793140599","5"
"6 on scale 1-7","2009","Employed","474","0.0441358396376631","0.0403312271261806","0.0479404521491457","6"
"6 on scale 1-7","2009","Not Employed","261","0.0406177910492179","0.035912042425727","0.0453235396727088","6"
"7 Strongly agree","2009","Not Employed","134","0.0217370252341982","0.0182608424358407","0.0252132080325556","7"
"7 Strongly agree","2009","Employed","184","0.0174899058910969","0.0150617369880422","0.0199180747941516","7"
"1 Strongly disagree","2010","Not Employed","","","","","1"
"1 Strongly disagree","2010","Employed","","","","","1"
"2 on scale 1-7 ","2010","Not Employed","","","","","2"
"2 on scale 1-7 ","2010","Employed","","","","","2"
"3 on scale 1-7 ","2010","Employed","","","","","3"
"3 on scale 1-7 ","2010","Not Employed","","","","","3"
"4 on scale 1-7","2010","Employed","","","","","4"
"4 on scale 1-7","2010","Not Employed","","","","","4"
"5 on scale 1-7","2010","Employed","","","","","5"
"5 on scale 1-7","2010","Not Employed","","","","","5"
"6 on scale 1-7","2010","Not Employed","","","","","6"
"6 on scale 1-7","2010","Employed","","","","","6"
"7 Strongly agree","2010","Not Employed","","","","","7"
"7 Strongly agree","2010","Employed","","","","","7"
"1 Strongly disagree","2011","Not Employed","","","","","1"
"1 Strongly disagree","2011","Employed","","","","","1"
"2 on scale 1-7 ","2011","Employed","","","","","2"
