"plh0218","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","West Germany","2595","0.442680478431392","0.430198411819238","0.455162545043546","1"
"1 Strongly disagree","2005","Full Time","East Germany","942","0.477132209485485","0.454854411243886","0.499410007727084","1"
"1 Strongly disagree","2005","Part Time","West Germany","1560","0.410030561536197","0.394407018642883","0.425654104429512","1"
"1 Strongly disagree","2005","Part Time","East Germany","451","0.45890159258882","0.428108946468888","0.489694238708751","1"
"1 Strongly disagree","2005","Not Working","West Germany","2536","0.463921787191421","0.451008252224995","0.476835322157846","1"
"1 Strongly disagree","2005","Not Working","East Germany","1045","0.510196683519796","0.488811078172249","0.531582288867342","1"
"2 on scale 1-7 ","2005","Part Time","West Germany","981","0.255555328430127","0.241700047505854","0.269410609354399","2"
"2 on scale 1-7 ","2005","Full Time","West Germany","1535","0.241665933874781","0.230908041795106","0.252423825954456","2"
"2 on scale 1-7 ","2005","Not Working","East Germany","469","0.207854975930006","0.190495986694732","0.225213965165281","2"
"2 on scale 1-7 ","2005","Full Time","East Germany","503","0.255105908047103","0.235662854273007","0.274548961821198","2"
"2 on scale 1-7 ","2005","Part Time","East Germany","255","0.233687966830238","0.207538062863289","0.259837870797187","2"
"2 on scale 1-7 ","2005","Not Working","West Germany","1288","0.215753016964551","0.205101448899901","0.226404585029201","2"
"3 on scale 1-7 ","2005","Not Working","West Germany","610","0.0977281226361964","0.0900388162064121","0.105417429065981","3"
"3 on scale 1-7 ","2005","Full Time","West Germany","726","0.119305416825185","0.111159650892031","0.127451182758339","3"
"3 on scale 1-7 ","2005","Part Time","East Germany","115","0.117157676109264","0.0972840988446993","0.137031253373829","3"
"3 on scale 1-7 ","2005","Part Time","West Germany","416","0.106707447712691","0.0969001157587041","0.116514779666679","3"
"3 on scale 1-7 ","2005","Full Time","East Germany","176","0.0878092298364673","0.0751860178676516","0.100432441805283","3"
"3 on scale 1-7 ","2005","Not Working","East Germany","216","0.107032867872056","0.0938071824150587","0.120258553329052","3"
"4 on scale 1-7","2005","Not Working","East Germany","160","0.0780722151256395","0.0665949457582593","0.0895494844930197","4"
"4 on scale 1-7","2005","Full Time","East Germany","130","0.0718674169971645","0.06034806678855","0.083386767205779","4"
