"plh0218","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","in school","83","0.163845048632941","0.135324623534807","0.192365473731076"
"1 Strongly disagree","2005","16-34 y.","inadequately","","","",""
"1 Strongly disagree","2005","16-34 y.","general elemantary","228","0.295126370295728","0.2641532306746","0.326099509916857"
"1 Strongly disagree","2005","16-34 y.","middle vocational","740","0.304059537685379","0.285389328794877","0.32272974657588"
"1 Strongly disagree","2005","16-34 y.","vocational + Abi","112","0.279534102883635","0.237554343534606","0.321513862232664"
"1 Strongly disagree","2005","16-34 y.","higher vocational","80","0.312393027081063","0.248948821709334","0.375837232452792"
"1 Strongly disagree","2005","16-34 y.","higher education","150","0.312091094541077","0.272380773275652","0.351801415806502"
"1 Strongly disagree","2005","35-65 y.","in school","","","",""
"1 Strongly disagree","2005","35-65 y.","inadequately","58","0.468599379642674","0.381811692701869","0.555387066583478"
"1 Strongly disagree","2005","35-65 y.","general elemantary","421","0.549809500033198","0.515819398935211","0.583799601131186"
"1 Strongly disagree","2005","35-65 y.","middle vocational","3063","0.516903347037289","0.504204982423753","0.529601711650824"
"1 Strongly disagree","2005","35-65 y.","vocational + Abi","254","0.430844079859852","0.390987829522234","0.470700330197469"
"1 Strongly disagree","2005","35-65 y.","higher vocational","519","0.465927420788158","0.436367810401152","0.495487031175164"
"1 Strongly disagree","2005","35-65 y.","higher education","1247","0.417885614162057","0.400180449121666","0.435590779202447"
"1 Strongly disagree","2005","66 and older","in school","","","",""
"1 Strongly disagree","2005","66 and older","inadequately","","","",""
"1 Strongly disagree","2005","66 and older","general elemantary","407","0.560725262714674","0.524918662651495","0.596531862777852"
"1 Strongly disagree","2005","66 and older","middle vocational","1126","0.587002900201526","0.565126780176844","0.608879020226209"
"1 Strongly disagree","2005","66 and older","vocational + Abi","48","0.408771027857465","0.312896042299274","0.504646013415656"
"1 Strongly disagree","2005","66 and older","higher vocational","131","0.501825152149221","0.440092500560713","0.563557803737729"
"1 Strongly disagree","2005","66 and older","higher education","340","0.520163217547548","0.482106118222754","0.558220316872342"
"2 on scale 1-7 ","2005","16-34 y.","in school","110","0.149823101916328","0.122322639738527","0.17732356409413"
"2 on scale 1-7 ","2005","16-34 y.","inadequately","","","",""
"2 on scale 1-7 ","2005","16-34 y.","general elemantary","194","0.22551051338876","0.197130228511531","0.253890798265989"
"2 on scale 1-7 ","2005","16-34 y.","middle vocational","607","0.274570922532437","0.256457164202898","0.292684680861977"
