"plh0218","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","in school","Urban Area","58","0.161966440619481","0.127926792773724","0.196006088465239","1"
"1 Strongly disagree","2005","in school","Rural Area","25","","","","1"
"1 Strongly disagree","2005","inadequately","Urban Area","85","0.421981827781359","0.349428771703954","0.494534883858764","1"
"1 Strongly disagree","2005","inadequately","Rural Area","20","","","","1"
"1 Strongly disagree","2005","general elemantary","Urban Area","738","0.476043065573366","0.451842397269555","0.500243733877177","1"
"1 Strongly disagree","2005","general elemantary","Rural Area","318","0.454737780557927","0.419289374602577","0.490186186513276","1"
"1 Strongly disagree","2005","middle vocational","Urban Area","3037","0.472158618173851","0.460044639829005","0.484272596518698","1"
"1 Strongly disagree","2005","middle vocational","Rural Area","1892","0.514666961873106","0.498569614788639","0.530764308957573","1"
"1 Strongly disagree","2005","vocational + Abi","Urban Area","333","0.384215067687158","0.351875074207903","0.416555061166412","1"
"1 Strongly disagree","2005","vocational + Abi","Rural Area","81","0.313916059541011","0.257934947469072","0.36989717161295","1"
"1 Strongly disagree","2005","higher vocational","Urban Area","456","0.447224353944942","0.416345896628957","0.478102811260928","1"
"1 Strongly disagree","2005","higher vocational","Rural Area","274","0.472232176179386","0.430698455145645","0.513765897213127","1"
"1 Strongly disagree","2005","higher education","Urban Area","1170","0.396432139868232","0.378828195037786","0.414036084698678","1"
"1 Strongly disagree","2005","higher education","Rural Area","567","0.488139568845733","0.459857885612217","0.516421252079249","1"
"2 on scale 1-7 ","2005","general elemantary","Rural Area","178","0.223072747670741","0.193436246913464","0.252709248428019","2"
"2 on scale 1-7 ","2005","middle vocational","Urban Area","1551","0.230569754560826","0.220349142355123","0.24079036676653","2"
"2 on scale 1-7 ","2005","middle vocational","Rural Area","890","0.229216356342948","0.215678176394679","0.242754536291217","2"
"2 on scale 1-7 ","2005","vocational + Abi","Urban Area","219","0.236726842394396","0.208464903684447","0.264988781104344","2"
"2 on scale 1-7 ","2005","higher vocational","Urban Area","266","0.276775505118048","0.248989967055945","0.30456104318015","2"
"2 on scale 1-7 ","2005","higher vocational","Rural Area","156","0.300915385644709","0.262757116377564","0.339073654911853","2"
"2 on scale 1-7 ","2005","higher education","Urban Area","792","0.249291022434234","0.233722347824605","0.264859697043864","2"
"2 on scale 1-7 ","2005","higher education","Rural Area","293","0.222248531145427","0.198725280414887","0.245771781875967","2"
"2 on scale 1-7 ","2005","in school","Urban Area","75","0.139162042867503","0.107183185942021","0.171140899792985","2"
"2 on scale 1-7 ","2005","in school","Rural Area","35","0.178433282603421","0.124967696857924","0.231898868348918","2"
"2 on scale 1-7 ","2005","inadequately","Urban Area","45","0.231508350970552","0.169544129590916","0.293472572350187","2"
"2 on scale 1-7 ","2005","inadequately","Rural Area","14","","","","2"
"2 on scale 1-7 ","2005","general elemantary","Urban Area","372","0.21775300255644","0.197753901733877","0.237752103379003","2"
"2 on scale 1-7 ","2005","vocational + Abi","Rural Area","86","0.31047861272233","0.254665551540949","0.36629167390371","2"
"3 on scale 1-7 ","2005","general elemantary","Urban Area","161","0.0887176519795377","0.0749395961609113","0.102495707798164","3"
"3 on scale 1-7 ","2005","general elemantary","Rural Area","97","0.105005216567509","0.0831814766324959","0.126828956502522","3"
"3 on scale 1-7 ","2005","middle vocational","Urban Area","675","0.103433534899915","0.0960440690952675","0.110823000704562","3"
