"plh0218","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","West Germany","2884","0.526582578869953","0.513596814509926","0.53956834322998"
"1 Strongly disagree","2005","lower secondary degree","East Germany","781","0.553116698368134","0.526942588305381","0.579290808430886"
"1 Strongly disagree","2005","secondary school degree","West Germany","1617","0.410416978873318","0.394747919367247","0.426086038379388"
"1 Strongly disagree","2005","secondary school degree","East Germany","1157","0.508112847042687","0.48729786498989","0.528927829095483"
"1 Strongly disagree","2005","college entrance qualification","West Germany","1376","0.331689333009631","0.317212297859403","0.346166368159859"
"1 Strongly disagree","2005","college entrance qualification","East Germany","421","0.400275307736522","0.371683019954124","0.42886759551892"
"1 Strongly disagree","2005","Other degree","West Germany","560","0.55705066444949","0.527203597990112","0.586897730908869"
"1 Strongly disagree","2005","Other degree","East Germany","23","","",""
"1 Strongly disagree","2005","no degree/no degree yet","West Germany","175","0.288848821872398","0.256015954097675","0.32168168964712"
"1 Strongly disagree","2005","no degree/no degree yet","East Germany","33","0.241979510410219","0.176828100828349","0.307130919992089"
"2 on scale 1-7 ","2005","lower secondary degree","West Germany","1345","0.220822977313326","0.210034693683863","0.231611260942789"
"2 on scale 1-7 ","2005","lower secondary degree","East Germany","302","0.211384046814325","0.189889150278532","0.232878943350118"
"2 on scale 1-7 ","2005","secondary school degree","West Germany","957","0.268751260912135","0.254630255919291","0.28287226590498"
"2 on scale 1-7 ","2005","secondary school degree","East Germany","556","0.2442229572052","0.226335306583787","0.262110607826613"
"2 on scale 1-7 ","2005","college entrance qualification","West Germany","1065","0.247560520864869","0.234289596903277","0.26083144482646"
"2 on scale 1-7 ","2005","college entrance qualification","East Germany","308","0.235795741831689","0.211023446621064","0.260568037042313"
"2 on scale 1-7 ","2005","Other degree","West Germany","235","0.206831427501117","0.182494357532664","0.23116849746957"
"2 on scale 1-7 ","2005","Other degree","East Germany","13","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","West Germany","137","0.163800608510215","0.136990088997025","0.190611128023406"
"2 on scale 1-7 ","2005","no degree/no degree yet","East Germany","28","","",""
"3 on scale 1-7 ","2005","lower secondary degree","West Germany","516","0.0879220093505943","0.0805569381948034","0.0952870805063852"
"3 on scale 1-7 ","2005","lower secondary degree","East Germany","119","0.0886187886921115","0.0736571412707568","0.103580436113466"
"3 on scale 1-7 ","2005","secondary school degree","West Germany","436","0.108642699131862","0.098730181505514","0.118555216758209"
"3 on scale 1-7 ","2005","secondary school degree","East Germany","191","0.0919532391293219","0.079922263809438","0.103984214449206"
