"plh0218","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","West Germany","Male","2945","0.407107425320564","0.395959550368304","0.418255300272823"
"1 Strongly disagree","2005","West Germany","Female","3746","0.477297148707794","0.466458426264112","0.488135871151477"
"1 Strongly disagree","2005","East Germany","Male","1045","0.424885460398357","0.405190572348311","0.444580348448404"
"1 Strongly disagree","2005","East Germany","Female","1393","0.550781768127106","0.531720680134947","0.569842856119265"
"2 on scale 1-7 ","2005","West Germany","Male","1790","0.231674449065227","0.222101157665977","0.241247740464477"
"2 on scale 1-7 ","2005","West Germany","Female","2014","0.237797085997911","0.228558727586397","0.247035444409426"
"2 on scale 1-7 ","2005","East Germany","Male","583","0.237803306956605","0.220841079486171","0.254765534427039"
"2 on scale 1-7 ","2005","East Germany","Female","644","0.220976380905044","0.20507710074618","0.236875661063909"
"3 on scale 1-7 ","2005","West Germany","Male","876","0.115517536372757","0.108264528590141","0.122770544155373"
"3 on scale 1-7 ","2005","West Germany","Female","876","0.100955883886379","0.0944183709717643","0.107493396800995"
"3 on scale 1-7 ","2005","East Germany","Male","288","0.111184349384811","0.098659627697066","0.123709071072555"
"3 on scale 1-7 ","2005","East Germany","Female","219","0.0937734081104773","0.0826025259062902","0.104944290314664"
"4 on scale 1-7","2005","West Germany","Male","807","0.105813854877739","0.0988341861982461","0.112793523557232"
"4 on scale 1-7","2005","West Germany","Female","704","0.0837826479415915","0.0777704601437288","0.0897948357394543"
"4 on scale 1-7","2005","East Germany","Male","219","0.0962518330398244","0.0845010007689303","0.108002665310718"
"4 on scale 1-7","2005","East Germany","Female","160","0.0601238657568393","0.051014503350015","0.0692332281636636"
"5 on scale 1-7","2005","West Germany","Male","587","0.0765067821900958","0.0704754063178487","0.0825381580623429"
"5 on scale 1-7","2005","West Germany","Female","472","0.0587800570119678","0.0536759848915538","0.0638841291323819"
"5 on scale 1-7","2005","East Germany","Male","164","0.0768149701571034","0.0662051574406844","0.0874247828735224"
"5 on scale 1-7","2005","East Germany","Female","114","0.0388160352611933","0.0314142229826656","0.0462178475397211"
"6 on scale 1-7","2005","West Germany","Male","317","0.042949149158545","0.0383487622359935","0.0475495360810964"
"6 on scale 1-7","2005","West Germany","Female","237","0.0263180619110969","0.0228443663828161","0.0297917574393777"
"6 on scale 1-7","2005","East Germany","Male","90","0.0403286943263074","0.0324906314398504","0.0481667572127644"
"6 on scale 1-7","2005","East Germany","Female","62","0.0250367362475151","0.0190496956331153","0.0310237768619149"
"7 Strongly agree","2005","West Germany","Male","139","0.0204308030150728","0.0172207674115421","0.0236408386186036"
"7 Strongly agree","2005","West Germany","Female","109","0.0150691145432586","0.0124254704570384","0.0177127586294787"
"7 Strongly agree","2005","East Germany","Male","31","0.0127313857369924","0.00826459186398421","0.0171981796100005"
"7 Strongly agree","2005","East Germany","Female","","","",""
"1 Strongly disagree","2006","West Germany","Male","","","",""
"1 Strongly disagree","2006","West Germany","Female","","","",""
"1 Strongly disagree","2006","East Germany","Male","","","",""
"1 Strongly disagree","2006","East Germany","Female","","","",""
"2 on scale 1-7 ","2006","West Germany","Male","","","",""
"2 on scale 1-7 ","2006","West Germany","Female","","","",""
"2 on scale 1-7 ","2006","East Germany","Male","","","",""
"2 on scale 1-7 ","2006","East Germany","Female","","","",""
"3 on scale 1-7 ","2006","West Germany","Male","","","",""
"3 on scale 1-7 ","2006","West Germany","Female","","","",""
"3 on scale 1-7 ","2006","East Germany","Male","","","",""
"3 on scale 1-7 ","2006","East Germany","Female","","","",""
"4 on scale 1-7","2006","West Germany","Male","","","",""
"4 on scale 1-7","2006","West Germany","Female","","","",""
"4 on scale 1-7","2006","East Germany","Male","","","",""
"4 on scale 1-7","2006","East Germany","Female","","","",""
"5 on scale 1-7","2006","West Germany","Male","","","",""
"5 on scale 1-7","2006","West Germany","Female","","","",""
"5 on scale 1-7","2006","East Germany","Male","","","",""
"5 on scale 1-7","2006","East Germany","Female","","","",""
"6 on scale 1-7","2006","West Germany","Male","","","",""
"6 on scale 1-7","2006","West Germany","Female","","","",""
"6 on scale 1-7","2006","East Germany","Male","","","",""
"6 on scale 1-7","2006","East Germany","Female","","","",""
"7 Strongly agree","2006","West Germany","Male","","","",""
"7 Strongly agree","2006","West Germany","Female","","","",""
"7 Strongly agree","2006","East Germany","Male","","","",""
"7 Strongly agree","2006","East Germany","Female","","","",""
"1 Strongly disagree","2007","West Germany","Male","","","",""
"1 Strongly disagree","2007","West Germany","Female","","","",""
"1 Strongly disagree","2007","East Germany","Male","","","",""
"1 Strongly disagree","2007","East Germany","Female","","","",""
"2 on scale 1-7 ","2007","West Germany","Male","","","",""
"2 on scale 1-7 ","2007","West Germany","Female","","","",""
"2 on scale 1-7 ","2007","East Germany","Male","","","",""
"2 on scale 1-7 ","2007","East Germany","Female","","","",""
"3 on scale 1-7 ","2007","West Germany","Male","","","",""
"3 on scale 1-7 ","2007","West Germany","Female","","","",""
"3 on scale 1-7 ","2007","East Germany","Male","","","",""
"3 on scale 1-7 ","2007","East Germany","Female","","","",""
"4 on scale 1-7","2007","West Germany","Male","","","",""
"4 on scale 1-7","2007","West Germany","Female","","","",""
"4 on scale 1-7","2007","East Germany","Male","","","",""
"4 on scale 1-7","2007","East Germany","Female","","","",""
