"plh0218","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","in school","West Germany","62","0.15857140580255","0.12658611529583","0.19055669630927","1"
"1 Strongly disagree","2005","in school","East Germany","21","","","","1"
"1 Strongly disagree","2005","inadequately","West Germany","97","0.423148962624125","0.357564898822678","0.488733026425573","1"
"1 Strongly disagree","2005","inadequately","East Germany","8","","","","1"
"1 Strongly disagree","2005","general elemantary","West Germany","927","0.481897658608348","0.460278210744406","0.503517106472291","1"
"1 Strongly disagree","2005","general elemantary","East Germany","129","0.365716450120035","0.314671943567501","0.416760956672569","1"
"1 Strongly disagree","2005","middle vocational","West Germany","3554","0.479889763763849","0.468662126474256","0.491117401053442","1"
"1 Strongly disagree","2005","middle vocational","East Germany","1375","0.514007695040931","0.494873328578844","0.533142061503017","1"
"1 Strongly disagree","2005","vocational + Abi","West Germany","361","0.374389301167523","0.343948766629543","0.404829835705503","1"
"1 Strongly disagree","2005","vocational + Abi","East Germany","53","0.329234504900067","0.256869497150876","0.401599512649259","1"
"1 Strongly disagree","2005","higher vocational","West Germany","497","0.435250366592779","0.406355922712848","0.464144810472711","1"
"1 Strongly disagree","2005","higher vocational","East Germany","233","0.529086603622845","0.481349358659571","0.576823848586119","1"
"1 Strongly disagree","2005","higher education","West Germany","1133","0.385337206580377","0.367660907517004","0.403013505643749","1"
"1 Strongly disagree","2005","higher education","East Germany","604","0.529634120195521","0.502008934510253","0.557259305880789","1"
"2 on scale 1-7 ","2005","general elemantary","East Germany","75","0.211581328231943","0.168294859490401","0.254867796973485","2"
"2 on scale 1-7 ","2005","middle vocational","West Germany","1828","0.231367223543192","0.221890018039932","0.240844429046452","2"
"2 on scale 1-7 ","2005","middle vocational","East Germany","613","0.225015269786164","0.209028263389634","0.241002276182693","2"
"2 on scale 1-7 ","2005","vocational + Abi","West Germany","258","0.248812388387733","0.221619916723806","0.276004860051661","2"
"2 on scale 1-7 ","2005","higher vocational","West Germany","312","0.284631730516678","0.258333696571086","0.310929764462269","2"
"2 on scale 1-7 ","2005","higher vocational","East Germany","110","0.2839132792873","0.240791258075135","0.327035300499466","2"
"2 on scale 1-7 ","2005","higher education","West Germany","748","0.247589000245188","0.23191262513845","0.263265375351927","2"
"2 on scale 1-7 ","2005","higher education","East Germany","337","0.225494064782905","0.202363871837912","0.248624257727898","2"
"2 on scale 1-7 ","2005","in school","West Germany","83","0.150240900578055","0.118953374176826","0.181528426979284","2"
"2 on scale 1-7 ","2005","in school","East Germany","27","","","","2"
"2 on scale 1-7 ","2005","inadequately","West Germany","55","0.219595015525211","0.164642054233879","0.274547976816544","2"
"2 on scale 1-7 ","2005","inadequately","East Germany","4","","","","2"
"2 on scale 1-7 ","2005","general elemantary","West Germany","475","0.220384931124657","0.202450381572557","0.238319480676756","2"
"2 on scale 1-7 ","2005","vocational + Abi","East Germany","47","0.278599811472944","0.209564844949225","0.347634777996663","2"
"3 on scale 1-7 ","2005","general elemantary","West Germany","211","0.0884790283712769","0.076191545718192","0.100766511024362","3"
"3 on scale 1-7 ","2005","general elemantary","East Germany","47","0.138160623791224","0.101589328131424","0.174731919451024","3"
"3 on scale 1-7 ","2005","middle vocational","West Germany","781","0.10063536132617","0.0938743270204256","0.107396395631915","3"
"3 on scale 1-7 ","2005","in school","West Germany","89","0.14896812753935","0.117790086796443","0.180146168282258","3"
