"plh0218","year","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Male","3990","0.41045693155785","0.400757658024744","0.420156205090956","1"
"1 Strongly disagree","2005","Female","5139","0.490731420964165","0.481291790798729","0.500171051129601","1"
"2 on scale 1-7 ","2005","Female","2658","0.234721967237722","0.226719091064964","0.24272484341048","2"
"2 on scale 1-7 ","2005","Male","2373","0.232829168787895","0.224495957830239","0.241162379745551","2"
"3 on scale 1-7 ","2005","Male","1164","0.114701133616212","0.108417997756899","0.120984269475526","3"
"3 on scale 1-7 ","2005","Female","1095","0.0996428018317843","0.0939870546034237","0.105298549060145","3"
"4 on scale 1-7","2005","Female","864","0.0794574092231258","0.0743506104070095","0.0845642080392421","4"
"4 on scale 1-7","2005","Male","1026","0.104012303038797","0.0979930718964627","0.110031534181132","4"
"5 on scale 1-7","2005","Male","751","0.0765648469600904","0.0713220196584471","0.0818076742617337","5"
"5 on scale 1-7","2005","Female","586","0.0551302850508229","0.0508206480721658","0.05943992202948","5"
"6 on scale 1-7","2005","Female","299","0.0260838131941592","0.0230742328760604","0.0290933935122579","6"
"6 on scale 1-7","2005","Male","407","0.042455437127564","0.0384799184600639","0.0464309557950641","6"
"7 Strongly agree","2005","Female","133","0.0142323024982211","0.0119957222785367","0.0164688827179054","7"
"7 Strongly agree","2005","Male","170","0.0189801789115903","0.0162896560699665","0.0216707017532142","7"
"1 Strongly disagree","2006","Male","","","","","1"
"1 Strongly disagree","2006","Female","","","","","1"
"2 on scale 1-7 ","2006","Male","","","","","2"
"2 on scale 1-7 ","2006","Female","","","","","2"
"3 on scale 1-7 ","2006","Female","","","","","3"
"3 on scale 1-7 ","2006","Male","","","","","3"
"4 on scale 1-7","2006","Male","","","","","4"
"4 on scale 1-7","2006","Female","","","","","4"
"5 on scale 1-7","2006","Female","","","","","5"
"5 on scale 1-7","2006","Male","","","","","5"
"6 on scale 1-7","2006","Female","","","","","6"
"6 on scale 1-7","2006","Male","","","","","6"
"7 Strongly agree","2006","Female","","","","","7"
"7 Strongly agree","2006","Male","","","","","7"
"1 Strongly disagree","2007","Male","","","","","1"
"1 Strongly disagree","2007","Female","","","","","1"
"2 on scale 1-7 ","2007","Female","","","","","2"
"2 on scale 1-7 ","2007","Male","","","","","2"
"3 on scale 1-7 ","2007","Male","","","","","3"
