"plh0218","year","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","7670","0.44858508383439","0.441209850959778","0.455960316709003","1"
"1 Strongly disagree","2005","direct migration background","1184","0.513412422020856","0.4932385210055","0.533586323036212","1"
"1 Strongly disagree","2005","indirect migration background","275","0.309165959526247","0.277687344069555","0.34064457498294","1"
"2 on scale 1-7 ","2005","no migration background","4293","0.238388020949418","0.232069387447196","0.24470665445164","2"
"2 on scale 1-7 ","2005","indirect migration background","184","0.229470111177666","0.200828942798238","0.258111279557095","2"
"2 on scale 1-7 ","2005","direct migration background","554","0.205975372153353","0.189652340409732","0.222298403896974","2"
"3 on scale 1-7 ","2005","no migration background","1905","0.106400573735026","0.101828033937066","0.110973113532987","3"
"3 on scale 1-7 ","2005","direct migration background","242","0.103969349259426","0.0916499285554951","0.116288769963358","3"
"3 on scale 1-7 ","2005","indirect migration background","112","0.129253792676067","0.106403047560997","0.152104537791137","3"
"4 on scale 1-7","2005","no migration background","1588","0.0913124022567803","0.0870408447934091","0.0955839597201515","4"
"4 on scale 1-7","2005","indirect migration background","116","0.144379631917791","0.120439505192508","0.168319758643073","4"
"4 on scale 1-7","2005","direct migration background","186","0.0763648357864208","0.0656453702793525","0.0870843012934891","4"
"5 on scale 1-7","2005","no migration background","1163","0.0659142303270538","0.0622346605827702","0.0695938000713375","5"
"5 on scale 1-7","2005","direct migration background","99","0.0541653963748997","0.0450296348844246","0.0633011578653748","5"
"5 on scale 1-7","2005","indirect migration background","75","0.0963668624075454","0.0762670105490121","0.116466714266079","5"
"6 on scale 1-7","2005","indirect migration background","42","0.056607626873917","0.0408671974160785","0.0723480563317555","6"
"6 on scale 1-7","2005","direct migration background","63","0.033542274262332","0.0262751284447844","0.0408094200798795","6"
"6 on scale 1-7","2005","no migration background","601","0.0330734623730174","0.0304216020852481","0.0357253226607866","6"
"7 Strongly agree","2005","indirect migration background","24","","","","7"
"7 Strongly agree","2005","no migration background","249","0.0163262265243138","0.0144469853303808","0.0182054677182468","7"
"7 Strongly agree","2005","direct migration background","30","0.0125703501427123","0.00807355648230415","0.0170671438031204","7"
"1 Strongly disagree","2006","no migration background","","","","","1"
"1 Strongly disagree","2006","direct migration background","","","","","1"
"1 Strongly disagree","2006","indirect migration background","","","","","1"
"2 on scale 1-7 ","2006","indirect migration background","","","","","2"
