"plh0218","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Male","1291","0.421399605463463","0.404155953878159","0.438643257048767","1"
"1 Strongly disagree","2005","Not Employed","Female","2290","0.50805886488902","0.493732646458608","0.522385083319432","1"
"1 Strongly disagree","2005","Employed","Male","2699","0.405131788935528","0.393403981206687","0.416859596664369","1"
"1 Strongly disagree","2005","Employed","Female","2849","0.475316172433631","0.462779977215544","0.487852367651718","1"
"2 on scale 1-7 ","2005","Not Employed","Female","1096","0.220486071624799","0.208605960528426","0.232366182721171","2"
"2 on scale 1-7 ","2005","Employed","Male","1712","0.246704004181465","0.236405379660427","0.257002628702503","2"
"2 on scale 1-7 ","2005","Employed","Female","1562","0.247386839787859","0.236555060245061","0.258218619330658","2"
"2 on scale 1-7 ","2005","Not Employed","Male","661","0.204317669664954","0.190237248856792","0.218398090473115","2"
"3 on scale 1-7 ","2005","Not Employed","Female","474","0.0995228846881118","0.0909442968952242","0.108101472480999","3"
"3 on scale 1-7 ","2005","Employed","Male","812","0.121871070086006","0.114055912302966","0.129686227869046","3"
"3 on scale 1-7 ","2005","Employed","Female","621","0.0997494853438359","0.0922269777845703","0.107271992903102","3"
"3 on scale 1-7 ","2005","Not Employed","Male","352","0.099967579554388","0.0894926411126345","0.110442517996142","3"
"4 on scale 1-7","2005","Employed","Female","475","0.0762021352555917","0.0695417759394168","0.0828624945717666","4"
"4 on scale 1-7","2005","Not Employed","Female","389","0.0831164859497036","0.0752057178955622","0.091027254003845","4"
"4 on scale 1-7","2005","Employed","Male","680","0.0973579490135846","0.0902760164842752","0.104439881542894","4"
"4 on scale 1-7","2005","Not Employed","Male","346","0.117686383024029","0.106433406501874","0.128939359546185","4"
"5 on scale 1-7","2005","Employed","Male","501","0.0746257813177986","0.068347924025026","0.0809036386105712","5"
"5 on scale 1-7","2005","Not Employed","Female","230","0.049178924750703","0.0429822757555054","0.0553755737459006","5"
"5 on scale 1-7","2005","Not Employed","Male","250","0.0805494469060581","0.0710458439345639","0.0900530498775523","5"
"5 on scale 1-7","2005","Employed","Female","356","0.0604248742885061","0.0544435238888965","0.0664062246881158","5"
"6 on scale 1-7","2005","Employed","Male","245","0.0411190293366516","0.0363753855110633","0.0458626731622398","6"
"6 on scale 1-7","2005","Employed","Female","172","0.0283888547868431","0.024219721377488","0.0325579881961983","6"
"6 on scale 1-7","2005","Not Employed","Female","127","0.0234928410886767","0.0191525039139813","0.0278331782633722","6"
"6 on scale 1-7","2005","Not Employed","Male","162","0.0452016311167302","0.0379468268171495","0.052456435416311","6"
"7 Strongly agree","2005","Employed","Female","61","0.0125316381037324","0.00973915130250329","0.0153241249049615","7"
"7 Strongly agree","2005","Not Employed","Female","72","0.016143927008986","0.0125324208460667","0.0197554331719053","7"
"7 Strongly agree","2005","Employed","Male","82","0.0131903771289664","0.0104648306653641","0.0159159235925687","7"
"7 Strongly agree","2005","Not Employed","Male","88","0.0308776842703776","0.024836744965833","0.0369186235749222","7"
"1 Strongly disagree","2006","Not Employed","Male","","","","","1"
"1 Strongly disagree","2006","Not Employed","Female","","","","","1"
"1 Strongly disagree","2006","Employed","Male","","","","","1"
"1 Strongly disagree","2006","Employed","Female","","","","","1"
"2 on scale 1-7 ","2006","Employed","Male","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2006","Employed","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Male","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2006","Employed","Female","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2006","Employed","Male","","","","","3"
"4 on scale 1-7","2006","Not Employed","Female","","","","","4"
"4 on scale 1-7","2006","Employed","Male","","","","","4"
