"plh0218","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","no migration background","1177","0.450782677399353","0.431823962584663","0.469741392214043"
"1 Strongly disagree","2005","1-pers.-HH","direct migration background","113","0.530947100286278","0.46392858096059","0.597965619611967"
"1 Strongly disagree","2005","1-pers.-HH","indirect migration background","30","0.304109253936059","0.210613483374076","0.397605024498043"
"1 Strongly disagree","2005","(Married) couple without C. ","no migration background","3008","0.499682890112222","0.48722605354238","0.512139726682065"
"1 Strongly disagree","2005","(Married) couple without C. ","direct migration background","358","0.540554514939639","0.503530781130507","0.577578248748772"
"1 Strongly disagree","2005","(Married) couple without C. ","indirect migration background","44","0.305574484188314","0.221382537858644","0.389766430517984"
"1 Strongly disagree","2005","Single parent ","no migration background","363","0.40963698507996","0.377419196675424","0.441854773484496"
"1 Strongly disagree","2005","Single parent ","direct migration background","56","0.503466827650708","0.41546396226997","0.591469693031446"
"1 Strongly disagree","2005","Single parent ","indirect migration background","22","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","no migration background","1295","0.419707526714624","0.40205954787248","0.437355505556769"
"1 Strongly disagree","2005","Couple + C. LE 16 ","direct migration background","267","0.494728335602584","0.452082464072465","0.537374207132702"
"1 Strongly disagree","2005","Couple + C. LE 16 ","indirect migration background","77","0.379283539220634","0.307599843804681","0.450967234636587"
"1 Strongly disagree","2005","Couple + C. GT 16 ","no migration background","1155","0.38106958085904","0.363794493092279","0.3983446686258"
"1 Strongly disagree","2005","Couple + C. GT 16 ","direct migration background","201","0.515289587156178","0.466374507766342","0.564204666546015"
"1 Strongly disagree","2005","Couple + C. GT 16 ","indirect migration background","65","0.325219647007858","0.261248508142717","0.389190785872999"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","no migration background","500","0.417314524104112","0.390394807793168","0.444234240415055"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","direct migration background","139","0.45384787074473","0.395944894442452","0.511750847047009"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","indirect migration background","25","","",""
