"plh0218","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","in school","83","0.163845048632941","0.135324623534807","0.192365473731076","1"
"1 Strongly disagree","2005","inadequately","105","0.421643974725214","0.358640765619943","0.484647183830484","1"
"1 Strongly disagree","2005","general elemantary","1056","0.469319482889589","0.449328374146084","0.489310591633093","1"
"1 Strongly disagree","2005","middle vocational","4929","0.48665165295955","0.476964656334249","0.496338649584851","1"
"1 Strongly disagree","2005","vocational + Abi","414","0.369825890211915","0.341715810960551","0.397935969463279","1"
"1 Strongly disagree","2005","higher vocational","730","0.455204774612555","0.430421297205237","0.479988252019872","1"
"1 Strongly disagree","2005","higher education","1737","0.420423224662323","0.405433719543052","0.435412729781595","1"
"2 on scale 1-7 ","2005","higher education","1085","0.242216582459339","0.229207012435758","0.255226152482921","2"
"2 on scale 1-7 ","2005","middle vocational","2441","0.230108319328501","0.221950859634355","0.238265779022647","2"
"2 on scale 1-7 ","2005","vocational + Abi","305","0.251822749724351","0.226548232645793","0.277097266802908","2"
"2 on scale 1-7 ","2005","higher vocational","422","0.284478950850452","0.262025739307105","0.3069321623938","2"
"2 on scale 1-7 ","2005","general elemantary","550","0.219431822910484","0.202853475196658","0.23601017062431","2"
"2 on scale 1-7 ","2005","inadequately","59","0.222774170161004","0.169685955617337","0.275862384704672","2"
"2 on scale 1-7 ","2005","in school","110","0.149823101916328","0.122322639738527","0.17732356409413","2"
"3 on scale 1-7 ","2005","higher education","504","0.120645469074535","0.110754793216244","0.130536144932827","3"
"3 on scale 1-7 ","2005","higher vocational","148","0.0904852217316753","0.0762082565740401","0.10476218688931","3"
"3 on scale 1-7 ","2005","vocational + Abi","144","0.142686554605865","0.122321082640809","0.16305202657092","3"
"3 on scale 1-7 ","2005","middle vocational","1017","0.0995256628360224","0.093723670210032","0.105327655462013","3"
"3 on scale 1-7 ","2005","in school","121","0.152800047508051","0.125076381595138","0.180523713420963","3"
"3 on scale 1-7 ","2005","inadequately","21","","","","3"
"3 on scale 1-7 ","2005","general elemantary","258","0.0938577281223928","0.0821756735081647","0.105539782736621","3"
"4 on scale 1-7","2005","middle vocational","813","0.0807426429209796","0.0754625203930693","0.0860227654488898","4"
"4 on scale 1-7","2005","general elemantary","257","0.100431620570413","0.0883912918542409","0.112471949286584","4"
"4 on scale 1-7","2005","vocational + Abi","134","0.110148431377864","0.0919186659816703","0.128378196774059","4"
"4 on scale 1-7","2005","higher education","389","0.100773555810662","0.0916325015958462","0.109914610025478","4"
"4 on scale 1-7","2005","inadequately","25","","","","4"
"4 on scale 1-7","2005","in school","112","0.165693152860429","0.137044042818061","0.194342262902798","4"
"4 on scale 1-7","2005","higher vocational","117","0.079629803119401","0.0661568969059874","0.0931027093328146","4"
"5 on scale 1-7","2005","higher education","287","0.0781848556014914","0.0700327143353292","0.0863369968676535","5"
"5 on scale 1-7","2005","middle vocational","586","0.0579893193195079","0.0534595521269385","0.0625190865120774","5"
"5 on scale 1-7","2005","in school","102","0.164110177786443","0.135571212230013","0.192649143342872","5"
"5 on scale 1-7","2005","inadequately","7","","","","5"
"5 on scale 1-7","2005","general elemantary","133","0.0557120866819251","0.0465242567872104","0.0648999165766397","5"
"5 on scale 1-7","2005","vocational + Abi","92","0.0798386930925449","0.0640563373187829","0.095621048866307","5"
"5 on scale 1-7","2005","higher vocational","89","0.0622179750306887","0.0501966848599356","0.0742392652014418","5"
"6 on scale 1-7","2005","higher education","129","0.0275268446084834","0.0225585712315265","0.0324951179854402","6"
"6 on scale 1-7","2005","middle vocational","306","0.0302479437410571","0.0269285998702325","0.0335672876118817","6"
"6 on scale 1-7","2005","vocational + Abi","38","0.0402498688356036","0.0288054310945941","0.0516943065766131","6"
"6 on scale 1-7","2005","higher vocational","32","0.0234693053726395","0.0159351380778385","0.0310034726674405","6"
"6 on scale 1-7","2005","inadequately","7","","","","6"
"6 on scale 1-7","2005","in school","76","0.12676246927736","0.101126042525528","0.152398896029193","6"
"6 on scale 1-7","2005","general elemantary","94","0.0386869967959522","0.0309619532688153","0.0464120403230891","6"
"7 Strongly agree","2005","higher education","35","0.0102294677831651","0.00717396813870608","0.0132849674276242","7"
"7 Strongly agree","2005","vocational + Abi","6","","","","7"
"7 Strongly agree","2005","middle vocational","135","0.0147344588943817","0.0123992931789298","0.0170696246098336","7"
"7 Strongly agree","2005","higher vocational","13","","","","7"
"7 Strongly agree","2005","in school","43","0.0769660020184476","0.0564281857938355","0.0975038182430598","7"
"7 Strongly agree","2005","inadequately","12","","","","7"
"7 Strongly agree","2005","general elemantary","46","0.0225602620292448","0.0166118220557036","0.028508702002786","7"
"1 Strongly disagree","2006","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","higher vocational","","","","","1"
"1 Strongly disagree","2006","higher education","","","","","1"
"1 Strongly disagree","2006","in school","","","","","1"
"1 Strongly disagree","2006","inadequately","","","","","1"
"1 Strongly disagree","2006","general elemantary","","","","","1"
"1 Strongly disagree","2006","middle vocational","","","","","1"
"2 on scale 1-7 ","2006","middle vocational","","","","","2"
