"plh0218","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","Urban Area","4712","0.434045950670696","0.424845109564696","0.443246791776695","1"
"1 Strongly disagree","2005","no migration background","Rural Area","2958","0.476631070220062","0.464319427941162","0.488942712498962","1"
"1 Strongly disagree","2005","direct migration background","Urban Area","980","0.506622088804557","0.484460207642998","0.528783969966117","1"
"1 Strongly disagree","2005","direct migration background","Rural Area","204","0.546200177334167","0.497592636770375","0.594807717897959","1"
"1 Strongly disagree","2005","indirect migration background","Urban Area","243","0.306015445948987","0.272424245962506","0.339606645935468","1"
"1 Strongly disagree","2005","indirect migration background","Rural Area","32","0.328830900607065","0.238973111441795","0.418688689772335","1"
"2 on scale 1-7 ","2005","direct migration background","Urban Area","460","0.212573315590286","0.194437622925283","0.230709008255289","2"
"2 on scale 1-7 ","2005","no migration background","Urban Area","2741","0.238219895862447","0.230311781912216","0.246128009812679","2"
"2 on scale 1-7 ","2005","indirect migration background","Rural Area","22","","","","2"
"2 on scale 1-7 ","2005","no migration background","Rural Area","1552","0.238712334224989","0.228204029171151","0.249220639278827","2"
"2 on scale 1-7 ","2005","direct migration background","Rural Area","94","0.174116588778485","0.137093298301344","0.211139879255627","2"
"2 on scale 1-7 ","2005","indirect migration background","Urban Area","162","0.232814745272831","0.202008816472239","0.263620674073423","2"
"3 on scale 1-7 ","2005","indirect migration background","Urban Area","93","0.124030079450808","0.100003770902138","0.148056387999479","3"
"3 on scale 1-7 ","2005","no migration background","Urban Area","1235","0.110910196356942","0.105080745541913","0.116739647171972","3"
"3 on scale 1-7 ","2005","direct migration background","Rural Area","46","0.106549382950402","0.0764258216645861","0.136672944236218","3"
"3 on scale 1-7 ","2005","direct migration background","Urban Area","196","0.10343502514045","0.0899360932311611","0.116933957049739","3"
"3 on scale 1-7 ","2005","no migration background","Rural Area","670","0.0977015121586042","0.0903825988543212","0.105020425462887","3"
"3 on scale 1-7 ","2005","indirect migration background","Rural Area","19","","","","3"
"4 on scale 1-7","2005","indirect migration background","Rural Area","13","","","","4"
"4 on scale 1-7","2005","no migration background","Rural Area","481","0.0785924041771658","0.0719589913467442","0.0852258170075873","4"
"4 on scale 1-7","2005","direct migration background","Urban Area","155","0.0778343501447568","0.0659584966176537","0.0897102036718599","4"
"4 on scale 1-7","2005","indirect migration background","Urban Area","103","0.144695922405077","0.119053009342961","0.170338835467192","4"
"4 on scale 1-7","2005","no migration background","Urban Area","1107","0.0979064918130648","0.092389521922003","0.103423461704127","4"
"4 on scale 1-7","2005","direct migration background","Rural Area","31","0.069269149068887","0.0444790907123372","0.0940592074254369","4"
"5 on scale 1-7","2005","indirect migration background","Rural Area","7","","","","5"
"5 on scale 1-7","2005","direct migration background","Rural Area","16","","","","5"
"5 on scale 1-7","2005","indirect migration background","Urban Area","68","0.10432043975915","0.0820391678422872","0.126601711676013","5"
