"plh0218","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","lower secondary degree","1011","0.537479210113141","0.515665935380462","0.559292484845821"
"1 Strongly disagree","2005","Full Time","secondary school degree","1303","0.426475772962469","0.408394551074977","0.444556994849961"
"1 Strongly disagree","2005","Full Time","college entrance qualification","944","0.357082730993921","0.338558358779511","0.37560710320833"
"1 Strongly disagree","2005","Full Time","Other degree","216","0.612917724428574","0.564008774776943","0.661826674080206"
"1 Strongly disagree","2005","Full Time","no degree/no degree yet","26","","",""
"1 Strongly disagree","2005","Part Time","lower secondary degree","662","0.505452422337572","0.478398804297103","0.532506040378042"
"1 Strongly disagree","2005","Part Time","secondary school degree","740","0.426612466728906","0.402446122167695","0.450778811290118"
"1 Strongly disagree","2005","Part Time","college entrance qualification","401","0.293590177901002","0.269597475256099","0.317582880545906"
"1 Strongly disagree","2005","Part Time","Other degree","142","0.55316303410524","0.4923799612956","0.613946106914881"
"1 Strongly disagree","2005","Part Time","no degree/no degree yet","37","0.300436643640617","0.223669075244639","0.377204212036596"
"1 Strongly disagree","2005","Not Working","lower secondary degree","1992","0.535345532193558","0.519374008338603","0.551317056048514"
"1 Strongly disagree","2005","Not Working","secondary school degree","731","0.47520120918749","0.450087874447089","0.50031454392789"
"1 Strongly disagree","2005","Not Working","college entrance qualification","452","0.370040109751599","0.343134422414425","0.396945797088772"
"1 Strongly disagree","2005","Not Working","Other degree","225","0.496356062382166","0.451392598917459","0.541319525846873"
"1 Strongly disagree","2005","Not Working","no degree/no degree yet","145","0.268926626638447","0.236196256403152","0.301656996873741"
"2 on scale 1-7 ","2005","Full Time","lower secondary degree","465","0.206387923631074","0.188681914672599","0.224093932589548"
"2 on scale 1-7 ","2005","Full Time","secondary school degree","731","0.266687650089566","0.250519860037066","0.282855440142066"
"2 on scale 1-7 ","2005","Full Time","college entrance qualification","709","0.26675162172336","0.249653019106815","0.283850224339905"
"2 on scale 1-7 ","2005","Full Time","Other degree","82","0.188538767989008","0.149263439721268","0.227814096256748"
"2 on scale 1-7 ","2005","Full Time","no degree/no degree yet","16","","",""
"2 on scale 1-7 ","2005","Part Time","lower secondary degree","327","0.235610244383086","0.212646871005707","0.258573617760466"
"2 on scale 1-7 ","2005","Part Time","secondary school degree","429","0.292603289023433","0.270373200667402","0.314833377379464"
"2 on scale 1-7 ","2005","Part Time","college entrance qualification","382","0.244944408902879","0.222287363485953","0.267601454319804"
"2 on scale 1-7 ","2005","Part Time","Other degree","59","0.232224245564942","0.180600144016356","0.283848347113528"
"2 on scale 1-7 ","2005","Part Time","no degree/no degree yet","19","","",""
"2 on scale 1-7 ","2005","Not Working","lower secondary degree","855","0.220871553376202","0.207587254811065","0.234155851941338"
"2 on scale 1-7 ","2005","Not Working","secondary school degree","353","0.223426080752106","0.202478805559325","0.244373355944887"
"2 on scale 1-7 ","2005","Not Working","college entrance qualification","282","0.208310675991894","0.185680058737776","0.230941293246013"
"2 on scale 1-7 ","2005","Not Working","Other degree","107","0.210357543412096","0.173705720725113","0.24700936609908"
"2 on scale 1-7 ","2005","Not Working","no degree/no degree yet","130","0.151950781639114","0.125452633064338","0.17844893021389"
"3 on scale 1-7 ","2005","Full Time","lower secondary degree","191","0.0851018620990728","0.0728942616065232","0.0973094625916224"
"3 on scale 1-7 ","2005","Full Time","secondary school degree","335","0.121691988928501","0.109739478652736","0.133644499204267"
"3 on scale 1-7 ","2005","Full Time","college entrance qualification","321","0.132461774348954","0.119355745385454","0.145567803312454"
"3 on scale 1-7 ","2005","Full Time","Other degree","32","0.0754131654887309","0.0488986899491444","0.101927641028317"
"3 on scale 1-7 ","2005","Full Time","no degree/no degree yet","6","","",""
"3 on scale 1-7 ","2005","Part Time","lower secondary degree","115","0.0913770421474829","0.0757854102004459","0.10696867409452"
"3 on scale 1-7 ","2005","Part Time","secondary school degree","154","0.0931434815773508","0.0789425906386182","0.107344372516083"
"3 on scale 1-7 ","2005","Part Time","college entrance qualification","199","0.151105718522456","0.132236787359011","0.169974649685902"
"3 on scale 1-7 ","2005","Part Time","Other degree","21","","",""
"3 on scale 1-7 ","2005","Part Time","no degree/no degree yet","22","","",""
"3 on scale 1-7 ","2005","Not Working","lower secondary degree","329","0.088438333699141","0.0793459551869735","0.0975307122113085"
"3 on scale 1-7 ","2005","Not Working","secondary school degree","138","0.0816078113029777","0.0678404991378643","0.0953751234680911"
"3 on scale 1-7 ","2005","Not Working","college entrance qualification","167","0.126485870645101","0.10796253417698","0.145009207113222"
"3 on scale 1-7 ","2005","Not Working","Other degree","52","0.113019982693673","0.0845468126134248","0.141493152773921"
"3 on scale 1-7 ","2005","Not Working","no degree/no degree yet","121","0.152234084771587","0.125715676133897","0.178752493409277"
"4 on scale 1-7","2005","Full Time","lower secondary degree","153","0.0746194469840861","0.0631230804422418","0.0861158135259304"
"4 on scale 1-7","2005","Full Time","secondary school degree","211","0.0740495870987992","0.0644763262058176","0.0836228479917809"
"4 on scale 1-7","2005","Full Time","college entrance qualification","282","0.108949817465661","0.0969037340949373","0.120995900836384"
"4 on scale 1-7","2005","Full Time","Other degree","25","","",""
"4 on scale 1-7","2005","Full Time","no degree/no degree yet","4","","",""
"4 on scale 1-7","2005","Part Time","lower secondary degree","92","0.073814811322421","0.0596665899553727","0.0879630326894693"
"4 on scale 1-7","2005","Part Time","secondary school degree","139","0.0976049313802938","0.0831037192427134","0.112106143517874"
"4 on scale 1-7","2005","Part Time","college entrance qualification","177","0.126402946640777","0.108895846123436","0.143910047158118"
"4 on scale 1-7","2005","Part Time","Other degree","20","","",""
"4 on scale 1-7","2005","Part Time","no degree/no degree yet","22","","",""
"4 on scale 1-7","2005","Not Working","lower secondary degree","268","0.0768246261901836","0.0682964426627402","0.085352809717627"
"4 on scale 1-7","2005","Not Working","secondary school degree","140","0.0982670952853048","0.0832974254348914","0.113236765135718"
"4 on scale 1-7","2005","Not Working","college entrance qualification","145","0.1298363200238","0.11110528326486","0.148567356782739"
"4 on scale 1-7","2005","Not Working","Other degree","53","0.106525871780923","0.0787818238912928","0.134269919670554"
"4 on scale 1-7","2005","Not Working","no degree/no degree yet","107","0.145403429916241","0.119382582811405","0.171424277021077"
"5 on scale 1-7","2005","Full Time","lower secondary degree","108","0.057439938555785","0.0472602168598097","0.0676196602517604"
"5 on scale 1-7","2005","Full Time","secondary school degree","175","0.0580804910232386","0.0495292973092199","0.0666316847372573"
"5 on scale 1-7","2005","Full Time","college entrance qualification","206","0.0863427291445887","0.0754838231713411","0.0972016351178363"
"5 on scale 1-7","2005","Full Time","Other degree","13","","",""
"5 on scale 1-7","2005","Full Time","no degree/no degree yet","","","",""
