"plh0218","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","Urban Area","2323","0.460994586266573","0.447425204201031","0.474563968332116"
"1 Strongly disagree","2005","Not Employed","Rural Area","1258","0.501763446291092","0.482705123916101","0.520821768666082"
"1 Strongly disagree","2005","Employed","Urban Area","3612","0.42490669152485","0.414483948484958","0.435329434564742"
"1 Strongly disagree","2005","Employed","Rural Area","1936","0.463935466973831","0.44882820349363","0.479042730454032"
"2 on scale 1-7 ","2005","Not Employed","Urban Area","1155","0.216653693842226","0.205439306731164","0.227868080953288"
"2 on scale 1-7 ","2005","Not Employed","Rural Area","602","0.208410863126633","0.192928849172516","0.22389287708075"
"2 on scale 1-7 ","2005","Employed","Urban Area","2208","0.245464536706269","0.236390504945858","0.254538568466681"
"2 on scale 1-7 ","2005","Employed","Rural Area","1066","0.250450320919256","0.237325013428411","0.2635756284101"
"3 on scale 1-7 ","2005","Not Employed","Urban Area","551","0.101046152793636","0.0928418027080497","0.109250502879222"
"3 on scale 1-7 ","2005","Not Employed","Rural Area","275","0.0967317789286923","0.0854647264150996","0.107998831442285"
"3 on scale 1-7 ","2005","Employed","Urban Area","973","0.116584972534256","0.109818384021625","0.123351561046888"
"3 on scale 1-7 ","2005","Employed","Rural Area","460","0.101237689923029","0.0920998821397241","0.110375497706334"
"4 on scale 1-7","2005","Not Employed","Urban Area","501","0.0982901495087217","0.0901860642856777","0.106394234731766"
"4 on scale 1-7","2005","Not Employed","Rural Area","234","0.0935602289401572","0.0824599861052081","0.104660471775106"
"4 on scale 1-7","2005","Employed","Urban Area","864","0.0961019396053441","0.0898876442287311","0.102316234981957"
"4 on scale 1-7","2005","Employed","Rural Area","291","0.0692029054992162","0.0615144668556405","0.0768913441427919"
"5 on scale 1-7","2005","Not Employed","Urban Area","339","0.0662209012291636","0.0594517344811039","0.0729900679772232"
"5 on scale 1-7","2005","Not Employed","Rural Area","141","0.0514473318410938","0.0430269939584499","0.0598676697237377"
"5 on scale 1-7","2005","Employed","Urban Area","599","0.0691234612950376","0.0637750491136045","0.0744718734764707"
"5 on scale 1-7","2005","Employed","Rural Area","258","0.066055362492023","0.0585311147689157","0.0735796102151303"
"6 on scale 1-7","2005","Not Employed","Urban Area","202","0.0337094561066838","0.0287964723073364","0.0386224399060312"
"6 on scale 1-7","2005","Not Employed","Rural Area","87","0.0285355867813628","0.0221892338923332","0.0348819396703925"
"6 on scale 1-7","2005","Employed","Urban Area","279","0.0343575127508485","0.0305170360948968","0.0381979894068003"
"6 on scale 1-7","2005","Employed","Rural Area","138","0.0374909268029094","0.0317363421466468","0.0432455114591721"
"7 Strongly agree","2005","Not Employed","Urban Area","113","0.023085060252996","0.0189970735320131","0.027173046973979"
"7 Strongly agree","2005","Not Employed","Rural Area","47","0.0195507640909695","0.0142734640161698","0.0248280641657692"
"7 Strongly agree","2005","Employed","Urban Area","106","0.0134608855833936","0.0110311441516925","0.0158906270150948"
"7 Strongly agree","2005","Employed","Rural Area","37","0.0116273273897358","0.0083798301238459","0.0148748246556258"
"1 Strongly disagree","2006","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2006","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2006","Employed","Urban Area","","","",""
"1 Strongly disagree","2006","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2006","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2006","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2006","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2006","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2006","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2006","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2006","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2006","Employed","Rural Area","","","",""
"4 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2006","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2006","Employed","Urban Area","","","",""
"4 on scale 1-7","2006","Employed","Rural Area","","","",""
"5 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2006","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2006","Employed","Urban Area","","","",""
"5 on scale 1-7","2006","Employed","Rural Area","","","",""
"6 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2006","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2006","Employed","Urban Area","","","",""
"6 on scale 1-7","2006","Employed","Rural Area","","","",""
"7 Strongly agree","2006","Not Employed","Urban Area","","","",""
"7 Strongly agree","2006","Not Employed","Rural Area","","","",""
"7 Strongly agree","2006","Employed","Urban Area","","","",""
"7 Strongly agree","2006","Employed","Rural Area","","","",""
"1 Strongly disagree","2007","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2007","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2007","Employed","Urban Area","","","",""
"1 Strongly disagree","2007","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2007","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2007","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2007","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2007","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2007","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2007","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2007","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2007","Employed","Rural Area","","","",""
"4 on scale 1-7","2007","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2007","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2007","Employed","Urban Area","","","",""
"4 on scale 1-7","2007","Employed","Rural Area","","","",""
"5 on scale 1-7","2007","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2007","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2007","Employed","Urban Area","","","",""
"5 on scale 1-7","2007","Employed","Rural Area","","","",""
"6 on scale 1-7","2007","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2007","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2007","Employed","Urban Area","","","",""
"6 on scale 1-7","2007","Employed","Rural Area","","","",""
"7 Strongly agree","2007","Not Employed","Urban Area","","","",""
"7 Strongly agree","2007","Not Employed","Rural Area","","","",""
"7 Strongly agree","2007","Employed","Urban Area","","","",""
"7 Strongly agree","2007","Employed","Rural Area","","","",""
"1 Strongly disagree","2008","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2008","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2008","Employed","Urban Area","","","",""
"1 Strongly disagree","2008","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2008","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2008","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2008","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2008","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2008","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2008","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2008","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2008","Employed","Rural Area","","","",""
"4 on scale 1-7","2008","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2008","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2008","Employed","Urban Area","","","",""
"4 on scale 1-7","2008","Employed","Rural Area","","","",""
"5 on scale 1-7","2008","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2008","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2008","Employed","Urban Area","","","",""
"5 on scale 1-7","2008","Employed","Rural Area","","","",""
"6 on scale 1-7","2008","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2008","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2008","Employed","Urban Area","","","",""
"6 on scale 1-7","2008","Employed","Rural Area","","","",""
"7 Strongly agree","2008","Not Employed","Urban Area","","","",""
"7 Strongly agree","2008","Not Employed","Rural Area","","","",""
"7 Strongly agree","2008","Employed","Urban Area","","","",""
"7 Strongly agree","2008","Employed","Rural Area","","","",""
"1 Strongly disagree","2009","Not Employed","Urban Area","1699","0.393181559043637","0.378745573652834","0.407617544434441"
"1 Strongly disagree","2009","Not Employed","Rural Area","972","0.409551446188903","0.389720044656873","0.429382847720932"
"1 Strongly disagree","2009","Employed","Urban Area","2493","0.325063202838548","0.314360014410092","0.335766391267005"
"1 Strongly disagree","2009","Employed","Rural Area","1420","0.364250336253664","0.349027972865216","0.379472699642112"
"2 on scale 1-7 ","2009","Not Employed","Urban Area","1104","0.233327312697567","0.22082736303818","0.245827262356955"
