"plh0218","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","no migration background","2999","0.440896186416973","0.429165993482015","0.452626379351931"
"1 Strongly disagree","2005","Full Time","direct migration background","426","0.542686897463635","0.508273175848746","0.577100619078524"
"1 Strongly disagree","2005","Full Time","indirect migration background","112","0.334233403712339","0.283105246350168","0.385361561074511"
"1 Strongly disagree","2005","Part Time","no migration background","1640","0.407510886226818","0.392355230590374","0.422666541863262"
"1 Strongly disagree","2005","Part Time","direct migration background","277","0.501719911821053","0.46015966384524","0.543280159796867"
"1 Strongly disagree","2005","Part Time","indirect migration background","94","0.341720597025244","0.278905108004538","0.404536086045951"
"1 Strongly disagree","2005","Not Working","no migration background","3031","0.478065085521489","0.465967121623723","0.490163049419255"
"1 Strongly disagree","2005","Not Working","direct migration background","481","0.496718821004382","0.465683148199264","0.5277544938095"
"1 Strongly disagree","2005","Not Working","indirect migration background","69","0.246805352242559","0.196483752819517","0.297126951665601"
"2 on scale 1-7 ","2005","Full Time","no migration background","1764","0.248794724846795","0.23858084710102","0.259008602592569"
"2 on scale 1-7 ","2005","Full Time","direct migration background","188","0.204072626456103","0.176231984287514","0.231913268624693"
"2 on scale 1-7 ","2005","Full Time","indirect migration background","86","0.260157961956909","0.212606674746053","0.307709249167765"
"2 on scale 1-7 ","2005","Part Time","no migration background","1061","0.26049922865005","0.246961759803027","0.274036697497073"
"2 on scale 1-7 ","2005","Part Time","direct migration background","134","0.212794473953689","0.178774424931705","0.246814522975672"
"2 on scale 1-7 ","2005","Part Time","indirect migration background","41","0.229595423106472","0.173893899595","0.285296946617944"
"2 on scale 1-7 ","2005","Not Working","no migration background","1468","0.216639157858343","0.206661927384444","0.226616388332241"
"2 on scale 1-7 ","2005","Not Working","direct migration background","232","0.203402768401076","0.178416676211141","0.228388860591011"
"2 on scale 1-7 ","2005","Not Working","indirect migration background","57","0.190699559626544","0.144848088933628","0.236551030319461"
"3 on scale 1-7 ","2005","Full Time","no migration background","775","0.112985896972087","0.105506473236798","0.120465320707376"
"3 on scale 1-7 ","2005","Full Time","direct migration background","84","0.109207190417193","0.0876613162427137","0.130753064591672"
"3 on scale 1-7 ","2005","Full Time","indirect migration background","43","0.146432736513204","0.108113911897876","0.184751561128531"
"3 on scale 1-7 ","2005","Part Time","no migration background","452","0.10987569890855","0.10022983594077","0.119521561876329"
"3 on scale 1-7 ","2005","Part Time","direct migration background","52","0.0977884777256993","0.0730991808085159","0.122477774642883"
"3 on scale 1-7 ","2005","Part Time","indirect migration background","27","","",""
"3 on scale 1-7 ","2005","Not Working","no migration background","678","0.0983394681416112","0.0911276286352423","0.10555130764798"
"3 on scale 1-7 ","2005","Not Working","direct migration background","106","0.103450748976513","0.0845467185539287","0.122354779399098"
"3 on scale 1-7 ","2005","Not Working","indirect migration background","42","0.120870992632724","0.0828248277017834","0.158917157563665"
"4 on scale 1-7","2005","Full Time","no migration background","601","0.0852631875946619","0.0786650765880368","0.091861298601287"
"4 on scale 1-7","2005","Full Time","direct migration background","49","0.049392293368504","0.0344237199414939","0.0643608667955142"
"4 on scale 1-7","2005","Full Time","indirect migration background","40","0.120803544827414","0.0854805906418566","0.156126499012971"
"4 on scale 1-7","2005","Part Time","no migration background","391","0.0973152427818871","0.0881736173316616","0.106456868232113"
"4 on scale 1-7","2005","Part Time","direct migration background","45","0.0775904600605802","0.0553534316114221","0.0998274885097383"
"4 on scale 1-7","2005","Part Time","indirect migration background","29","","",""
"4 on scale 1-7","2005","Not Working","no migration background","596","0.0937323050331171","0.086673462497129","0.100791147569105"
"4 on scale 1-7","2005","Not Working","direct migration background","92","0.0975091696510171","0.0790953180014632","0.115923021300571"
"4 on scale 1-7","2005","Not Working","indirect migration background","47","0.180349021158062","0.135475007834225","0.225223034481899"
"5 on scale 1-7","2005","Full Time","no migration background","459","0.0656820488519342","0.0598292789671646","0.0715348187367039"
"5 on scale 1-7","2005","Full Time","direct migration background","25","","",""
"5 on scale 1-7","2005","Full Time","indirect migration background","27","","",""
"5 on scale 1-7","2005","Part Time","no migration background","301","0.0764986670113157","0.0683006157257767","0.0846967182968547"
"5 on scale 1-7","2005","Part Time","direct migration background","26","","",""
"5 on scale 1-7","2005","Part Time","indirect migration background","19","","",""
"5 on scale 1-7","2005","Not Working","no migration background","403","0.0603938386882617","0.0546244494369044","0.066163227939619"
"5 on scale 1-7","2005","Not Working","direct migration background","48","0.0591660895168289","0.0445209529404944","0.0738112260931634"
"5 on scale 1-7","2005","Not Working","indirect migration background","29","","",""
