"plh0218","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","no migration background","1082","0.269415387695921","0.255876512856362","0.282954262535479"
"1 Strongly disagree","2005","16-34 y.","direct migration background","194","0.34135047440801","0.300790666792043","0.381910282023977"
"1 Strongly disagree","2005","16-34 y.","indirect migration background","202","0.295384740699001","0.260658211672692","0.330111269725311"
"1 Strongly disagree","2005","35-65 y.","no migration background","4717","0.479555502098201","0.469745712882702","0.489365291313701"
"1 Strongly disagree","2005","35-65 y.","direct migration background","783","0.554498472888374","0.529082193907006","0.579914751869742"
"1 Strongly disagree","2005","35-65 y.","indirect migration background","70","0.392311628820414","0.315195754966459","0.469427502674368"
"1 Strongly disagree","2005","66 and older","no migration background","1871","0.552685968828434","0.535926085701182","0.569445851955687"
"1 Strongly disagree","2005","66 and older","direct migration background","207","0.629542053434479","0.579930910781016","0.679153196087943"
"1 Strongly disagree","2005","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2005","16-34 y.","no migration background","1035","0.25408661164656","0.240801316515845","0.267371906777276"
"2 on scale 1-7 ","2005","16-34 y.","direct migration background","132","0.233568924108093","0.197376929198956","0.26976091901723"
"2 on scale 1-7 ","2005","16-34 y.","indirect migration background","136","0.217283769444345","0.185892625673135","0.248674913215555"
"2 on scale 1-7 ","2005","35-65 y.","no migration background","2503","0.240030616451272","0.231644046101891","0.248417186800653"
"2 on scale 1-7 ","2005","35-65 y.","direct migration background","348","0.210983033577922","0.190118718602237","0.231847348553607"
"2 on scale 1-7 ","2005","35-65 y.","indirect migration background","46","0.295319063000393","0.223269768421557","0.367368357579229"
"2 on scale 1-7 ","2005","66 and older","no migration background","755","0.219339996894307","0.205391886159038","0.233288107629577"
"2 on scale 1-7 ","2005","66 and older","direct migration background","74","0.14525853887141","0.109060451803405","0.181456625939414"
"2 on scale 1-7 ","2005","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2005","16-34 y.","no migration background","631","0.149889695722928","0.13899639121984","0.160783000226017"
"3 on scale 1-7 ","2005","16-34 y.","direct migration background","73","0.166612502829116","0.134737830873446","0.198487174784787"
"3 on scale 1-7 ","2005","16-34 y.","indirect migration background","95","0.13225061942816","0.106464419806124","0.158036819050196"
"3 on scale 1-7 ","2005","35-65 y.","no migration background","1002","0.099167197832498","0.0932982649550316","0.105036130709964"
"3 on scale 1-7 ","2005","35-65 y.","direct migration background","141","0.0889282371051097","0.0743725293303465","0.103483944879873"
"3 on scale 1-7 ","2005","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2005","66 and older","no migration background","272","0.0804855389578471","0.0713156576194588","0.0896554202962354"
"3 on scale 1-7 ","2005","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2005","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2005","16-34 y.","no migration background","562","0.130201158650583","0.119931572287848","0.140470745013318"
"4 on scale 1-7","2005","16-34 y.","direct migration background","57","0.10123550575149","0.0754332413419147","0.127037770161064"
"4 on scale 1-7","2005","16-34 y.","indirect migration background","105","0.157436214344507","0.129712906955329","0.185159521733684"
"4 on scale 1-7","2005","35-65 y.","no migration background","791","0.0833344583757011","0.0779073213428867","0.0887615954085155"
"4 on scale 1-7","2005","35-65 y.","direct migration background","101","0.0640950081369316","0.0515703702470872","0.076619646026776"
"4 on scale 1-7","2005","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2005","66 and older","no migration background","235","0.0715790792086025","0.0628896546228767","0.0802685037943282"
"4 on scale 1-7","2005","66 and older","direct migration background","","","",""
"4 on scale 1-7","2005","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2005","16-34 y.","no migration background","449","0.105167702253071","0.095806144244125","0.114529260262018"
