"plh0218","year","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","West Germany","6691","0.443337751142315","0.435546903337504","0.451128598947126"
"1 Strongly disagree","2005","East Germany","2438","0.488706998229255","0.474901107440633","0.502512889017877"
"2 on scale 1-7 ","2005","West Germany","3804","0.234834813863014","0.228186977511259","0.24148265021477"
"2 on scale 1-7 ","2005","East Germany","1227","0.229273110027468","0.217663114643905","0.240883105411032"
"3 on scale 1-7 ","2005","West Germany","1752","0.108001145245611","0.103133512462885","0.112868778028338"
"3 on scale 1-7 ","2005","East Germany","507","0.102358093339196","0.0939863118598245","0.110729874818568"
"4 on scale 1-7","2005","West Germany","1511","0.0944418510141611","0.0898555569717969","0.0990281450565253"
"4 on scale 1-7","2005","East Germany","379","0.0779372178433856","0.0705333624831289","0.0853410732036423"
"5 on scale 1-7","2005","West Germany","1059","0.0673566531118971","0.063425956481076","0.0712873497427182"
"5 on scale 1-7","2005","East Germany","278","0.0575518916384046","0.0511196292034944","0.0639841540733147"
"6 on scale 1-7","2005","West Germany","554","0.0343645632581161","0.0315077392264631","0.0372213872897692"
"6 on scale 1-7","2005","East Germany","152","0.0325766299596788","0.0276735768801406","0.0374796830392169"
"7 Strongly agree","2005","West Germany","248","0.0176632223648847","0.0155974300916369","0.0197290146381324"
"7 Strongly agree","2005","East Germany","55","0.0115960589626117","0.00863922000242987","0.0145528979227936"
"1 Strongly disagree","2006","West Germany","","","",""
"1 Strongly disagree","2006","East Germany","","","",""
"2 on scale 1-7 ","2006","West Germany","","","",""
"2 on scale 1-7 ","2006","East Germany","","","",""
"3 on scale 1-7 ","2006","West Germany","","","",""
"3 on scale 1-7 ","2006","East Germany","","","",""
"4 on scale 1-7","2006","West Germany","","","",""
"4 on scale 1-7","2006","East Germany","","","",""
"5 on scale 1-7","2006","West Germany","","","",""
"5 on scale 1-7","2006","East Germany","","","",""
"6 on scale 1-7","2006","West Germany","","","",""
"6 on scale 1-7","2006","East Germany","","","",""
"7 Strongly agree","2006","West Germany","","","",""
"7 Strongly agree","2006","East Germany","","","",""
"1 Strongly disagree","2007","West Germany","","","",""
"1 Strongly disagree","2007","East Germany","","","",""
"2 on scale 1-7 ","2007","West Germany","","","",""
"2 on scale 1-7 ","2007","East Germany","","","",""
"3 on scale 1-7 ","2007","West Germany","","","",""
"3 on scale 1-7 ","2007","East Germany","","","",""
"4 on scale 1-7","2007","West Germany","","","",""
"4 on scale 1-7","2007","East Germany","","","",""
"5 on scale 1-7","2007","West Germany","","","",""
"5 on scale 1-7","2007","East Germany","","","",""
"6 on scale 1-7","2007","West Germany","","","",""
"6 on scale 1-7","2007","East Germany","","","",""
"7 Strongly agree","2007","West Germany","","","",""
"7 Strongly agree","2007","East Germany","","","",""
"1 Strongly disagree","2008","West Germany","","","",""
"1 Strongly disagree","2008","East Germany","","","",""
"2 on scale 1-7 ","2008","West Germany","","","",""
"2 on scale 1-7 ","2008","East Germany","","","",""
"3 on scale 1-7 ","2008","West Germany","","","",""
"3 on scale 1-7 ","2008","East Germany","","","",""
"4 on scale 1-7","2008","West Germany","","","",""
"4 on scale 1-7","2008","East Germany","","","",""
"5 on scale 1-7","2008","West Germany","","","",""
"5 on scale 1-7","2008","East Germany","","","",""
"6 on scale 1-7","2008","West Germany","","","",""
"6 on scale 1-7","2008","East Germany","","","",""
"7 Strongly agree","2008","West Germany","","","",""
"7 Strongly agree","2008","East Germany","","","",""
"1 Strongly disagree","2009","West Germany","4744","0.352246497046452","0.344165448786644","0.36032754530626"
"1 Strongly disagree","2009","East Germany","1840","0.396506979412373","0.382268327366105","0.410745631458642"
"2 on scale 1-7 ","2009","West Germany","3491","0.256152095548082","0.248767435587304","0.263536755508861"
"2 on scale 1-7 ","2009","East Germany","1272","0.274784081633005","0.261790263546321","0.28777789971969"
"3 on scale 1-7 ","2009","West Germany","1796","0.133632919013154","0.127876569275864","0.139389268750444"
"3 on scale 1-7 ","2009","East Germany","508","0.113721614952215","0.104480722386513","0.122962507517917"
"4 on scale 1-7","2009","West Germany","1535","0.116315952861054","0.110892103457063","0.121739802265046"
"4 on scale 1-7","2009","East Germany","434","0.0985994553691629","0.0899217780013387","0.107277132736987"
"5 on scale 1-7","2009","West Germany","1017","0.0773431711537005","0.0728238775044248","0.0818624648029761"
"5 on scale 1-7","2009","East Germany","266","0.0649408661838694","0.0577681126183179","0.072113619749421"
"6 on scale 1-7","2009","West Germany","584","0.0446004348714442","0.0411082153150854","0.0480926544278029"
"6 on scale 1-7","2009","East Germany","151","0.035018671916539","0.0296678977225431","0.0403694461105348"
"7 Strongly agree","2009","West Germany","255","0.0197089295061126","0.0173574103814081","0.0220604486308171"
"7 Strongly agree","2009","East Germany","63","0.016428330532835","0.012728285118167","0.020128375947503"
"1 Strongly disagree","2010","West Germany","","","",""
"1 Strongly disagree","2010","East Germany","","","",""
"2 on scale 1-7 ","2010","West Germany","","","",""
"2 on scale 1-7 ","2010","East Germany","","","",""
"3 on scale 1-7 ","2010","West Germany","","","",""
"3 on scale 1-7 ","2010","East Germany","","","",""
"4 on scale 1-7","2010","West Germany","","","",""
"4 on scale 1-7","2010","East Germany","","","",""
"5 on scale 1-7","2010","West Germany","","","",""
"5 on scale 1-7","2010","East Germany","","","",""
"6 on scale 1-7","2010","West Germany","","","",""
"6 on scale 1-7","2010","East Germany","","","",""
"7 Strongly agree","2010","West Germany","","","",""
"7 Strongly agree","2010","East Germany","","","",""
"1 Strongly disagree","2011","West Germany","","","",""
"1 Strongly disagree","2011","East Germany","","","",""
"2 on scale 1-7 ","2011","West Germany","","","",""
"2 on scale 1-7 ","2011","East Germany","","","",""
"3 on scale 1-7 ","2011","West Germany","","","",""
"3 on scale 1-7 ","2011","East Germany","","","",""
"4 on scale 1-7","2011","West Germany","","","",""
