"plh0218","year","e11103","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","3537","0.448610519622456","0.437721534944125","0.459499504300788"
"1 Strongly disagree","2005","Part Time","2011","0.417896962578192","0.40396299806391","0.431830927092474"
"1 Strongly disagree","2005","Not Working","3581","0.473723846159744","0.462662903220699","0.48478478909879"
"2 on scale 1-7 ","2005","Full Time","2038","0.243979303856788","0.234576296884535","0.25338231082904"
"2 on scale 1-7 ","2005","Part Time","1236","0.252035504264972","0.239769262679136","0.264301745850809"
"2 on scale 1-7 ","2005","Not Working","1757","0.214080035065132","0.20499346610615","0.223166604024114"
"3 on scale 1-7 ","2005","Full Time","902","0.113884101829102","0.106929052145915","0.120839151512289"
"3 on scale 1-7 ","2005","Part Time","531","0.108389542110482","0.0996069759946549","0.11717210822631"
"3 on scale 1-7 ","2005","Not Working","826","0.0996990759764245","0.0930622245268041","0.106335927426045"
"4 on scale 1-7","2005","Full Time","690","0.0824624169286936","0.0764401031047817","0.0884847307526055"
"4 on scale 1-7","2005","Part Time","465","0.0964707696033853","0.0881299421828801","0.104811597023891"
"4 on scale 1-7","2005","Not Working","735","0.0968133265572066","0.0902627577251952","0.103363895389218"
"5 on scale 1-7","2005","Full Time","511","0.0636438238449112","0.0582991390919325","0.0689885085978899"
"5 on scale 1-7","2005","Part Time","346","0.0756569207988087","0.0681858803452737","0.0831279612523438"
"5 on scale 1-7","2005","Not Working","480","0.0616081501201691","0.0562817488615522","0.066934551378786"
"6 on scale 1-7","2005","Full Time","249","0.0331704449943467","0.0292496509500759","0.0370912390386175"
"6 on scale 1-7","2005","Part Time","168","0.0389067733281075","0.0334437189193905","0.0443698277368246"
"6 on scale 1-7","2005","Not Working","289","0.0320940190487011","0.0281896458556866","0.0359983922417156"
"7 Strongly agree","2005","Full Time","87","0.0142493889237022","0.0116545818714365","0.0168441959759679"
"7 Strongly agree","2005","Part Time","56","0.0106435273160521","0.00774445299298121","0.0135426016391231"
"7 Strongly agree","2005","Not Working","160","0.0219815470726222","0.0187334774145983","0.025229616730646"
"1 Strongly disagree","2006","Full Time","","","",""
"1 Strongly disagree","2006","Part Time","","","",""
"1 Strongly disagree","2006","Not Working","","","",""
"2 on scale 1-7 ","2006","Full Time","","","",""
"2 on scale 1-7 ","2006","Part Time","","","",""
"2 on scale 1-7 ","2006","Not Working","","","",""
"3 on scale 1-7 ","2006","Full Time","","","",""
"3 on scale 1-7 ","2006","Part Time","","","",""
"3 on scale 1-7 ","2006","Not Working","","","",""
"4 on scale 1-7","2006","Full Time","","","",""
"4 on scale 1-7","2006","Part Time","","","",""
"4 on scale 1-7","2006","Not Working","","","",""
"5 on scale 1-7","2006","Full Time","","","",""
"5 on scale 1-7","2006","Part Time","","","",""
"5 on scale 1-7","2006","Not Working","","","",""
"6 on scale 1-7","2006","Full Time","","","",""
"6 on scale 1-7","2006","Part Time","","","",""
"6 on scale 1-7","2006","Not Working","","","",""
"7 Strongly agree","2006","Full Time","","","",""
"7 Strongly agree","2006","Part Time","","","",""
"7 Strongly agree","2006","Not Working","","","",""
"1 Strongly disagree","2007","Full Time","","","",""
"1 Strongly disagree","2007","Part Time","","","",""
"1 Strongly disagree","2007","Not Working","","","",""
"2 on scale 1-7 ","2007","Full Time","","","",""
"2 on scale 1-7 ","2007","Part Time","","","",""
"2 on scale 1-7 ","2007","Not Working","","","",""
"3 on scale 1-7 ","2007","Full Time","","","",""
"3 on scale 1-7 ","2007","Part Time","","","",""
"3 on scale 1-7 ","2007","Not Working","","","",""
