"plh0218","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Urban Area","5935","0.439365999892985","0.431092896340321","0.447639103445649","1"
"1 Strongly disagree","2005","Rural Area","3194","0.47914985640392","0.467302271915421","0.490997440892419","1"
"2 on scale 1-7 ","2005","Rural Area","1668","0.233542077501799","0.223508299970822","0.243575855032777","2"
"2 on scale 1-7 ","2005","Urban Area","3363","0.233920918983525","0.226864459480461","0.240977378486589","2"
"3 on scale 1-7 ","2005","Urban Area","1524","0.110359045865092","0.105135963515906","0.115582128214278","3"
"3 on scale 1-7 ","2005","Rural Area","735","0.0994254153621757","0.0923288813367947","0.106521949387557","3"
"4 on scale 1-7","2005","Rural Area","525","0.0789994056293729","0.0726023576755361","0.0853964535832096","4"
"4 on scale 1-7","2005","Urban Area","1365","0.096978687944187","0.0920457838364317","0.101911592051942","4"
"5 on scale 1-7","2005","Urban Area","938","0.0679604948391146","0.0637652148788517","0.0721557747993774","5"
"5 on scale 1-7","2005","Rural Area","399","0.0601800217748809","0.0545399290256695","0.0658201145240923","5"
"6 on scale 1-7","2005","Rural Area","225","0.0338890946927681","0.0295978703970281","0.0381803189885081","6"
"6 on scale 1-7","2005","Urban Area","481","0.0340978564055544","0.0310727153842051","0.0371229974269036","6"
"7 Strongly agree","2005","Rural Area","84","0.0148141286350834","0.0119490609759598","0.0176791962942069","7"
"7 Strongly agree","2005","Urban Area","219","0.0173169960695419","0.0151425005227871","0.0194914916162967","7"
"1 Strongly disagree","2006","Urban Area","","","","","1"
"1 Strongly disagree","2006","Rural Area","","","","","1"
"2 on scale 1-7 ","2006","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","Rural Area","","","","","2"
"3 on scale 1-7 ","2006","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Urban Area","","","","","3"
"4 on scale 1-7","2006","Urban Area","","","","","4"
"4 on scale 1-7","2006","Rural Area","","","","","4"
"5 on scale 1-7","2006","Rural Area","","","","","5"
"5 on scale 1-7","2006","Urban Area","","","","","5"
"6 on scale 1-7","2006","Rural Area","","","","","6"
"6 on scale 1-7","2006","Urban Area","","","","","6"
"7 Strongly agree","2006","Rural Area","","","","","7"
"7 Strongly agree","2006","Urban Area","","","","","7"
"1 Strongly disagree","2007","Urban Area","","","","","1"
"1 Strongly disagree","2007","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","Urban Area","","","","","2"
"3 on scale 1-7 ","2007","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","","","","","3"
"4 on scale 1-7","2007","Rural Area","","","","","4"
"4 on scale 1-7","2007","Urban Area","","","","","4"
"5 on scale 1-7","2007","Rural Area","","","","","5"
"5 on scale 1-7","2007","Urban Area","","","","","5"
"6 on scale 1-7","2007","Rural Area","","","","","6"
"6 on scale 1-7","2007","Urban Area","","","","","6"
"7 Strongly agree","2007","Urban Area","","","","","7"
"7 Strongly agree","2007","Rural Area","","","","","7"
"1 Strongly disagree","2008","Urban Area","","","","","1"
"1 Strongly disagree","2008","Rural Area","","","","","1"
